,traffic_speed_deltas,traffic_absolute_speed
284,0.6200000000000045,23.61
285,-5.590000000000003,23.61
286,4.969999999999999,23.61
287,20.5,23.61
288,-6.830000000000002,23.61
289,5.59,23.61
290,-3.1000000000000014,23.61
291,-2.4899999999999984,23.61
292,-1.8599999999999994,23.61
293,1.8599999999999994,23.61
294,-0.6199999999999992,23.61
295,0.620000000000001,23.61
296,-3.1099999999999994,23.61
297,8.7,23.61
298,-8.7,23.61
299,13.05,23.61
300,-3.7300000000000004,23.61
301,8.7,23.61
302,-5.59,23.61
303,5.59,23.61
304,-9.32,23.61
305,-7.450000000000001,23.61
306,32.309999999999995,23.61
307,-32.309999999999995,23.61
308,32.309999999999995,23.61
309,0.6199999999999974,23.61
310,-6.829999999999998,23.61
311,6.829999999999998,23.61
312,0.6200000000000045,23.61
313,0.6199999999999974,23.61
314,-3.1099999999999994,23.61
315,3.1099999999999994,23.61
316,-9.32,23.61
317,2.4800000000000004,23.61
318,1.8599999999999994,23.61
319,-4.969999999999999,23.61
320,-6.219999999999999,23.61
321,6.219999999999999,23.61
322,2.480000000000002,23.61
323,-9.940000000000001,23.61
324,-8.079999999999998,23.61
325,4.979999999999997,23.61
326,0.620000000000001,23.61
327,24.240000000000002,23.61
328,7.449999999999996,23.61
329,1.2399999999999949,23.61
330,-1.2399999999999949,23.61
331,-5.589999999999996,23.61
332,3.1099999999999994,23.61
333,-43.5,23.61
334,43.5,23.61
335,1.25,23.61
336,1.8599999999999994,23.61
337,2.4799999999999986,23.61
338,-0.6199999999999992,23.61
339,8.7,23.61
340,-4.3500000000000005,23.61
341,13.05,23.61
342,-9.32,23.61
343,3.7299999999999995,23.61
344,4.350000000000001,23.61
345,-4.350000000000001,23.61
346,4.970000000000002,23.61
347,4.969999999999999,23.61
348,-9.940000000000001,23.61
349,23.61,23.61
350,-6.830000000000005,23.61
351,4.350000000000001,23.61
352,-4.350000000000001,23.61
353,1.240000000000002,23.61
354,9.32,23.61
355,-3.729999999999997,23.61
356,39.150000000000006,23.61
357,-51.580000000000005,23.61
358,-0.6199999999999992,23.61
359,1.25,23.61
360,-3.7300000000000004,23.61
361,3.7300000000000004,23.61
362,-6.84,23.61
363,-3.73,23.61
364,10.57,23.61
365,-6.84,23.61
366,-6.829999999999999,23.61
367,3.7300000000000004,23.61
368,-3.7300000000000004,23.61
369,3.7300000000000004,23.61
370,-3.7300000000000004,23.61
371,3.7300000000000004,23.61
372,-5.59,23.61
373,2.4799999999999986,23.61
374,-2.4799999999999986,23.61
375,-15.530000000000001,23.61
376,-6.210000000000001,23.61
377,-9.32,23.61
378,0.6200000000000045,23.61
379,-1.8599999999999994,23.61
380,1.8599999999999994,23.61
381,-1.240000000000002,23.61
382,-3.1099999999999994,23.61
383,49.71,23.61
384,-49.71,23.61
385,1.25,23.61
386,-6.209999999999999,23.61
387,11.18,23.61
388,-4.970000000000001,23.61
389,-3.1099999999999994,23.61
390,-4.970000000000001,23.61
391,6.83,23.61
392,1.25,23.61
393,-4.35,23.61
394,4.970000000000001,23.61
395,0.6199999999999992,23.61
396,0.620000000000001,23.61
397,21.749999999999996,23.61
398,28.59,23.61
399,0.6199999999999974,23.61
400,-0.6199999999999974,23.61
401,1.8599999999999994,23.61
402,8.700000000000003,23.61
403,-8.700000000000003,23.61
404,-23.61,23.61
405,-4.969999999999999,23.61
406,28.58,23.61
407,-28.58,23.61
408,-1.870000000000001,23.61
409,1.25,23.61
410,0.6199999999999992,23.61
411,3.7300000000000004,23.61
412,-0.6300000000000008,23.61
413,0.6200000000000001,23.61
414,-2.4800000000000004,23.61
415,2.4800000000000004,23.61
416,1.8599999999999994,23.61
417,-1.8599999999999994,23.61
418,2.49,23.61
419,0.6199999999999992,23.61
420,-5.589999999999996,23.61
421,22.369999999999997,23.61
422,-18.65,23.61
423,18.65,23.61
424,-31.690000000000005,23.61
425,-1.8599999999999994,23.61
426,1.8599999999999994,23.61
427,-1.240000000000002,23.61
428,8.080000000000002,23.61
429,-6.219999999999999,23.61
430,4.349999999999998,23.61
431,3.099999999999998,23.61
432,-4.970000000000001,23.61
433,4.970000000000001,23.61
434,-2.4800000000000004,23.61
435,3.0999999999999996,23.61
436,-3.0999999999999996,23.61
437,3.0999999999999996,23.61
438,-2.4800000000000004,23.61
439,-0.6199999999999992,23.61
440,1.2400000000000002,23.61
441,-0.6199999999999992,23.61
442,1.2400000000000002,23.61
443,13.05,23.61
444,3.719999999999999,23.61
445,14.29,23.61
446,-3.1099999999999994,23.61
447,0.6200000000000045,23.61
448,4.350000000000001,23.61
449,-4.350000000000001,23.61
450,10.560000000000002,23.61
451,-10.560000000000002,23.61
452,-3.730000000000004,23.61
453,-6.840000000000003,23.61
454,2.490000000000002,23.61
455,-2.490000000000002,23.61
456,2.490000000000002,23.61
457,-4.350000000000001,23.61
458,0.6200000000000045,23.61
459,3.729999999999997,23.61
460,-9.950000000000003,23.61
461,6.220000000000006,23.61
462,10.57,23.61
463,-14.290000000000003,23.61
464,2.4800000000000004,23.61
465,-2.4800000000000004,12.42
466,2.4800000000000004,12.42
467,-0.620000000000001,12.42
468,-7.460000000000001,55.3
469,1.25,12.42
470,19.26,19.26
471,5.589999999999996,19.26
472,18.639999999999997,16.77
473,-1.25,16.77
474,3.1000000000000014,19.26
475,-1.240000000000002,13.67
476,6.210000000000001,16.77
477,-6.210000000000001,16.77
478,0.6300000000000026,16.77
479,-0.6199999999999974,58.4
480,29.2,58.4
481,-32.31,58.4
482,32.31,51.57
483,-31.689999999999998,25.47
484,-0.6199999999999992,25.47
485,2.49,55.3
486,-5.589999999999996,57.16
487,22.369999999999997,51.57
488,-5.589999999999996,51.57
489,5.589999999999996,51.57
490,-5.589999999999996,17.39
491,2.479999999999997,9.94
492,9.939999999999998,50.33
493,-4.969999999999999,29.82
494,4.969999999999999,29.82
495,0.6200000000000045,29.82
496,3.1099999999999994,55.92
497,-3.730000000000004,55.92
498,3.730000000000004,55.92
499,-0.6199999999999974,30.44
500,0.6199999999999974,30.44
501,0.6199999999999974,30.44
502,-9.939999999999998,30.44
503,9.32,30.44
504,2.489999999999995,30.44
505,1.8599999999999994,30.44
506,-0.6199999999999974,30.44
507,3.719999999999999,30.44
508,-12.43,30.44
509,4.970000000000002,30.44
510,1.2399999999999984,30.44
511,8.079999999999998,30.44
512,1.870000000000001,30.44
513,-13.670000000000002,30.44
514,3.1000000000000014,30.44
515,1.870000000000001,30.44
516,-1.870000000000001,30.44
517,9.32,30.44
518,10.559999999999999,30.44
519,-4.969999999999999,30.44
520,1.8599999999999994,30.44
521,0.629999999999999,30.44
522,-0.620000000000001,30.44
523,-5.600000000000001,30.44
524,-24.85,30.44
525,24.85,30.44
526,-14.299999999999997,30.44
527,13.670000000000002,30.44
528,-20.5,30.44
529,-4.35,30.44
530,-4.35,30.44
531,4.35,30.44
532,-4.35,30.44
533,-5.59,30.44
534,8.07,30.44
535,-2.4800000000000004,30.44
536,2.4800000000000004,30.44
537,-2.4800000000000004,30.44
538,1.2399999999999984,30.44
539,-0.6300000000000008,30.44
540,3.7300000000000004,30.44
541,-3.7300000000000004,30.44
542,3.0999999999999996,30.44
543,-4.35,30.44
544,3.110000000000001,8.07
545,1.8599999999999994,8.07
546,0.6199999999999992,21.74
547,4.349999999999998,8.07
548,-16.78,13.67
549,16.15,13.67
550,5.589999999999996,26.09
551,-5.589999999999996,13.67
552,-1.8599999999999994,47.84
553,-42.870000000000005,54.68
554,47.84,54.68
555,-49.09,37.28
556,3.0999999999999996,37.28
557,1.2399999999999984,9.94
558,-1.2399999999999984,53.43
559,1.2399999999999984,13.67
560,-1.25,9.94
561,3.7299999999999986,9.94
562,-3.7299999999999986,12.42
563,0.6199999999999992,12.42
564,1.25,11.18
565,-1.8699999999999992,11.8
566,0.6199999999999992,11.8
567,0.620000000000001,13.67
568,-3.1000000000000014,11.18
569,3.1000000000000014,13.67
570,-19.26,13.67
571,11.190000000000001,7.45
572,8.07,7.45
573,20.509999999999998,7.45
574,-4.350000000000001,7.45
575,4.350000000000001,7.45
576,-6.829999999999998,7.45
577,-13.670000000000002,7.45
578,13.670000000000002,7.45
579,-13.670000000000002,7.45
580,-17.400000000000002,7.45
581,-2.4899999999999984,7.45
582,-6.83,7.45
583,-0.620000000000001,7.45
584,-3.7300000000000004,7.45
585,3.110000000000001,7.45
586,3.7300000000000004,7.45
587,-3.7300000000000004,7.45
588,1.2400000000000002,7.45
589,-0.620000000000001,7.45
590,-3.7300000000000004,7.45
591,0.6199999999999992,7.45
592,-1.2399999999999993,7.45
593,3.7299999999999995,7.45
594,0.6199999999999992,7.45
595,-7.450000000000001,7.45
596,9.94,7.45
597,-3.1099999999999994,7.45
598,-2.479999999999997,7.45
599,-6.839999999999996,7.45
600,-0.6199999999999974,7.45
601,4.350000000000001,7.45
602,-3.730000000000004,7.45
603,3.730000000000004,7.45
604,-4.350000000000001,7.45
605,2.480000000000004,7.45
606,6.840000000000003,7.45
607,-8.700000000000003,7.45
608,-7.460000000000001,7.45
609,7.460000000000001,7.45
610,-3.7300000000000004,7.45
611,0.6300000000000008,7.45
612,-0.6300000000000008,7.45
613,1.870000000000001,46.6
614,-1.2400000000000002,46.6
615,1.2400000000000002,58.4
616,3.7300000000000004,58.4
617,-4.969999999999999,2.48
618,7.460000000000001,2.48
619,-0.620000000000001,58.4
620,-1.2400000000000002,15.53
621,1.2400000000000002,17.39
622,-1.2400000000000002,17.39
623,-2.4800000000000004,14.91
624,2.4800000000000004,14.91
625,-2.4800000000000004,11.18
626,-1.8600000000000003,14.91
627,1.8600000000000003,11.18
628,3.7300000000000004,11.18
629,0.6199999999999992,11.18
630,-1.8699999999999992,16.15
631,1.2399999999999984,10.56
632,3.1099999999999994,16.15
633,-4.349999999999998,10.56
634,4.349999999999998,16.77
635,-15.54,10.56
636,15.54,14.29
637,11.800000000000004,11.8
638,1.8599999999999994,14.29
639,-1.8599999999999994,13.04
640,1.240000000000002,13.04
641,-1.240000000000002,13.04
642,11.810000000000002,13.04
643,9.940000000000005,13.04
644,14.910000000000004,13.04
645,-4.349999999999994,13.04
646,-18.020000000000003,13.04
647,-5.600000000000001,13.04
648,-4.350000000000001,13.04
649,1.240000000000002,13.04
650,-4.340000000000002,13.04
651,6.83,13.04
652,6.830000000000002,13.04
653,1.25,13.04
654,-8.07,13.04
655,9.940000000000001,13.04
656,-1.25,13.04
657,1.25,13.04
658,0.620000000000001,13.04
659,-0.620000000000001,13.04
660,1.240000000000002,13.04
661,-1.240000000000002,13.04
662,19.880000000000003,13.04
663,9.939999999999998,13.04
664,-29.82,13.04
665,37.28,13.04
666,-9.32,25.47
667,3.729999999999997,13.04
668,5.590000000000003,25.47
669,0.6300000000000026,52.81
670,0.6199999999999974,25.47
671,-6.839999999999996,52.81
672,-21.12,52.81
673,3.719999999999999,52.81
674,-10.57,19.88
675,-2.4800000000000004,19.26
676,4.969999999999999,19.26
677,-8.080000000000002,19.88
678,3.099999999999998,19.88
679,3.1099999999999994,23.61
680,2.4899999999999984,24.85
681,10.560000000000002,19.26
682,-3.1099999999999994,24.85
683,1.870000000000001,22.36
684,-20.51,16.77
685,20.51,22.36
686,1.25,22.36
687,-1.25,13.67
688,1.870000000000001,13.67
689,-1.870000000000001,13.04
690,6.209999999999999,13.67
691,3.110000000000001,13.67
692,3.1000000000000014,13.67
693,6.210000000000001,11.8
694,-11.18,11.8
695,-3.1099999999999994,7.45
696,-1.240000000000002,9.32
697,-4.350000000000001,9.32
698,4.350000000000001,6.83
699,-13.050000000000004,9.32
700,-24.229999999999997,6.83
701,24.229999999999997,6.21
702,-1.2399999999999984,6.83
703,1.2399999999999984,6.21
704,-2.4799999999999986,6.21
705,2.4799999999999986,6.21
706,-2.4799999999999986,8.69
707,-5.59,8.69
708,7.460000000000001,9.94
709,3.110000000000003,9.32
710,-1.25,9.32
711,1.8699999999999974,9.32
712,-1.870000000000001,9.94
713,1.25,11.18
714,0.620000000000001,9.94
715,-1.8599999999999994,9.94
716,-0.6199999999999992,27.96
717,0.6199999999999992,9.32
718,-0.6199999999999992,27.34
719,-2.49,26.09
720,1.8599999999999994,26.09
721,-3.7300000000000004,26.09
722,1.25,26.09
723,0.620000000000001,26.09
724,0.620000000000001,26.09
725,6.83,26.09
726,-6.83,26.09
727,6.83,26.09
728,-3.1000000000000014,26.09
729,-12.420000000000002,26.09
730,39.14,26.09
731,-2.489999999999995,26.09
732,-1.240000000000002,26.09
733,4.350000000000001,26.09
734,3.729999999999997,26.09
735,1.240000000000002,26.09
736,-12.43,26.09
737,3.7299999999999986,26.09
738,-1.870000000000001,26.09
739,1.870000000000001,26.09
740,-3.1099999999999994,49.7
741,4.970000000000001,39.14
742,-4.970000000000001,57.16
743,6.209999999999999,54.05
744,1.8599999999999994,43.49
745,-4.969999999999999,54.05
746,-4.349999999999998,57.16
747,8.7,54.68
748,-5.600000000000001,54.68
749,5.600000000000001,41.63
750,3.099999999999998,54.05
751,-1.2399999999999984,54.05
752,1.240000000000002,27.96
753,-3.730000000000004,50.33
754,6.840000000000003,24.85
755,-4.970000000000006,24.85
756,-3.1099999999999994,24.85
757,3.1099999999999994,24.85
758,3.730000000000004,17.39
759,-6.210000000000001,17.39
760,2.479999999999997,22.99
761,-3.1099999999999994,15.53
762,-8.690000000000001,20.5
763,-14.299999999999999,20.5
764,-3.11,17.39
765,-6.829999999999999,17.39
766,0.6199999999999999,17.39
767,-0.6200000000000001,13.67
768,0.6200000000000001,16.15
769,-0.6200000000000001,12.42
770,-1.860000000000003,12.42
771,3.719999999999999,11.8
772,-0.6299999999999999,11.8
773,0.6200000000000001,11.8
774,0.6200000000000001,11.8
775,2.4899999999999998,16.77
776,-1.2400000000000002,18.01
777,6.83,16.15
778,10.569999999999999,16.77
779,-10.569999999999999,16.77
780,24.86,19.88
781,-24.86,20.5
782,24.86,20.5
783,6.210000000000001,20.5
784,4.350000000000001,20.5
785,-12.420000000000002,20.5
786,35.42,20.5
787,-2.4800000000000004,20.5
788,0.6200000000000001,20.5
789,0.6200000000000001,20.5
790,3.1099999999999994,20.5
791,-3.7299999999999995,20.5
792,3.7299999999999995,20.5
793,-12.419999999999998,20.5
794,-12.419999999999998,20.5
795,-2.4799999999999986,20.5
796,1.870000000000001,20.5
797,-2.49,20.5
798,1.25,20.5
799,-1.25,20.5
800,3.1099999999999994,22.36
801,-1.8599999999999994,22.36
802,1.25,22.36
803,-4.35,29.2
804,4.35,29.2
805,-3.7299999999999986,29.2
806,-0.620000000000001,29.2
807,2.4800000000000004,29.2
808,-2.4800000000000004,29.2
809,-1.25,29.2
810,11.81,41.01
811,-11.81,41.01
812,11.19,41.01
813,-43.5,55.3
814,-36.03999999999999,55.3
815,41.629999999999995,29.2
816,0.6300000000000026,59.03
817,-6.829999999999998,59.03
818,3.729999999999997,57.16
819,-1.8599999999999994,57.16
820,3.730000000000004,55.92
821,-7.460000000000001,55.92
822,7.460000000000001,54.05
823,-7.460000000000001,54.05
824,-29.830000000000002,55.3
825,-11.799999999999999,53.43
826,7.450000000000001,53.43
827,32.94,53.43
828,-21.130000000000003,53.43
829,25.479999999999997,48.46
830,-25.479999999999997,52.19
831,29.83,27.34
832,-3.729999999999997,19.88
833,-5.6,16.77
834,5.6,16.77
835,21.750000000000004,22.36
836,-2.479999999999997,22.36
837,2.479999999999997,22.36
838,-3.729999999999997,18.01
839,0.6199999999999992,17.39
840,2.49,15.53
841,0.6300000000000008,17.39
842,4.969999999999999,18.01
843,-55.92,14.91
844,55.92,16.15
845,-1.8600000000000012,16.15
846,-2.4800000000000004,16.15
847,-3.1099999999999994,18.64
848,-3.7300000000000004,18.64
849,3.7300000000000004,15.53
850,-2.49,18.64
851,-1.2400000000000002,16.15
852,-6.209999999999999,16.15
853,6.209999999999999,15.53
854,-5.589999999999998,22.36
855,-3.7299999999999986,15.53
856,1.2400000000000002,24.85
857,-1.25,15.53
858,5.59,17.39
859,-33.55,17.39
860,5.59,29.2
861,2.490000000000002,29.2
862,-2.490000000000002,18.64
863,5.59,31.68
864,-3.719999999999999,31.68
865,-0.6300000000000008,31.68
866,0.6300000000000008,31.68
867,-1.8699999999999992,31.68
868,-1.8699999999999992,31.68
869,-4.3500000000000005,31.68
870,-0.6200000000000001,31.68
871,2.49,31.68
872,-2.49,31.68
873,0.6200000000000001,31.68
874,-0.6200000000000001,31.68
875,2.4799999999999995,31.68
876,-2.4799999999999995,31.68
877,3.1100000000000003,31.68
878,-0.6300000000000008,31.68
879,0.6300000000000008,42.25
880,1.25,31.68
881,-0.6199999999999992,59.65
882,4.969999999999999,42.25
883,-6.209999999999999,42.25
884,18.020000000000003,42.25
885,18.02,57.78
886,-3.1099999999999994,18.01
887,-1.8599999999999994,57.78
888,1.8599999999999994,10.56
889,-18.019999999999996,10.56
890,-21.75,16.15
891,36.66,18.01
892,-10.559999999999995,16.15
893,-7.459999999999994,19.26
894,4.979999999999997,27.34
895,13.049999999999997,27.34
896,-0.6300000000000026,24.85
897,-26.089999999999996,29.2
898,22.369999999999997,29.2
899,-3.1099999999999994,39.76
900,1.860000000000003,20.5
901,-7.460000000000001,39.76
902,3.1099999999999994,9.94
903,-2.4899999999999984,15.53
904,6.83,15.53
905,-6.83,15.53
906,3.7200000000000006,20.5
907,-3.7200000000000006,18.01
908,2.4799999999999986,20.5
909,3.7299999999999986,16.15
910,0.620000000000001,16.15
911,6.210000000000001,21.12
912,1.240000000000002,21.12
913,-1.860000000000003,21.12
914,0.620000000000001,11.18
915,0.620000000000001,27.34
916,4.350000000000001,11.18
917,29.830000000000002,26.71
918,-3.1099999999999994,27.34
919,-3.1099999999999994,16.15
920,-8.080000000000005,27.34
921,-1.25,17.39
922,-0.6199999999999974,15.53
923,3.729999999999997,16.77
924,24.849999999999998,16.77
925,-21.13,16.77
926,-14.29,49.08
927,4.349999999999998,49.08
928,6.210000000000001,50.33
929,-4.969999999999999,50.33
930,0.620000000000001,49.08
931,-0.620000000000001,52.19
932,-3.7300000000000004,54.05
933,2.490000000000002,52.19
934,2.490000000000002,49.7
935,-2.490000000000002,49.7
936,-0.6199999999999992,49.7
937,-6.83,16.77
938,9.320000000000002,16.77
939,1.8600000000000012,16.77
940,1.25,16.77
941,13.04,16.77
942,-10.57,16.77
943,10.57,16.77
944,-15.530000000000001,16.77
945,15.530000000000001,16.77
946,-37.900000000000006,16.77
947,5.589999999999998,16.77
948,1.860000000000003,16.77
949,-1.860000000000003,16.77
950,3.110000000000003,16.77
951,-11.190000000000001,16.77
952,13.05,16.77
953,-4.349999999999998,16.77
954,-19.259999999999998,18.01
955,19.259999999999998,18.01
956,-29.82,24.85
957,4.970000000000001,32.31
958,-2.4899999999999984,32.31
959,2.4899999999999984,15.53
960,-2.4899999999999984,15.53
961,4.970000000000002,13.04
962,3.1099999999999994,15.53
963,-16.16,12.42
964,16.16,16.15
965,-10.560000000000002,16.15
966,11.190000000000001,12.42
967,-1.8600000000000012,12.42
968,24.24,14.91
969,32.31,14.91
970,33.55,14.91
971,-2.489999999999995,16.77
972,32.93000000000001,14.29
973,-32.93000000000001,14.29
974,34.8,14.29
975,6.84,14.29
976,7.460000000000001,19.88
977,16.160000000000004,19.88
978,-16.78,19.26
979,-2.49,11.18
980,2.49,12.42
981,-3.7299999999999986,11.8
982,2.49,11.8
983,1.2399999999999984,12.42
984,1.8599999999999994,12.42
985,-1.8599999999999994,11.18
986,-0.620000000000001,11.18
987,-8.7,11.8
988,1.2400000000000002,12.42
989,-0.6199999999999992,12.42
990,-0.6199999999999992,12.42
991,0.6199999999999992,15.53
992,-1.2400000000000002,20.5
993,1.2400000000000002,16.77
994,4.969999999999999,19.88
995,4.35,22.99
996,-3.7300000000000004,19.88
997,3.1099999999999994,32.31
998,22.99,32.31
999,20.5,32.31
