,electricity-load-nyiso-dunwod,electricity-load-nyiso-millwd,electricity-load-nyiso-north,electricity-load-nyiso-overall,electricity-load-nyiso-west,electricity-load-nyiso-capitl,electricity-load-nyiso-nyc,electricity-load-nyiso-centrl,electricity-load-nyiso-genese,electricity-load-nyiso-mhk_valley,electricity-load-nyiso-hud_valley,electricity-load-nyiso-longil
192,696.8604,305.2018,559.2922,17623.7294,1715.1635,1381.944,5969.337,1705.2451,1141.092,799.634,974.4079,2375.5515
193,700.0458,291.958,579.2132,17576.6942,1715.2488,1364.4097,5937.6685,1692.5991,1138.5212,790.5242,1000.7415,2365.7642
194,706.1662,291.4821,570.2512,17542.9684,1707.5752,1381.3983,5929.454,1688.8718,1132.6167,796.7499,983.674,2354.729
195,700.1301,295.4972,567.3951,17551.7801,1703.7188,1362.5175,5931.4873,1704.9507,1127.9873,790.9766,1015.119,2352.0005
196,692.6694,296.9345,568.8579,17442.3726,1699.3651,1354.1036,5892.704,1682.1099,1120.4651,782.4358,1004.262,2348.4653
197,692.5197,294.5248,564.7578,17377.0303,1708.2731,1356.5255,5878.9756,1675.408,1126.7289,781.4622,960.1433,2337.7114
198,693.1268,291.5785,563.9164,17342.6458,1677.8264,1352.4033,5877.423,1692.688,1111.5183,785.7741,979.0048,2317.3862
199,689.9541,282.0616,564.9288,17346.7866,1698.6317,1349.5208,5881.042,1676.9453,1114.6626,776.5375,996.811,2315.6912
200,689.3763,286.6259,552.5515,17255.6612,1670.3146,1360.925,5851.9355,1674.3733,1111.519,775.3012,972.8471,2309.8918
201,676.2763,284.645,561.6503,17205.9159,1676.0114,1335.5781,5852.9536,1631.7695,1110.5737,769.8283,1007.5367,2299.093
202,674.0135,286.1837,563.4783,17194.9155,1682.1095,1333.1981,5857.0557,1642.0586,1111.3926,771.0743,972.452,2301.8992
203,674.0135,286.1837,563.4783,17194.9155,1682.1095,1333.1981,5857.0557,1642.0586,1111.3926,771.0743,972.452,2301.8992
204,676.812,283.1009,563.0508,17145.8746,1685.8945,1327.0232,5833.6826,1654.6045,1097.5955,764.7063,987.4063,2271.998
205,676.812,283.1009,563.0508,17145.8746,1685.8945,1327.0232,5833.6826,1654.6045,1097.5955,764.7063,987.4063,2271.998
206,663.9822,280.2946,568.6155,17091.8179,1681.278,1333.1759,5820.044,1630.7012,1093.6987,767.0115,968.9811,2284.0352
207,666.7042,279.3285,555.9946,17041.0431,1657.1261,1326.5605,5819.076,1613.5308,1095.9409,780.287,958.4525,2288.042
208,664.2287,285.7666,557.3326,17065.4078,1658.2839,1328.8955,5824.8926,1644.1738,1097.1726,770.754,959.6587,2274.2488
209,669.7654,274.908,560.9753,17056.6188,1680.7341,1326.2886,5825.148,1634.1777,1092.7445,770.5139,950.52,2270.8433
210,666.7257,275.4817,558.8236,17022.3351,1679.6715,1326.9651,5813.462,1622.2229,1091.4329,769.9014,957.3749,2260.2734
211,672.4592,279.588,561.0645,16952.1342,1681.1122,1321.83,5786.8276,1582.5798,1086.9108,766.1676,948.4951,2265.0994
212,661.9959,275.2855,555.0425,16909.9253,1649.8494,1322.2228,5782.6904,1588.5991,1090.4661,766.3567,963.3759,2254.041
213,662.1721,280.4076,563.2042,16971.9845,1683.5339,1320.4309,5770.6074,1627.2882,1093.4801,765.6484,940.1697,2265.042
214,653.5739,276.7716,554.0223,16924.7679,1656.959,1319.0394,5780.5156,1585.1475,1098.3665,771.5933,946.6033,2282.1755
215,660.7532,281.6364,559.4695,17007.4669,1670.2429,1331.3804,5792.1416,1633.2738,1098.0773,759.5107,946.1378,2274.8433
216,661.3572,277.8937,555.1569,16986.7152,1658.4114,1323.4482,5787.005,1638.0514,1095.086,762.6014,966.8427,2260.8613
217,656.7117,277.6306,557.9279,16990.825800000002,1654.9475,1336.9133,5782.617,1627.4072,1097.0667,764.1847,972.0684,2263.3508
218,656.7117,277.6306,557.9279,16990.825800000002,1654.9475,1336.9133,5782.617,1627.4072,1097.0667,764.1847,972.0684,2263.3508
219,663.4754,278.3791,562.1379,16969.053499999998,1655.846,1324.1548,5800.173,1635.1959,1096.2976,764.7158,937.2664,2251.4116
220,659.6393,274.0678,551.4433,16957.1571,1644.5696,1331.0281,5786.9316,1648.4451,1100.8137,769.857,935.8521,2254.5095
221,657.501,283.3288,556.887,16984.0107,1661.0133,1339.0043,5791.1616,1653.6614,1102.1621,765.6742,920.3492,2253.2678
222,657.501,283.3288,556.887,16984.0107,1661.0133,1339.0043,5791.1616,1653.6614,1102.1621,765.6742,920.3492,2253.2678
223,667.7147,273.8224,560.4815,17026.581599999998,1655.2433,1334.018,5818.634,1666.2495,1104.8367,757.6074,934.5439,2253.4302
224,664.5455,273.8697,559.5996,16997.5287,1663.7126,1344.4463,5818.8594,1610.5542,1108.3864,761.9818,940.9868,2250.5864
225,666.7432,285.2384,556.9432,17049.084199999998,1663.6405,1340.1254,5823.464,1646.8452,1104.3699,773.8809,935.1353,2252.6982
226,671.8564,283.665,570.1312,17203.351300000002,1666.2753,1335.4603,5876.4453,1677.7454,1118.9594,779.7151,947.3982,2275.6997
227,673.306,279.5354,572.4633,17267.385400000003,1688.428,1362.137,5883.464,1660.2676,1120.6936,783.5527,959.7246,2283.8132
228,677.8406,277.3614,561.4169,17291.8434,1686.1627,1349.2825,5894.1323,1693.3806,1122.0076,778.6386,967.1436,2284.4766
229,670.4721,270.8872,557.5242,17271.135199999997,1690.5431,1361.0012,5923.7603,1674.282,1126.3135,780.9128,938.8431,2276.5957
230,678.5878,283.6037,565.9025,17338.2722,1682.9025,1365.4471,5944.7637,1692.3926,1126.9811,779.647,941.0422,2277.002
231,683.4576,291.2949,573.5334,17426.2699,1725.6365,1354.4459,5959.84,1687.1191,1127.5774,783.4584,959.1152,2280.7915
232,687.0396,274.5331,571.999,17382.0796,1703.9949,1359.9667,5938.708,1702.9546,1132.772,783.5847,954.011,2272.516
233,682.0494,282.8272,577.3031,17433.294099999996,1709.3031,1370.5361,5963.87,1700.9604,1129.3582,784.5868,955.9075,2276.5923
234,680.5252,281.0761,576.8345,17432.3558,1719.3695,1362.1207,5985.508,1667.533,1124.7876,783.8779,962.9406,2287.7827
235,678.6124,290.677,571.535,17489.03,1699.758,1376.0608,6008.3174,1698.404,1125.6382,795.6266,945.4475,2298.9531
236,675.9509,286.8053,577.9109,17563.6042,1715.645,1369.7263,6040.5977,1690.489,1136.9324,795.4051,972.1204,2302.0212
237,689.7993,284.7189,573.1793,17620.45,1704.0864,1373.8893,6062.866,1713.9067,1135.454,801.9357,972.7067,2307.9077
238,699.0647,293.0786,565.6641,17836.222100000003,1732.2574,1394.8959,6131.38,1738.9973,1150.6234,815.24,972.1755,2342.8452
239,705.2288,295.962,560.459,18091.6872,1753.7666,1409.8433,6230.7754,1749.8811,1158.2976,829.9573,1036.2281,2361.288
240,706.4327,293.0767,575.4106,18122.495099999996,1770.1674,1414.3577,6258.334,1771.7871,1166.5474,833.7662,968.126,2364.4893
241,711.9984,299.0658,577.6107,18299.0777,1776.3983,1423.0708,6323.3945,1786.2612,1173.0637,832.7756,1011.2887,2384.15
242,709.4718,270.2352,545.4596,18225.0352,1758.0522,1434.0076,6296.371,1790.9016,1178.3418,848.7903,1007.0484,2386.3557
243,720.0493,308.0934,571.4531,18428.5251,1761.2941,1437.7423,6386.3643,1802.8647,1183.775,847.2527,1006.1694,2403.4668
244,722.4842,307.6409,573.708,18566.744,1797.8651,1459.1929,6403.8564,1764.2751,1192.6082,865.2579,1034.3201,2445.5352
245,737.2023,315.2927,580.887,18640.858099999998,1791.9093,1451.0238,6440.6914,1811.8403,1190.1846,860.5164,1030.8635,2430.4468
246,740.4236,312.7396,590.6522,18788.412200000002,1835.132,1454.9956,6483.625,1821.5815,1197.3667,870.9003,1018.5643,2462.4314
247,766.8615,321.9216,585.8505,18890.4362,1812.7712,1482.2554,6543.74,1790.478,1193.5759,861.1646,1041.0001,2490.8174
248,769.6268,321.0866,583.1751,18982.8819,1789.3838,1497.6035,6570.212,1850.6149,1200.0553,866.7987,1055.5195,2478.8057
249,778.4358,318.7537,589.2477,19148.743099999996,1828.9089,1498.1177,6658.327,1850.4918,1205.4423,881.6449,1029.7463,2509.627
250,758.1769,315.858,583.1227,19285.9454,1838.9241,1512.0774,6689.392,1855.1812,1213.6039,884.6047,1071.0325,2563.972
251,770.6782,318.9374,587.7367,19501.029200000004,1847.49,1524.8043,6786.6143,1893.9819,1216.6067,891.8749,1055.4884,2606.8164
252,767.0099,310.9594,579.4945,19629.0833,1876.054,1530.9619,6796.083,1906.1849,1221.9213,891.185,1125.3805,2623.8489
253,790.132,329.6099,589.4915,19719.6879,1895.1251,1533.0087,6859.4897,1909.8315,1227.3472,896.4413,1061.9,2627.311
254,792.2076,333.3775,577.8532,19852.705000000005,1891.6948,1549.7036,6880.8,1923.0632,1229.0894,915.7212,1092.5007,2666.6938
255,801.621,316.6104,578.6091,19960.845800000003,1910.0787,1547.9917,6963.7563,1877.5748,1234.27,923.0806,1138.4832,2668.77
256,826.7305,312.3174,585.8982,19991.4687,1917.0612,1564.1176,6935.4165,1882.2554,1239.4272,915.7902,1122.9789,2689.4756
257,806.9401,335.0623,594.3101,20098.890499999998,1927.983,1575.1382,7000.5776,1879.4188,1253.9849,910.9718,1109.9803,2704.5234
258,798.5012,334.7985,590.2533,20253.5787,1942.0084,1577.1342,7038.8574,1936.8865,1250.9912,920.2434,1124.8253,2739.0793
259,826.8713,337.3613,583.4082,20324.938400000003,1948.5039,1579.1307,7064.3584,1938.3176,1263.742,914.7288,1114.3092,2754.207
260,842.8494,331.2475,588.925,20511.403,1958.252,1567.9735,7144.1553,1935.5618,1270.2999,913.9388,1167.545,2790.6548
261,831.1193,346.3111,593.4404,20617.9757,1952.4407,1577.7855,7188.3013,1967.2157,1269.9125,925.4211,1182.8694,2783.1587
262,835.1772,344.0946,593.4357,20722.6803,1997.244,1580.7001,7227.6143,1935.5139,1276.7559,935.1776,1155.353,2841.614
263,848.6265,353.2926,592.0695,20884.3351,2003.3042,1574.3595,7293.8345,1988.8125,1288.7786,940.6292,1137.442,2863.186
264,857.7468,355.0476,570.6871,21041.6638,1985.4315,1612.6882,7345.5303,2006.9159,1280.022,949.7794,1168.3882,2909.4268
265,865.8904,349.2116,589.5005,21208.1563,2018.9207,1607.5045,7421.125,2004.609,1288.1929,963.2481,1174.7214,2925.2322
266,872.5969,361.0917,596.5305,21305.0458,2026.1829,1615.1241,7436.693,2005.7874,1287.5952,948.2028,1204.1056,2951.1357
267,870.2203,354.28,581.8672,21288.5115,2037.1676,1607.929,7485.1855,1954.9612,1288.1052,968.0412,1177.266,2963.4883
268,884.009,383.2331,591.975,21435.9938,2056.8127,1608.9803,7508.193,1955.2753,1291.9857,961.049,1211.6001,2982.8806
269,873.8452,368.0866,593.8892,21584.2886,2044.7499,1622.5833,7575.4062,1976.3876,1283.1118,968.637,1250.6648,3026.927
270,862.9194,370.0163,599.8305,21661.304600000003,2072.005,1602.6005,7597.225,1996.8558,1292.8094,951.1511,1264.0845,3051.8071
271,886.7836,368.9424,584.6551,21715.438599999998,2058.7434,1627.009,7646.4365,1991.8136,1296.3218,974.7122,1209.9827,3070.0383
272,886.4406,372.6107,586.7732,21826.2309,2093.4087,1609.469,7678.783,2008.0004,1303.0367,970.9622,1239.9966,3076.7498
273,900.3314,374.7031,596.1224,21910.7784,2097.0713,1607.612,7716.5137,2011.1393,1299.7506,971.3252,1235.9314,3100.278
274,909.5883,382.8721,602.2632,22020.165600000004,2072.3555,1614.3386,7760.9473,2020.6979,1303.0701,959.2291,1262.7063,3132.0972
275,924.7865,399.5575,597.0585,22078.7405,2066.8027,1625.1317,7769.1426,2028.8734,1300.6327,963.8205,1248.3726,3154.5618
276,936.7892,369.2648,601.1708,22234.2916,2065.3357,1644.1224,7847.5957,2040.5939,1299.8943,971.0931,1279.1163,3179.3154
277,928.4778,382.3752,601.5363,22290.6048,2061.1016,1644.606,7881.8877,2049.9165,1311.8486,982.5714,1249.7322,3196.5515
278,934.5187,394.8069,609.0612,22368.6386,2066.7483,1665.4297,7912.0938,1996.8967,1313.9463,986.382,1247.121,3241.634
279,927.9411,392.1504,614.7579,22481.1797,2100.5723,1640.2446,7926.3105,2034.5048,1310.5304,982.6767,1313.4583,3238.0327
280,939.5679,389.6638,600.5787,22539.038800000002,2077.095,1672.4381,7938.972,2047.7737,1315.7139,977.2997,1312.5302,3267.4058
281,947.8082,406.5065,604.2604,22656.4891,2112.6123,1662.723,7963.8623,2069.4604,1311.7905,967.7331,1313.7378,3295.9946
282,960.5261,397.4748,603.4032,22729.275700000002,2095.8887,1677.3888,8001.587,2078.7297,1315.8906,965.9773,1307.8367,3324.5728
283,959.6729,405.6473,608.5178,22858.649699999998,2119.1377,1678.1422,8046.7812,2089.4985,1321.45,968.8013,1326.0308,3334.97
284,943.5249,416.2116,609.3566,22984.468200000003,2138.92,1659.3429,8085.754,2102.4746,1327.1907,988.631,1349.452,3363.6099
285,957.2007,418.9367,606.8213,23104.279400000003,2145.9023,1677.5852,8125.7114,2106.282,1326.5077,978.6928,1352.9166,3407.7227
286,983.9396,430.2333,602.019,23225.514,2132.0078,1713.8076,8152.418,2106.4688,1338.2625,978.8593,1353.3973,3434.1008
287,984.3295,420.0632,599.6576,23241.9054,2141.943,1715.3568,8173.3315,2109.8184,1333.2957,991.6849,1304.582,3467.8428
288,991.1061,451.8993,589.4401,23345.423499999997,2152.7998,1703.5812,8226.243,2081.1558,1330.8513,991.7773,1333.1477,3493.4219
289,1020.9163,426.7966,586.5418,23549.030399999996,2168.3013,1735.9026,8254.118,2111.1987,1330.083,1002.577,1388.7991,3523.796
290,1014.2221,453.1402,595.2959,23649.9014,2181.7083,1724.9252,8273.135,2113.0176,1336.785,1006.5312,1407.3435,3543.7974
291,1023.4901,445.1898,589.0695,23778.149600000004,2191.287,1749.0906,8323.121,2106.753,1353.5594,1006.9266,1430.4622,3559.2004
292,1010.1428,465.934,588.3862,23850.1203,2180.6511,1736.6906,8350.547,2134.123,1356.6025,1000.3458,1429.8923,3596.805
293,1028.1987,451.6471,597.1921,23886.9086,2191.749,1733.0438,8388.756,2122.824,1360.2021,1004.7275,1401.0331,3607.5352
294,1017.7315,468.7323,599.0881,24001.9568,2189.956,1726.897,8420.067,2137.983,1362.0087,1007.6243,1435.1859,3636.683
295,1033.2117,471.7255,599.5054,24138.5446,2215.8413,1749.6008,8439.235,2141.4805,1375.6177,999.541,1441.534,3671.2517
296,1038.489,482.161,592.7863,24256.8333,2242.904,1756.9688,8452.294,2172.4783,1351.6575,1005.7645,1467.6417,3693.6882
297,1048.4949,469.8176,596.6478,24372.430899999996,2249.8645,1748.9954,8485.376,2163.5935,1364.4897,1017.8164,1494.7067,3732.6284
298,1046.5658,489.0518,595.2949,24420.0649,2234.2354,1771.9943,8510.601,2132.7383,1362.4823,1024.1476,1495.7347,3757.2188
299,1066.8088,480.5667,612.0862,24542.449300000004,2229.7822,1782.7762,8517.55,2142.1924,1375.5581,1010.6677,1523.4761,3800.9849
300,1064.2742,481.7257,610.4874,24738.0116,2258.3325,1783.5676,8599.018,2184.5518,1380.022,1009.702,1522.16,3844.1704
301,1066.7487,498.8715,605.8869,24810.696200000002,2258.9084,1773.5594,8614.298,2196.0034,1379.0116,1016.484,1539.3457,3861.5786
302,1071.9613,503.2785,593.8005,24921.2056,2287.634,1784.4526,8637.047,2216.849,1384.6395,1010.5084,1550.5841,3880.4507
303,1086.2938,503.1564,601.8148,24942.7873,2277.2896,1756.8589,8685.682,2175.9604,1377.9825,1020.9519,1536.8663,3919.9307
304,1092.5875,505.2985,601.2999,25095.210499999997,2259.7358,1782.8353,8704.644,2234.3354,1371.8049,1029.9456,1561.7041,3951.0195
305,1097.6396,503.4922,593.9576,25144.697500000002,2259.1008,1779.9492,8713.407,2237.906,1373.2479,1036.8652,1571.2345,3977.8975
306,1099.5885,513.2219,597.7163,25269.0893,2286.1543,1784.1444,8764.737,2251.0664,1369.0176,1033.2766,1571.9187,3998.2476
307,1105.5463,506.9823,602.9943,25418.558399999998,2260.8125,1809.6693,8804.773,2264.3306,1367.042,1034.5437,1623.7457,4038.1187
308,1097.7332,529.3477,603.556,25386.360500000003,2262.4624,1816.1394,8801.8955,2223.5825,1359.1847,1034.5459,1592.5035,4065.4097
309,1101.4312,523.0341,601.3575,25498.6359,2289.8538,1842.7653,8832.159,2220.059,1368.9023,1030.3096,1583.3364,4105.4277
310,1105.8179,517.916,614.271,25549.558100000002,2286.678,1831.0339,8860.225,2223.0015,1367.6765,1031.2876,1610.661,4100.9897
311,1131.582,517.4006,614.4576,25694.379200000003,2300.1226,1823.1719,8887.396,2266.955,1367.633,1035.246,1620.0219,4130.3926
312,1135.2046,532.9117,607.5925,25712.5452,2295.2273,1824.7871,8884.719,2276.1724,1366.1656,1035.8186,1591.7214,4162.225
313,1128.5261,528.7673,608.0198,25852.970000000005,2312.1228,1827.5403,8923.725,2287.3735,1362.0808,1035.3698,1637.1829,4202.2617
314,1145.5405,534.9307,601.7324,25962.6709,2325.8765,1845.9054,8940.374,2287.0315,1368.1201,1033.925,1658.7192,4220.5156
315,1149.1205,543.8147,614.0075,25992.5742,2317.6035,1825.8057,8960.768,2274.5337,1365.3125,1032.6405,1668.286,4240.6816
316,1159.6831,547.2191,603.6724,26032.997799999997,2307.5742,1818.8372,9014.221,2286.6558,1361.8372,1028.353,1654.4868,4250.458
317,1147.9495,547.5176,602.2969,26157.920400000003,2325.7532,1836.0305,9048.406,2302.837,1362.0166,1040.9312,1673.3339,4270.848
318,1145.0171,549.9969,613.0897,26236.2306,2364.282,1831.4004,9070.565,2303.1838,1355.8097,1031.5049,1686.2261,4285.155
319,1153.2383,547.6143,594.6842,26233.4098,2334.7861,1838.054,9070.093,2268.6016,1364.6354,1052.2622,1707.3684,4302.0723
320,1158.482,554.8084,600.3362,26394.0097,2374.5771,1858.6503,9127.807,2264.9111,1358.3154,1035.9674,1719.7432,4340.4116
321,1168.6345,545.8673,590.9575,26417.8812,2332.8252,1861.1235,9107.753,2306.3237,1359.5559,1060.8903,1738.5499,4345.4004
322,1156.6252,548.8297,600.8885,26545.209600000002,2384.9438,1846.0493,9150.274,2290.809,1372.2219,1048.0697,1757.0161,4389.4824
323,1156.6252,548.8297,600.8885,26545.209600000002,2384.9438,1846.0493,9150.274,2290.809,1372.2219,1048.0697,1757.0161,4389.4824
324,1192.2667,560.8782,612.2048,26650.7641,2369.8508,1871.777,9173.717,2287.834,1366.3169,1059.3585,1762.1602,4394.4
325,1192.592,559.0518,603.4536,26717.295499999997,2367.783,1874.0842,9176.256,2313.0242,1368.2683,1053.8271,1792.1653,4416.79
326,1197.065,567.3268,608.3702,26843.461000000003,2386.2341,1891.6366,9212.137,2314.873,1360.411,1057.2938,1787.8191,4460.2944
327,1211.6456,569.5431,598.5454,26881.8389,2366.1094,1874.2179,9223.602,2343.873,1366.8042,1059.3951,1791.6896,4476.4136
328,1191.3442,566.5606,608.6005,26929.5585,2371.1963,1860.2029,9251.878,2346.8887,1370.9304,1054.3018,1829.2366,4478.4185
329,1187.0732,574.9397,603.8434,26968.031199999998,2361.3948,1876.9318,9295.268,2333.9438,1370.836,1051.3708,1818.9141,4493.5156
330,1203.7643,577.7057,602.3777,26947.4598,2340.04,1882.2522,9277.129,2316.9023,1368.08,1052.1149,1838.9321,4488.1616
331,1205.2305,577.2383,603.2752,27053.5065,2367.0732,1875.6207,9329.775,2320.4502,1369.4717,1067.55,1813.4707,4524.351
332,1204.6702,580.7804,600.9818,27132.005400000002,2368.788,1880.7571,9325.3,2358.2983,1369.7899,1055.6664,1848.5833,4538.39
333,1212.26,572.1521,598.5046,27134.8753,2399.0098,1885.4852,9307.494,2333.3887,1369.8436,1058.054,1845.1443,4553.539
334,1211.9468,589.398,602.5018,27204.3208,2390.8655,1894.9478,9337.492,2346.4604,1368.3389,1051.4513,1849.5809,4561.3374
335,1231.9246,577.3693,606.2567,27298.9003,2383.219,1916.1069,9375.697,2344.4402,1368.5568,1052.74,1861.3823,4581.2075
336,1223.1609,593.0153,600.772,27277.649400000002,2381.8052,1908.0012,9375.225,2328.5916,1367.9647,1059.7109,1833.426,4605.9766
337,1235.2415,602.1049,613.4625,27472.610200000003,2395.7817,1935.1638,9389.364,2370.3054,1362.2454,1056.8256,1878.2101,4633.9053
338,1235.2415,602.1049,613.4625,27472.610200000003,2395.7817,1935.1638,9389.364,2370.3054,1362.2454,1056.8256,1878.2101,4633.9053
339,1234.5944,615.4666,590.7207,27477.707100000003,2387.7322,1961.8297,9407.314,2321.1172,1361.2258,1077.1635,1884.5093,4636.0337
340,1246.9434,609.2098,600.2731,27505.939400000003,2379.6543,1946.1654,9454.32,2317.3264,1355.2839,1050.113,1896.6726,4649.9775
341,1255.8813,600.0852,586.9807,27565.958099999996,2398.4148,1959.9082,9431.054,2341.3677,1361.7437,1073.2689,1894.6006,4662.653
342,1248.1569,615.0955,584.5141,27576.169199999997,2380.4082,1963.7954,9458.464,2351.025,1345.0957,1076.1012,1890.9937,4662.5195
343,1257.0662,600.8253,597.1445,27697.1014,2410.2185,1966.015,9487.204,2369.2754,1349.8683,1060.3612,1918.048,4681.075
344,1260.5219,604.4731,608.0336,27722.831,2416.3506,1932.8859,9513.025,2356.2952,1346.928,1060.4414,1911.3223,4712.554
345,1261.8392,616.9929,603.9303,27691.977,2411.4033,1937.297,9479.939,2356.2822,1335.7527,1041.1885,1929.9583,4717.3936
346,1273.2358,618.5599,604.4408,27687.585399999996,2398.2188,1895.28,9504.675,2356.8718,1339.7098,1054.3398,1929.0157,4713.238
347,1273.5712,605.8846,598.3185,27665.317300000006,2376.1035,1879.6224,9512.012,2345.6523,1333.5571,1061.4534,1950.7839,4728.3584
348,1269.2134,620.3801,595.9825,27668.001999999997,2385.9246,1887.2264,9466.828,2360.4614,1329.1973,1068.9958,1956.7178,4727.0747
349,1276.4872,617.9301,607.5704,27749.415699999998,2407.7812,1871.876,9540.623,2343.7156,1321.5181,1062.5559,1944.8348,4754.5234
350,1289.9149,618.0858,608.3371,27731.564300000002,2409.1907,1869.4103,9508.129,2327.2957,1313.6677,1078.2379,1953.8422,4755.453
351,1287.6047,638.2293,615.507,27826.028700000003,2395.588,1877.0422,9517.244,2381.0498,1320.3455,1066.6355,1952.5122,4774.2705
352,1284.1108,619.8273,611.5746,27867.6128,2411.9922,1860.3701,9563.828,2369.0566,1320.908,1071.3467,1970.3545,4784.244
353,1293.9664,616.6893,606.3167,27896.2812,2392.2437,1873.0016,9581.959,2373.002,1308.831,1075.2618,1979.6572,4795.3525
354,1295.1959,632.4739,598.1491,27909.453700000002,2372.417,1892.393,9596.33,2375.3572,1306.6053,1073.9121,1975.9712,4790.649
355,1284.2537,631.0593,596.5756,27922.8352,2400.1543,1891.4144,9594.977,2370.7168,1310.8457,1077.2239,1956.1115,4809.503
356,1298.2195,622.3407,595.4895,27929.042300000005,2390.1045,1866.6987,9608.645,2379.8865,1303.114,1070.6249,1994.7383,4799.1807
357,1290.6896,630.3906,592.2628,28000.786000000004,2393.1843,1888.6667,9601.152,2396.3867,1296.8804,1079.2192,2007.8737,4824.08
358,1314.694,626.6353,587.5807,28015.795400000003,2396.239,1875.8812,9583.678,2401.9573,1297.9587,1081.0544,2010.0133,4840.1035
359,1299.3644,628.8498,594.3589,28022.2145,2430.8486,1899.8462,9612.535,2339.7957,1290.6074,1089.5647,1986.7268,4849.717
360,1299.3877,633.6914,588.597,28049.936,2403.289,1885.5077,9628.958,2340.122,1291.9939,1104.7251,2005.8442,4867.82
361,1295.5743,633.4785,599.5999,28137.2234,2409.3835,1899.0615,9647.062,2376.7295,1290.364,1089.7268,2031.1438,4865.0996
362,1285.5586,636.2604,611.2791,28129.351000000002,2400.5103,1907.8606,9662.341,2375.2207,1287.9507,1092.2231,2002.2461,4867.9004
363,1311.2982,620.4761,605.8068,28198.2715,2386.6865,1904.745,9681.42,2392.9316,1290.5365,1092.8754,2034.6434,4876.852
364,1322.7913,617.2101,612.3797,28225.486800000006,2399.613,1908.9858,9675.861,2379.2217,1288.0573,1106.0115,2034.6874,4880.668
365,1321.0474,620.5306,596.569,28194.8751,2385.964,1930.1462,9670.959,2369.3984,1279.4062,1109.0996,2036.6377,4875.117
366,1307.0532,627.0266,596.8903,28254.4573,2385.05,1929.5779,9709.029,2385.6348,1291.7192,1091.2708,2039.6345,4891.571
367,1315.9548,622.2484,594.6773,28257.0618,2404.502,1940.6567,9686.002,2415.4084,1281.7893,1086.1013,2031.9226,4877.799
368,1315.5718,630.6884,605.5815,28309.3827,2421.5479,1925.8695,9663.286,2417.3457,1286.4304,1090.1843,2057.8005,4895.0767
369,1321.69,633.0934,587.3437,28258.3345,2395.161,1937.6351,9680.207,2405.67,1290.6716,1095.8208,2035.1313,4875.9106
370,1308.8992,634.1407,598.0967,28157.0317,2378.3018,1922.1444,9647.182,2351.8613,1279.1012,1090.961,2069.2244,4877.119
371,1312.4001,616.6798,594.7722,28130.676399999997,2386.3098,1919.5696,9637.489,2363.685,1284.7262,1088.3289,2049.4888,4877.227
372,1320.2709,617.7144,598.1258,28164.232,2363.2617,1931.477,9635.991,2369.732,1286.5598,1093.8474,2070.995,4876.257
373,1320.2544,607.3149,609.1941,28106.0386,2351.0337,1916.89,9631.803,2375.8042,1282.317,1091.086,2034.6377,4885.7036
374,1312.2217,609.1821,598.9946,28234.2448,2320.1472,1921.9348,9768.756,2357.4658,1283.5779,1097.0205,2089.4192,4875.525
375,1310.5364,624.9552,601.7109,28495.602199999998,2338.2498,1922.9861,9975.648,2394.766,1280.1808,1100.8534,2068.4602,4877.2554
376,1315.5868,625.7703,607.5169,28549.152299999998,2353.1907,1923.4277,10020.678,2382.1606,1279.842,1109.954,2048.206,4882.8193
377,1287.4795,623.2513,607.4603,28582.893999999997,2344.868,1959.7413,10037.984,2407.7612,1279.2078,1099.0498,2047.9385,4888.1523
378,1285.2253,610.6792,598.6778,28599.9332,2325.7334,1963.9678,10048.891,2404.8267,1277.498,1100.3694,2106.6826,4877.382
379,1301.1973,619.6467,598.075,28228.884899999997,2355.5022,1951.8086,9728.76,2348.8848,1287.0276,1106.6625,2046.9912,4884.329
380,1288.6492,617.5815,605.6312,28127.4574,2294.458,1971.3992,9675.195,2360.2593,1274.4631,1099.642,2057.6199,4882.559
381,1277.4924,617.2675,610.7534,28057.722500000003,2290.4778,1950.1077,9660.737,2390.3257,1255.9712,1088.3428,2059.955,4856.292
382,1279.9309,611.9865,615.9657,27915.7541,2281.3606,1952.5476,9579.344,2382.4785,1267.8965,1089.9259,2032.2639,4822.054
383,1278.6041,618.3178,601.7124,27830.404400000003,2280.8906,1953.9196,9524.156,2375.8784,1266.8737,1097.2026,2019.7418,4813.1074
384,1280.1782,615.0674,599.5493,27864.7964,2261.523,1980.3638,9531.734,2382.651,1264.4274,1087.094,2061.7737,4800.4346
385,1267.3594,607.6751,608.658,27630.9984,2277.2996,1926.9167,9370.748,2359.9858,1261.3035,1088.7479,2071.383,4790.9214
386,1267.6693,621.5668,599.4246,27494.8163,2207.9219,1949.0396,9325.436,2351.9463,1253.645,1094.0625,2051.1523,4772.952
387,1279.2234,611.1647,601.8969,27466.868599999998,2187.1853,1960.0529,9322.622,2363.8481,1256.382,1090.6409,2038.0144,4755.838
388,1264.3472,615.8645,609.067,27421.3424,2231.5957,1923.6449,9336.531,2367.4995,1231.5856,1091.1139,2002.7931,4747.3
389,1258.4359,601.3739,612.0277,27316.9633,2228.1482,1925.7863,9281.715,2315.7642,1246.9441,1089.4976,2030.0917,4727.1787
390,1255.1179,609.0029,617.3036,27225.9124,2192.129,1924.9637,9251.843,2291.3857,1245.9155,1093.4535,2029.8191,4714.9785
