,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-hydro,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-dual_fuel
902,290.0,4399.0,1284.0,3303.0,2067.0,3499.0
903,282.0,4399.0,1282.0,3284.0,2084.0,3534.0
904,282.0,4399.0,1279.0,3254.0,2097.0,3521.0
905,285.0,4399.0,1273.0,3304.0,2124.0,3451.0
906,285.0,4399.0,1273.0,3304.0,2124.0,3451.0
907,283.0,4400.0,1272.0,3310.0,2140.0,3457.0
908,282.0,4400.0,1287.0,3301.0,2145.0,3512.0
909,275.0,4400.0,1256.0,3224.0,2153.0,3557.0
910,275.0,4400.0,1256.0,3224.0,2153.0,3557.0
911,275.0,4400.0,1256.0,3224.0,2153.0,3557.0
912,278.0,4399.0,1213.0,3207.0,2152.0,3639.0
913,269.0,4398.0,1204.0,3193.0,2153.0,3648.0
914,269.0,4397.0,1211.0,3204.0,2164.0,3669.0
915,269.0,4397.0,1211.0,3204.0,2164.0,3669.0
916,264.0,4398.0,1200.0,3192.0,2179.0,3702.0
917,275.0,4397.0,1207.0,3124.0,2192.0,3736.0
918,275.0,4397.0,1207.0,3124.0,2192.0,3736.0
919,267.0,4399.0,1192.0,3130.0,2155.0,3773.0
920,270.0,4400.0,1176.0,3149.0,2155.0,3760.0
921,270.0,4400.0,1176.0,3149.0,2155.0,3760.0
922,279.0,4400.0,1162.0,3187.0,2199.0,3676.0
923,281.0,4400.0,1134.0,3182.0,2197.0,3683.0
924,281.0,4400.0,1134.0,3182.0,2197.0,3683.0
925,271.0,4400.0,1133.0,3159.0,2198.0,3698.0
926,266.0,4399.0,1124.0,3237.0,2206.0,3698.0
927,266.0,4399.0,1124.0,3237.0,2206.0,3698.0
928,266.0,4401.0,1099.0,3275.0,2212.0,3693.0
929,271.0,4402.0,1093.0,3284.0,2207.0,3754.0
930,272.0,4400.0,1073.0,3347.0,2220.0,3817.0
931,270.0,4399.0,1051.0,3333.0,2200.0,3890.0
932,273.0,4397.0,1026.0,3338.0,2212.0,3971.0
933,273.0,4397.0,1026.0,3338.0,2212.0,3971.0
934,273.0,4397.0,1026.0,3338.0,2212.0,3971.0
935,272.0,4400.0,979.0,3252.0,2228.0,3883.0
936,271.0,4399.0,964.0,3329.0,2194.0,4021.0
937,272.0,4398.0,965.0,3412.0,2195.0,4028.0
938,272.0,4398.0,965.0,3412.0,2195.0,4028.0
939,265.0,4400.0,962.0,3408.0,2227.0,4015.0
940,261.0,4400.0,958.0,3415.0,2251.0,3963.0
941,260.0,4401.0,950.0,3462.0,2352.0,3984.0
942,260.0,4401.0,950.0,3462.0,2352.0,3984.0
943,259.0,4401.0,906.0,3653.0,2381.0,4065.0
944,259.0,4401.0,906.0,3653.0,2381.0,4065.0
945,262.0,4398.0,888.0,3734.0,2368.0,4181.0
946,262.0,4398.0,888.0,3734.0,2368.0,4181.0
947,261.0,4400.0,877.0,3765.0,2418.0,4164.0
948,260.0,4399.0,857.0,3805.0,2405.0,4157.0
949,258.0,4399.0,846.0,3833.0,2412.0,4121.0
950,258.0,4400.0,825.0,3909.0,2427.0,4118.0
951,261.0,4399.0,801.0,3998.0,2440.0,4155.0
952,261.0,4399.0,801.0,3998.0,2440.0,4155.0
953,259.0,4400.0,795.0,4020.0,2417.0,4227.0
954,258.0,4400.0,793.0,4006.0,2371.0,4233.0
955,258.0,4400.0,793.0,4006.0,2371.0,4233.0
956,259.0,4398.0,770.0,4046.0,2365.0,4227.0
957,264.0,4400.0,765.0,3949.0,2377.0,4270.0
958,262.0,4399.0,755.0,3961.0,2405.0,4259.0
959,262.0,4399.0,755.0,3961.0,2405.0,4259.0
960,259.0,4400.0,735.0,4062.0,2370.0,4248.0
961,259.0,4400.0,735.0,4062.0,2370.0,4248.0
962,259.0,4401.0,743.0,4008.0,2338.0,4288.0
963,261.0,4399.0,735.0,3904.0,2303.0,4295.0
964,262.0,4400.0,719.0,3894.0,2307.0,4374.0
965,262.0,4400.0,719.0,3894.0,2307.0,4374.0
966,267.0,4400.0,701.0,3837.0,2306.0,4459.0
967,267.0,4400.0,701.0,3837.0,2306.0,4459.0
968,261.0,4399.0,678.0,3881.0,2346.0,4367.0
969,260.0,4398.0,681.0,3905.0,2349.0,4268.0
970,260.0,4398.0,681.0,3905.0,2349.0,4268.0
971,260.0,4397.0,673.0,3931.0,2350.0,4184.0
972,262.0,4397.0,673.0,3983.0,2344.0,4124.0
973,261.0,4399.0,652.0,3976.0,2342.0,4178.0
974,262.0,4399.0,648.0,3910.0,2350.0,4146.0
975,259.0,4400.0,639.0,3858.0,2353.0,4137.0
976,251.0,4402.0,637.0,3867.0,2348.0,4030.0
977,259.0,4401.0,650.0,3873.0,2343.0,3970.0
978,259.0,4401.0,650.0,3873.0,2343.0,3970.0
979,254.0,4399.0,651.0,3866.0,2341.0,3984.0
980,257.0,4399.0,646.0,3815.0,2336.0,4022.0
981,257.0,4399.0,653.0,3800.0,2334.0,3992.0
982,258.0,4401.0,636.0,3780.0,2317.0,3905.0
983,260.0,4399.0,616.0,3833.0,2316.0,3861.0
984,258.0,4401.0,603.0,3813.0,2317.0,3842.0
985,260.0,4401.0,584.0,3825.0,2324.0,3856.0
986,260.0,4401.0,584.0,3825.0,2324.0,3856.0
987,260.0,4399.0,567.0,3833.0,2332.0,3866.0
988,261.0,4401.0,560.0,3822.0,2316.0,3839.0
989,258.0,4401.0,556.0,3776.0,2317.0,3788.0
990,258.0,4401.0,556.0,3776.0,2317.0,3788.0
991,258.0,4400.0,543.0,3751.0,2342.0,3737.0
992,256.0,4401.0,537.0,3719.0,2303.0,3700.0
993,259.0,4400.0,542.0,3767.0,2230.0,3563.0
994,259.0,4400.0,542.0,3767.0,2230.0,3563.0
995,255.0,4399.0,529.0,3807.0,2206.0,3417.0
996,258.0,4401.0,536.0,3824.0,2199.0,3390.0
997,258.0,4401.0,536.0,3824.0,2199.0,3390.0
998,258.0,4401.0,541.0,3794.0,2186.0,3317.0
999,257.0,4399.0,541.0,3787.0,2190.0,3301.0
