,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-hydro,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-dual_fuel
446,263.0,4398.0,708.0,3461.0,2565.0,3348.0
447,263.0,4398.0,708.0,3461.0,2565.0,3348.0
448,261.0,4397.0,668.0,3547.0,2327.0,3207.0
449,259.0,4399.0,648.0,3575.0,2257.0,3171.0
450,259.0,4399.0,648.0,3575.0,2257.0,3171.0
451,264.0,4398.0,688.0,3466.0,2268.0,3167.0
452,264.0,4398.0,688.0,3466.0,2268.0,3167.0
453,265.0,4396.0,717.0,3403.0,2247.0,3146.0
454,263.0,4397.0,714.0,3393.0,2247.0,3107.0
455,261.0,4397.0,704.0,3337.0,2261.0,3079.0
456,263.0,4398.0,661.0,3303.0,2203.0,3035.0
457,261.0,4396.0,684.0,2957.0,1970.0,3192.0
458,261.0,4396.0,684.0,2957.0,1970.0,3192.0
459,259.0,4398.0,749.0,2781.0,1877.0,3130.0
460,261.0,4399.0,730.0,2680.0,1791.0,3090.0
461,261.0,4399.0,730.0,2680.0,1791.0,3090.0
462,260.0,4397.0,718.0,2682.0,1736.0,3090.0
463,261.0,4397.0,723.0,2712.0,1691.0,3086.0
464,262.0,4397.0,768.0,2715.0,1626.0,3077.0
465,263.0,4398.0,790.0,2624.0,1626.0,3067.0
466,264.0,4398.0,816.0,2554.0,1629.0,3067.0
467,263.0,4396.0,833.0,2524.0,1641.0,3028.0
468,263.0,4397.0,841.0,2554.0,1686.0,2989.0
469,259.0,4398.0,844.0,2555.0,1727.0,3008.0
470,262.0,4397.0,848.0,2453.0,1728.0,3032.0
471,262.0,4397.0,848.0,2453.0,1728.0,3032.0
472,264.0,4397.0,882.0,2324.0,1694.0,3055.0
473,264.0,4397.0,882.0,2324.0,1694.0,3055.0
474,262.0,4398.0,872.0,2307.0,1665.0,3058.0
475,260.0,4397.0,871.0,2336.0,1638.0,3059.0
476,257.0,4398.0,856.0,2285.0,1642.0,3042.0
477,257.0,4398.0,856.0,2285.0,1642.0,3042.0
478,259.0,4397.0,830.0,2338.0,1658.0,2978.0
479,260.0,4398.0,835.0,2345.0,1660.0,2937.0
480,262.0,4396.0,861.0,2319.0,1699.0,2930.0
481,262.0,4396.0,861.0,2319.0,1699.0,2930.0
482,259.0,4397.0,893.0,2319.0,1692.0,2866.0
483,247.0,4398.0,916.0,2333.0,1680.0,2805.0
484,249.0,4400.0,929.0,2336.0,1638.0,2778.0
485,258.0,4397.0,909.0,2342.0,1622.0,2751.0
486,251.0,4396.0,912.0,2337.0,1622.0,2742.0
487,250.0,4398.0,922.0,2379.0,1623.0,2707.0
488,254.0,4398.0,931.0,2364.0,1624.0,2730.0
489,254.0,4398.0,931.0,2364.0,1624.0,2730.0
490,252.0,4399.0,925.0,2365.0,1596.0,2849.0
491,253.0,4397.0,928.0,2392.0,1610.0,2836.0
492,251.0,4398.0,918.0,2441.0,1626.0,2822.0
493,257.0,4399.0,892.0,2479.0,1627.0,2813.0
494,257.0,4399.0,892.0,2479.0,1627.0,2813.0
495,257.0,4399.0,892.0,2479.0,1627.0,2813.0
496,255.0,4397.0,832.0,2510.0,1624.0,2786.0
497,256.0,4396.0,788.0,2556.0,1621.0,2776.0
498,256.0,4396.0,788.0,2556.0,1621.0,2776.0
499,259.0,4396.0,778.0,2577.0,1620.0,2778.0
500,257.0,4398.0,786.0,2561.0,1611.0,2778.0
501,257.0,4398.0,786.0,2561.0,1611.0,2778.0
502,251.0,4399.0,800.0,2552.0,1610.0,2769.0
503,250.0,4399.0,795.0,2544.0,1599.0,2763.0
504,252.0,4397.0,771.0,2551.0,1582.0,2796.0
505,253.0,4398.0,723.0,2599.0,1599.0,2830.0
506,255.0,4399.0,721.0,2558.0,1609.0,2863.0
507,256.0,4399.0,744.0,2564.0,1588.0,2869.0
508,258.0,4398.0,735.0,2582.0,1556.0,2868.0
509,258.0,4398.0,735.0,2582.0,1556.0,2868.0
510,261.0,4398.0,708.0,2656.0,1552.0,2815.0
511,257.0,4399.0,711.0,2678.0,1554.0,2810.0
512,257.0,4399.0,711.0,2678.0,1554.0,2810.0
513,257.0,4397.0,668.0,2720.0,1593.0,2841.0
514,259.0,4396.0,647.0,2695.0,1617.0,2861.0
515,259.0,4396.0,647.0,2695.0,1617.0,2861.0
516,260.0,4399.0,616.0,2757.0,1575.0,2838.0
517,257.0,4399.0,626.0,2776.0,1575.0,2858.0
518,258.0,4398.0,631.0,2775.0,1606.0,2888.0
519,258.0,4398.0,617.0,2758.0,1668.0,2921.0
520,258.0,4398.0,617.0,2758.0,1668.0,2921.0
521,259.0,4399.0,614.0,2721.0,1670.0,3039.0
522,259.0,4399.0,614.0,2721.0,1670.0,3039.0
523,256.0,4399.0,655.0,2738.0,1670.0,3010.0
524,256.0,4398.0,668.0,2792.0,1679.0,2968.0
525,253.0,4398.0,685.0,2770.0,1677.0,2944.0
526,253.0,4398.0,685.0,2770.0,1677.0,2944.0
527,248.0,4398.0,681.0,2714.0,1676.0,2915.0
528,255.0,4397.0,668.0,2739.0,1679.0,3019.0
529,256.0,4398.0,648.0,2653.0,1703.0,3118.0
530,258.0,4397.0,632.0,2596.0,1672.0,3119.0
531,258.0,4397.0,632.0,2596.0,1672.0,3119.0
532,250.0,4398.0,562.0,2679.0,1634.0,2983.0
533,248.0,4399.0,530.0,2772.0,1671.0,2986.0
534,248.0,4398.0,463.0,2809.0,1747.0,3025.0
535,248.0,4398.0,463.0,2809.0,1747.0,3025.0
536,258.0,4397.0,464.0,2822.0,1806.0,3047.0
537,254.0,4398.0,475.0,2835.0,1859.0,3061.0
538,254.0,4398.0,475.0,2835.0,1859.0,3061.0
539,252.0,4398.0,485.0,2868.0,1914.0,3066.0
540,260.0,4398.0,487.0,3030.0,2075.0,2993.0
541,258.0,4396.0,458.0,3128.0,2105.0,3079.0
542,261.0,4399.0,445.0,3262.0,2167.0,3033.0
543,260.0,4399.0,425.0,3272.0,2209.0,3025.0
544,258.0,4399.0,403.0,3311.0,2277.0,3032.0
545,259.0,4399.0,411.0,3302.0,2339.0,3029.0
546,257.0,4400.0,389.0,3260.0,2384.0,3032.0
547,257.0,4400.0,389.0,3260.0,2384.0,3032.0
548,256.0,4398.0,449.0,3200.0,2476.0,2985.0
549,256.0,4398.0,449.0,3200.0,2476.0,2985.0
550,256.0,4398.0,449.0,3200.0,2476.0,2985.0
551,256.0,4398.0,449.0,3200.0,2476.0,2985.0
552,259.0,4398.0,465.0,3327.0,2584.0,3018.0
553,257.0,4398.0,468.0,3376.0,2609.0,3099.0
554,257.0,4398.0,468.0,3376.0,2609.0,3099.0
555,261.0,4400.0,493.0,3399.0,2624.0,3213.0
556,258.0,4399.0,495.0,3431.0,2643.0,3247.0
557,259.0,4398.0,481.0,3446.0,2673.0,3220.0
558,258.0,4398.0,458.0,3474.0,2661.0,3217.0
559,261.0,4399.0,446.0,3485.0,2698.0,3220.0
560,261.0,4399.0,446.0,3485.0,2698.0,3220.0
561,261.0,4398.0,423.0,3500.0,2880.0,3216.0
562,261.0,4398.0,423.0,3500.0,2880.0,3216.0
563,262.0,4399.0,412.0,3525.0,2942.0,3270.0
564,262.0,4398.0,419.0,3453.0,2912.0,3318.0
565,262.0,4398.0,419.0,3453.0,2912.0,3318.0
566,262.0,4398.0,419.0,3453.0,2912.0,3318.0
567,261.0,4399.0,406.0,3365.0,3003.0,3326.0
568,259.0,4399.0,386.0,3398.0,3001.0,3330.0
569,259.0,4399.0,386.0,3398.0,3001.0,3330.0
570,260.0,4399.0,361.0,3433.0,2975.0,3332.0
571,270.0,4396.0,344.0,3450.0,2972.0,3329.0
572,266.0,4398.0,326.0,3448.0,2977.0,3329.0
573,262.0,4398.0,302.0,3478.0,3000.0,3342.0
574,266.0,4399.0,269.0,3487.0,3075.0,3349.0
575,261.0,4400.0,238.0,3475.0,3150.0,3337.0
576,256.0,4398.0,214.0,3495.0,3246.0,3304.0
577,256.0,4398.0,214.0,3495.0,3246.0,3304.0
578,260.0,4400.0,198.0,3576.0,3344.0,3320.0
579,260.0,4399.0,167.0,3586.0,3377.0,3296.0
580,261.0,4399.0,154.0,3583.0,3407.0,3295.0
581,260.0,4400.0,135.0,3583.0,3405.0,3307.0
582,261.0,4399.0,114.0,3594.0,3417.0,3315.0
583,260.0,4398.0,95.0,3600.0,3435.0,3317.0
584,260.0,4398.0,95.0,3600.0,3435.0,3317.0
585,264.0,4399.0,89.0,3587.0,3464.0,3351.0
586,264.0,4397.0,90.0,3552.0,3497.0,3356.0
587,264.0,4397.0,90.0,3552.0,3497.0,3356.0
588,259.0,4399.0,89.0,3526.0,3470.0,3343.0
589,259.0,4399.0,89.0,3526.0,3470.0,3343.0
590,259.0,4399.0,89.0,3526.0,3470.0,3343.0
591,261.0,4398.0,93.0,3393.0,3447.0,3399.0
592,264.0,4397.0,97.0,3396.0,3446.0,3391.0
593,264.0,4397.0,97.0,3396.0,3446.0,3391.0
594,263.0,4398.0,110.0,3400.0,3437.0,3376.0
595,267.0,4399.0,126.0,3382.0,3438.0,3336.0
596,267.0,4399.0,126.0,3382.0,3438.0,3336.0
597,266.0,4397.0,128.0,3392.0,3448.0,3309.0
598,265.0,4398.0,128.0,3395.0,3441.0,3315.0
599,264.0,4397.0,133.0,3418.0,3433.0,3287.0
600,266.0,4397.0,148.0,3457.0,3436.0,3282.0
601,264.0,4397.0,158.0,3484.0,3432.0,3279.0
602,264.0,4397.0,158.0,3484.0,3432.0,3279.0
603,271.0,4397.0,170.0,3500.0,3436.0,3283.0
604,271.0,4397.0,170.0,3500.0,3436.0,3283.0
605,269.0,4398.0,200.0,3517.0,3439.0,3303.0
606,265.0,4396.0,208.0,3464.0,3426.0,3320.0
607,265.0,4399.0,218.0,3426.0,3413.0,3332.0
608,265.0,4399.0,218.0,3426.0,3413.0,3332.0
609,261.0,4397.0,233.0,3393.0,3399.0,3355.0
610,259.0,4398.0,235.0,3377.0,3381.0,3326.0
611,261.0,4397.0,236.0,3395.0,3381.0,3324.0
612,258.0,4397.0,235.0,3388.0,3389.0,3308.0
613,258.0,4397.0,235.0,3388.0,3389.0,3308.0
614,259.0,4398.0,254.0,3416.0,3408.0,3283.0
615,261.0,4397.0,261.0,3388.0,3391.0,3288.0
616,260.0,4398.0,276.0,3384.0,3360.0,3283.0
617,259.0,4397.0,275.0,3395.0,3327.0,3283.0
618,267.0,4399.0,276.0,3405.0,3307.0,3272.0
619,267.0,4399.0,276.0,3405.0,3307.0,3272.0
620,257.0,4396.0,319.0,3420.0,3306.0,3265.0
621,264.0,4398.0,323.0,3409.0,3304.0,3256.0
622,266.0,4399.0,339.0,3417.0,3302.0,3246.0
623,264.0,4397.0,353.0,3423.0,3308.0,3250.0
624,262.0,4397.0,381.0,3455.0,3307.0,3260.0
625,261.0,4397.0,403.0,3471.0,3286.0,3271.0
626,261.0,4397.0,403.0,3471.0,3286.0,3271.0
627,260.0,4397.0,407.0,3465.0,3291.0,3266.0
628,273.0,4397.0,419.0,3454.0,3283.0,3282.0
629,266.0,4397.0,445.0,3413.0,3287.0,3290.0
630,265.0,4396.0,468.0,3448.0,3297.0,3294.0
631,265.0,4396.0,468.0,3448.0,3297.0,3294.0
632,266.0,4396.0,471.0,3437.0,3284.0,3293.0
633,266.0,4396.0,471.0,3437.0,3284.0,3293.0
634,273.0,4397.0,490.0,3372.0,3269.0,3301.0
635,275.0,4396.0,461.0,3487.0,3287.0,3268.0
636,272.0,4396.0,453.0,3527.0,3309.0,3284.0
637,272.0,4396.0,453.0,3527.0,3309.0,3284.0
638,266.0,4398.0,418.0,3515.0,3420.0,3316.0
639,266.0,4397.0,422.0,3464.0,3467.0,3326.0
640,270.0,4396.0,414.0,3422.0,3468.0,3326.0
641,270.0,4396.0,414.0,3422.0,3468.0,3326.0
642,267.0,4398.0,407.0,3470.0,3466.0,3323.0
643,266.0,4396.0,399.0,3546.0,3440.0,3315.0
644,262.0,4396.0,404.0,3556.0,3417.0,3359.0
645,259.0,4397.0,402.0,3521.0,3410.0,3383.0
646,263.0,4398.0,407.0,3549.0,3458.0,3390.0
647,262.0,4395.0,407.0,3561.0,3438.0,3440.0
648,262.0,4395.0,407.0,3561.0,3438.0,3440.0
649,261.0,4395.0,412.0,3527.0,3393.0,3583.0
650,260.0,4395.0,420.0,3584.0,3408.0,3622.0
651,260.0,4395.0,420.0,3584.0,3408.0,3622.0
652,263.0,4394.0,423.0,3608.0,3406.0,3655.0
653,263.0,4394.0,423.0,3608.0,3406.0,3655.0
654,267.0,4397.0,438.0,3651.0,3440.0,3767.0
655,266.0,4395.0,462.0,3612.0,3513.0,3797.0
656,266.0,4395.0,462.0,3612.0,3513.0,3797.0
657,267.0,4396.0,487.0,3574.0,3564.0,3811.0
658,266.0,4396.0,511.0,3659.0,3626.0,3843.0
659,266.0,4396.0,511.0,3659.0,3626.0,3843.0
660,268.0,4396.0,496.0,3710.0,3522.0,3883.0
661,268.0,4396.0,496.0,3710.0,3522.0,3883.0
662,270.0,4396.0,511.0,3703.0,3483.0,3918.0
663,270.0,4395.0,538.0,3750.0,3542.0,3930.0
664,267.0,4396.0,543.0,3773.0,3669.0,3937.0
665,267.0,4396.0,543.0,3773.0,3669.0,3937.0
666,268.0,4397.0,561.0,3777.0,3827.0,3985.0
667,262.0,4397.0,550.0,3747.0,3888.0,3977.0
668,262.0,4397.0,550.0,3747.0,3888.0,3977.0
669,267.0,4397.0,547.0,3725.0,3853.0,3983.0
670,264.0,4397.0,584.0,3721.0,3790.0,3978.0
671,264.0,4397.0,584.0,3721.0,3790.0,3978.0
672,266.0,4395.0,622.0,3690.0,3787.0,3979.0
673,262.0,4395.0,636.0,3749.0,3853.0,3979.0
674,266.0,4395.0,651.0,3748.0,3827.0,3980.0
675,265.0,4397.0,663.0,3738.0,3807.0,3981.0
676,265.0,4397.0,663.0,3738.0,3807.0,3981.0
677,266.0,4398.0,678.0,3706.0,3767.0,3981.0
678,266.0,4398.0,678.0,3706.0,3767.0,3981.0
679,261.0,4397.0,681.0,3726.0,3743.0,3979.0
680,260.0,4396.0,682.0,3732.0,3689.0,3961.0
681,264.0,4395.0,681.0,3738.0,3634.0,3945.0
682,265.0,4395.0,691.0,3751.0,3640.0,3896.0
683,264.0,4396.0,699.0,3741.0,3680.0,3860.0
684,264.0,4396.0,699.0,3741.0,3680.0,3860.0
685,262.0,4397.0,738.0,3652.0,3736.0,3843.0
686,263.0,4397.0,742.0,3651.0,3710.0,3825.0
687,263.0,4397.0,751.0,3596.0,3692.0,3807.0
688,268.0,4396.0,749.0,3629.0,3674.0,3773.0
689,264.0,4397.0,763.0,3631.0,3617.0,3764.0
690,266.0,4398.0,790.0,3643.0,3571.0,3775.0
691,267.0,4396.0,814.0,3598.0,3510.0,3785.0
692,259.0,4397.0,839.0,3623.0,3460.0,3763.0
693,260.0,4397.0,850.0,3641.0,3413.0,3764.0
694,267.0,4397.0,858.0,3632.0,3377.0,3767.0
695,267.0,4397.0,858.0,3632.0,3377.0,3767.0
696,267.0,4397.0,870.0,3626.0,3362.0,3742.0
697,260.0,4398.0,902.0,3604.0,3376.0,3696.0
698,260.0,4398.0,902.0,3604.0,3376.0,3696.0
699,256.0,4397.0,922.0,3559.0,3354.0,3719.0
700,262.0,4396.0,961.0,3537.0,3349.0,3728.0
701,269.0,4395.0,970.0,3481.0,3310.0,3729.0
702,266.0,4396.0,986.0,3465.0,3276.0,3732.0
703,264.0,4396.0,985.0,3426.0,3256.0,3731.0
704,262.0,4397.0,997.0,3449.0,3176.0,3687.0
705,262.0,4397.0,997.0,3449.0,3176.0,3687.0
706,262.0,4397.0,997.0,3449.0,3176.0,3687.0
707,269.0,4398.0,1012.0,3374.0,3091.0,3634.0
708,269.0,4398.0,1012.0,3374.0,3091.0,3634.0
709,269.0,4397.0,1008.0,3355.0,2906.0,3430.0
710,269.0,4397.0,1008.0,3355.0,2906.0,3430.0
711,261.0,4397.0,1028.0,3425.0,2878.0,3444.0
712,261.0,4397.0,1028.0,3425.0,2878.0,3444.0
713,264.0,4396.0,1064.0,3271.0,2856.0,3515.0
714,264.0,4396.0,1064.0,3271.0,2856.0,3515.0
715,268.0,4396.0,1052.0,3294.0,2800.0,3400.0
716,268.0,4395.0,1050.0,3276.0,2765.0,3410.0
717,268.0,4395.0,1050.0,3276.0,2765.0,3410.0
718,271.0,4394.0,1042.0,3209.0,2710.0,3471.0
719,266.0,4395.0,1059.0,3119.0,2665.0,3516.0
720,266.0,4395.0,1059.0,3119.0,2665.0,3516.0
721,269.0,4370.0,1045.0,2937.0,2561.0,3523.0
722,263.0,4350.0,1048.0,3039.0,2460.0,3427.0
723,269.0,4339.0,1053.0,3100.0,2292.0,3398.0
724,270.0,4332.0,1062.0,3025.0,2174.0,3404.0
725,265.0,4336.0,1073.0,2883.0,2144.0,3501.0
726,261.0,4347.0,1077.0,2840.0,2129.0,3455.0
727,261.0,4342.0,1076.0,2751.0,2131.0,3455.0
728,263.0,4334.0,1066.0,2713.0,2131.0,3357.0
729,263.0,4334.0,1066.0,2713.0,2131.0,3357.0
730,262.0,4339.0,1080.0,2804.0,2131.0,3105.0
731,262.0,4339.0,1080.0,2804.0,2131.0,3105.0
732,258.0,4347.0,1093.0,2807.0,2118.0,3087.0
733,255.0,4347.0,1118.0,2901.0,2085.0,3012.0
734,255.0,4347.0,1118.0,2901.0,2085.0,3012.0
735,265.0,4347.0,1125.0,3002.0,1984.0,2853.0
736,265.0,4346.0,1049.0,2921.0,1989.0,2805.0
737,265.0,4348.0,1095.0,2806.0,2002.0,2947.0
738,263.0,4349.0,1093.0,2756.0,2026.0,3007.0
739,263.0,4349.0,1093.0,2756.0,2026.0,3007.0
740,262.0,4352.0,1105.0,2484.0,2017.0,3001.0
741,254.0,4351.0,1129.0,2526.0,1993.0,2936.0
742,256.0,4353.0,1090.0,2280.0,1871.0,2836.0
743,260.0,4353.0,1083.0,2188.0,1819.0,2671.0
744,255.0,4355.0,1105.0,2046.0,1755.0,2778.0
745,259.0,4357.0,1086.0,1935.0,1713.0,2884.0
746,260.0,4357.0,1037.0,1915.0,1723.0,2996.0
747,257.0,4358.0,985.0,1889.0,1727.0,3105.0
748,257.0,4358.0,985.0,1889.0,1727.0,3105.0
749,259.0,4358.0,958.0,1775.0,1731.0,3178.0
750,261.0,4360.0,914.0,1755.0,1726.0,3171.0
751,261.0,4360.0,914.0,1755.0,1726.0,3171.0
752,262.0,4361.0,1102.0,1766.0,1701.0,3074.0
753,262.0,4361.0,1102.0,1766.0,1701.0,3074.0
754,259.0,4361.0,1164.0,1917.0,1708.0,3052.0
755,262.0,4361.0,1195.0,2066.0,1729.0,3038.0
756,261.0,4363.0,1209.0,2061.0,1712.0,2926.0
757,261.0,4363.0,1209.0,2061.0,1712.0,2926.0
758,257.0,4365.0,1223.0,2222.0,1698.0,2897.0
759,261.0,4367.0,1227.0,2215.0,1695.0,2884.0
760,259.0,4366.0,1233.0,2174.0,1694.0,2872.0
761,259.0,4366.0,1233.0,2174.0,1694.0,2872.0
762,259.0,4368.0,1238.0,2120.0,1695.0,2830.0
763,257.0,4368.0,1233.0,2067.0,1694.0,2849.0
764,261.0,4370.0,1226.0,1975.0,1695.0,2868.0
765,261.0,4370.0,1226.0,1975.0,1695.0,2868.0
766,262.0,4373.0,1240.0,2095.0,1685.0,2854.0
767,262.0,4373.0,1240.0,2095.0,1685.0,2854.0
768,259.0,4371.0,1247.0,2209.0,1656.0,2794.0
769,254.0,4372.0,1252.0,2111.0,1632.0,2715.0
770,257.0,4374.0,1280.0,2095.0,1632.0,2688.0
771,257.0,4374.0,1280.0,2095.0,1632.0,2688.0
772,259.0,4374.0,1291.0,2059.0,1631.0,2675.0
773,259.0,4374.0,1291.0,2059.0,1631.0,2675.0
774,259.0,4376.0,1310.0,2006.0,1632.0,2653.0
775,261.0,4378.0,1323.0,1979.0,1626.0,2651.0
776,257.0,4378.0,1317.0,1990.0,1597.0,2655.0
777,256.0,4379.0,1311.0,1978.0,1553.0,2674.0
778,260.0,4379.0,1300.0,2049.0,1540.0,2644.0
779,260.0,4379.0,1300.0,2049.0,1540.0,2644.0
780,260.0,4379.0,1300.0,2049.0,1540.0,2644.0
781,256.0,4381.0,1267.0,2096.0,1539.0,2608.0
782,256.0,4381.0,1270.0,2111.0,1538.0,2581.0
783,256.0,4381.0,1270.0,2111.0,1538.0,2581.0
784,266.0,4382.0,1285.0,2117.0,1539.0,2534.0
785,259.0,4382.0,1313.0,2089.0,1540.0,2550.0
786,260.0,4382.0,1307.0,2115.0,1540.0,2505.0
787,260.0,4382.0,1307.0,2115.0,1540.0,2505.0
788,258.0,4383.0,1318.0,2051.0,1507.0,2519.0
789,259.0,4386.0,1336.0,2026.0,1439.0,2617.0
790,259.0,4386.0,1336.0,2026.0,1439.0,2617.0
791,259.0,4385.0,1335.0,2063.0,1419.0,2642.0
792,256.0,4387.0,1383.0,2036.0,1445.0,2735.0
793,256.0,4387.0,1383.0,2036.0,1445.0,2735.0
794,255.0,4390.0,1384.0,1965.0,1456.0,2768.0
795,257.0,4388.0,1371.0,1948.0,1449.0,2764.0
796,257.0,4388.0,1371.0,1948.0,1449.0,2764.0
797,258.0,4390.0,1377.0,2081.0,1420.0,2697.0
798,260.0,4392.0,1379.0,2121.0,1421.0,2663.0
799,262.0,4391.0,1382.0,2089.0,1421.0,2665.0
800,262.0,4391.0,1382.0,2089.0,1421.0,2665.0
801,262.0,4391.0,1382.0,2089.0,1421.0,2665.0
802,257.0,4394.0,1371.0,2251.0,1454.0,2649.0
803,262.0,4396.0,1386.0,2247.0,1453.0,2670.0
804,262.0,4396.0,1386.0,2247.0,1453.0,2670.0
805,262.0,4396.0,1386.0,2247.0,1453.0,2670.0
806,260.0,4394.0,1400.0,2177.0,1487.0,2782.0
807,262.0,4396.0,1396.0,2073.0,1563.0,2829.0
808,265.0,4398.0,1405.0,2099.0,1578.0,2841.0
809,261.0,4398.0,1401.0,2135.0,1590.0,2868.0
810,261.0,4398.0,1401.0,2135.0,1590.0,2868.0
811,262.0,4399.0,1395.0,2052.0,1641.0,2915.0
812,261.0,4399.0,1383.0,2051.0,1655.0,3003.0
813,261.0,4399.0,1383.0,2051.0,1655.0,3003.0
814,253.0,4401.0,1348.0,1906.0,1640.0,3050.0
815,253.0,4401.0,1348.0,1906.0,1640.0,3050.0
816,263.0,4401.0,1343.0,1765.0,1641.0,3136.0
817,261.0,4399.0,1353.0,1809.0,1642.0,3138.0
818,259.0,4400.0,1367.0,1810.0,1659.0,3150.0
819,260.0,4402.0,1358.0,1797.0,1669.0,3146.0
820,260.0,4402.0,1358.0,1797.0,1669.0,3146.0
821,260.0,4402.0,1358.0,1797.0,1669.0,3146.0
822,259.0,4397.0,1369.0,1874.0,1720.0,3116.0
823,256.0,4398.0,1379.0,1933.0,1785.0,3049.0
824,256.0,4398.0,1379.0,1933.0,1785.0,3049.0
825,256.0,4398.0,1379.0,1933.0,1785.0,3049.0
826,260.0,4397.0,1361.0,2177.0,1892.0,3185.0
827,260.0,4397.0,1361.0,2177.0,1892.0,3185.0
828,256.0,4396.0,1395.0,2125.0,1963.0,3262.0
829,259.0,4397.0,1408.0,2103.0,1977.0,3290.0
830,262.0,4399.0,1408.0,2119.0,1967.0,3342.0
831,262.0,4399.0,1408.0,2119.0,1967.0,3342.0
832,263.0,4400.0,1410.0,2117.0,1928.0,3333.0
833,258.0,4399.0,1394.0,2216.0,1866.0,3357.0
834,258.0,4399.0,1394.0,2216.0,1866.0,3357.0
835,259.0,4399.0,1416.0,2297.0,1870.0,3308.0
836,259.0,4399.0,1416.0,2297.0,1870.0,3308.0
837,265.0,4400.0,1406.0,2444.0,1938.0,3134.0
838,261.0,4400.0,1393.0,2468.0,1993.0,3033.0
839,269.0,4400.0,1385.0,2467.0,2000.0,3037.0
840,269.0,4400.0,1385.0,2467.0,2000.0,3037.0
841,271.0,4400.0,1375.0,2700.0,1999.0,2992.0
842,271.0,4400.0,1375.0,2700.0,1999.0,2992.0
843,269.0,4401.0,1384.0,2684.0,2000.0,3090.0
844,269.0,4401.0,1384.0,2684.0,2000.0,3090.0
845,264.0,4401.0,1396.0,2648.0,2003.0,3134.0
846,268.0,4402.0,1406.0,2679.0,1997.0,3137.0
847,272.0,4401.0,1400.0,2682.0,2003.0,3121.0
848,272.0,4401.0,1400.0,2682.0,2003.0,3121.0
849,276.0,4399.0,1399.0,2772.0,1990.0,2951.0
850,276.0,4399.0,1399.0,2772.0,1990.0,2951.0
851,279.0,4400.0,1405.0,2743.0,2004.0,2968.0
852,279.0,4400.0,1405.0,2743.0,2004.0,2968.0
853,282.0,4399.0,1400.0,2771.0,2008.0,3001.0
854,277.0,4399.0,1426.0,2850.0,1995.0,3009.0
855,276.0,4399.0,1439.0,2896.0,2002.0,2968.0
856,276.0,4399.0,1439.0,2896.0,2002.0,2968.0
857,278.0,4399.0,1429.0,2988.0,1943.0,2934.0
858,282.0,4399.0,1431.0,3076.0,1978.0,2931.0
859,282.0,4399.0,1431.0,3076.0,1978.0,2931.0
860,279.0,4401.0,1450.0,3053.0,2009.0,2970.0
861,282.0,4397.0,1451.0,3087.0,2018.0,3064.0
862,288.0,4398.0,1448.0,3042.0,2019.0,3209.0
863,285.0,4399.0,1449.0,3032.0,2017.0,3281.0
864,286.0,4401.0,1451.0,3112.0,1999.0,3273.0
865,286.0,4401.0,1439.0,3200.0,1985.0,3220.0
866,285.0,4401.0,1439.0,3179.0,1984.0,3218.0
867,285.0,4401.0,1439.0,3179.0,1984.0,3218.0
868,285.0,4401.0,1446.0,3158.0,1989.0,3222.0
869,288.0,4400.0,1430.0,3166.0,2006.0,3257.0
870,288.0,4400.0,1430.0,3166.0,2006.0,3257.0
871,285.0,4400.0,1431.0,3060.0,2013.0,3335.0
872,288.0,4401.0,1429.0,3062.0,2015.0,3386.0
873,285.0,4400.0,1430.0,2919.0,2016.0,3324.0
874,287.0,4400.0,1427.0,2792.0,2015.0,3275.0
875,287.0,4400.0,1427.0,2792.0,2015.0,3275.0
876,286.0,4399.0,1417.0,2808.0,1955.0,3233.0
877,286.0,4399.0,1417.0,2808.0,1955.0,3233.0
878,283.0,4401.0,1404.0,2944.0,1927.0,3102.0
879,283.0,4399.0,1396.0,2991.0,1975.0,3030.0
880,283.0,4399.0,1396.0,2991.0,1975.0,3030.0
881,283.0,4399.0,1396.0,2991.0,1975.0,3030.0
882,281.0,4399.0,1401.0,3139.0,1979.0,3004.0
883,284.0,4400.0,1426.0,3135.0,1979.0,2966.0
884,292.0,4398.0,1439.0,3137.0,1980.0,3020.0
885,289.0,4399.0,1448.0,3236.0,1977.0,3121.0
886,284.0,4400.0,1453.0,3269.0,1986.0,3258.0
887,284.0,4400.0,1453.0,3269.0,1986.0,3258.0
888,288.0,4401.0,1446.0,3188.0,2003.0,3357.0
889,288.0,4401.0,1446.0,3188.0,2003.0,3357.0
890,285.0,4401.0,1459.0,3047.0,2011.0,3434.0
891,285.0,4401.0,1459.0,3047.0,2011.0,3434.0
892,291.0,4398.0,1433.0,3130.0,1976.0,3441.0
893,287.0,4401.0,1402.0,3199.0,1977.0,3399.0
894,287.0,4401.0,1402.0,3199.0,1977.0,3399.0
895,284.0,4400.0,1360.0,3307.0,1957.0,3294.0
896,289.0,4400.0,1325.0,3312.0,1966.0,3314.0
897,285.0,4400.0,1309.0,3267.0,2004.0,3395.0
898,285.0,4400.0,1309.0,3267.0,2004.0,3395.0
899,288.0,4399.0,1290.0,3301.0,2044.0,3514.0
900,288.0,4399.0,1290.0,3301.0,2044.0,3514.0
901,290.0,4401.0,1294.0,3255.0,2060.0,3495.0
