,c5_iota,c5_ripple,c5_ethereum,c5_bitcoin,c5_cardano
0,-0.7522259563318414,-1.0969627539955695,-0.5039421736109944,-1.222565210202447,0.0
1,-10.534152811304637,-4.22047894263568,-3.5822840601440475,-5.959528023466191,-6.968669316093326
2,5.86286119445964,0.4009961642521489,-0.5492663971926959,0.05859947262069909,0.0
3,-7.010158652841426,1.2501959766391337,-1.4416367018693563,-0.1465051206159842,-7.017572658646543
4,6.50954465405357,0.24834680177940527,-3.137213232637805,0.029302741273568245,0.0
5,3.742054567983331,2.143752446476583,0.5387556612768094,1.8735916953628475,7.017572658646543
6,-0.19252328828190457,-0.36498516057105235,-0.1346617061071811,-0.351031157621037,0.0
7,-0.6012869129978355,-0.17728365431037219,-1.3693659802720504,-1.2295803411070665,-7.017572658646543
8,-0.44415096222599004,-0.3486493629637266,-0.31326140179589856,-0.4395024902623845,0.0
9,-0.0775704010543734,-0.39237588609472596,-0.3743019964394989,-0.43969573763752123,0.0
10,-1.2819579721038963,-0.10977253787837071,0.3003231761067582,-0.08796235217050707,0.0
11,-0.020006861177108703,-0.6423356567452743,-0.6355729512124526,-0.6159532070341811,0.0
12,2.932027871772533,1.6058173721432354,4.518583815350212,3.105228649372293,0.0
13,0.1865596124970068,0.06760426269977415,0.3034033206931781,0.17547964481127565,0.0
14,-0.8098506444319469,-0.03905968320083275,0.7451145525092215,0.05848637269264145,0.0
15,2.285846637985969,3.6499893563051273,1.0560714262483089,0.46776787872295245,7.017572658646543
16,0.20733242314105382,-0.1991010519263341,0.043257834001451556,-0.17538731410058972,0.0
17,-1.2282220687862377,-1.4323001049276627,-2.637821105257899,-2.224239261686307,-7.017572658646543
18,-3.63018595389633,-7.959869584669093,-4.464166993348954,-3.110513688159699,0.0
19,-1.172932252793828,-0.6500604180377536,-0.6580510161620623,-0.7350239213665191,0.0
20,0.2038309623931127,0.5956529605755918,0.126414259696503,0.5880623515531624,0.0
21,2.091284041623055,0.8414730352725428,1.4112668460165878,1.5566948350915482,0.0
22,0.8096828636232658,0.38801736449306645,-0.5093944194313735,-1.3509546841742122,-7.067167223092497
23,-3.935868399091106,0.5447819158490006,0.7008944308972787,0.9106264857819042,0.0
24,2.901614526876358,1.2890903296377019,3.0633617928288004,1.5256428261400288,7.067167223092497
25,4.6925586011892335,4.513024300294319,2.0283806786355854,1.2891130344924022,0.0
26,6.37000561458035,-0.3735578124147878,-0.21651114034466445,-0.8494559599221247,0.0
27,-2.3927425770503703,-1.011857129248142,-0.7494904465884247,-1.0555019011426339,-7.067167223092497
28,0.06877663275807322,-0.20279481365435004,0.04333844727716496,0.17599436863383744,0.0
29,-3.2703710559775345,1.0375757996985158,1.519990765638795,1.143209023950476,7.067167223092497
30,0.7458525451649507,-0.10956280698877663,0.14711290942341293,-0.20509515022058622,0.0
31,-1.485239683096296,-0.6275908974095614,-0.5582784396356146,-0.527580761401623,0.0
32,2.184993396016182,-1.7015805351416589,-1.8675193641947772,-1.7899853657636413,0.0
33,-8.853590976593068,-1.5146157262834095,-1.7450117506523384,-1.940321055613822,-7.067167223092497
34,-0.9347331828944618,0.5046248597917611,0.0,0.2648110294558137,0.0
35,-6.371867134043072,-5.06985329867166,-2.0832389493079972,-1.9141016194917029,0.0
36,0.45088980305362725,0.8018955423700618,-0.00435368463240593,0.4420410580769385,0.0
37,-0.6218064388808102,2.7638762583923153,-0.4703095420172758,-0.5599516819602286,0.0
38,4.702591889567003,-1.033671367972829,-1.0808079218923012,-1.3864922497832595,0.0
39,0.6566725129176518,0.7138755518573134,0.6799993287677353,0.3246705360506894,0.0
40,0.011806709989514275,-0.054315109118874716,0.46178712434539193,0.05901968307989591,0.0
41,-3.478375449253548,0.12069623638541316,6.20035853799709,3.240729937582728,7.067167223092497
42,0.1777009061498802,0.16593354248846026,-0.19047454192150326,-0.44129978209821275,0.0
