,hospital-er-wait-minutes-columbus_midtown,hospital-er-wait-minutes-columbus_northside,hospital-er-wait-minutes-columbus_midtown_peds
974,910.0,45.0,0.0
975,998.0,49.0,4.0
976,998.0,49.0,4.0
977,805.0,51.0,4.0
978,805.0,51.0,4.0
979,951.0,53.0,0.0
980,951.0,53.0,0.0
981,1048.0,78.0,0.0
982,1048.0,78.0,0.0
983,1159.0,103.0,7.0
984,1159.0,103.0,7.0
985,92.0,71.0,9.0
986,92.0,71.0,9.0
987,62.0,22.0,11.0
988,62.0,22.0,11.0
989,85.0,26.0,9.0
990,85.0,26.0,9.0
991,108.0,23.0,8.0
992,108.0,23.0,8.0
993,121.0,24.0,8.0
994,121.0,24.0,8.0
995,155.0,29.0,9.0
996,155.0,29.0,9.0
997,119.0,41.0,9.0
998,119.0,41.0,9.0
999,127.0,51.0,11.0
