,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-other_fossil_fuels,electricity-fueltype-nyiso-hydro,electricity-fueltype-nyiso-dual_fuel,electricity-fueltype-nyiso-nuclear
791,244.0,2567.0,154.0,2.0,2736.0,3394.0,3291.0
792,245.0,2576.0,144.0,2.0,2724.0,3394.0,3289.0
793,242.0,2604.0,137.0,2.0,2693.0,3389.0,3288.0
794,243.0,2625.0,124.0,2.0,2720.0,3389.0,3287.0
795,243.0,2625.0,124.0,2.0,2720.0,3389.0,3287.0
796,241.0,2658.0,94.0,2.0,2726.0,3384.0,3289.0
797,240.0,2677.0,82.0,2.0,2718.0,3397.0,3288.0
798,241.0,2694.0,70.0,2.0,2732.0,3425.0,3289.0
799,242.0,2738.0,69.0,2.0,2675.0,3474.0,3290.0
800,240.0,2827.0,67.0,2.0,2602.0,3505.0,3288.0
801,240.0,2842.0,69.0,2.0,2675.0,3471.0,3287.0
802,240.0,2801.0,77.0,2.0,2703.0,3473.0,3289.0
803,243.0,2777.0,85.0,2.0,2730.0,3466.0,3288.0
804,241.0,2802.0,86.0,2.0,2702.0,3467.0,3289.0
805,240.0,2843.0,81.0,2.0,2733.0,3470.0,3292.0
806,239.0,2941.0,72.0,9.0,2783.0,3469.0,3290.0
807,236.0,2979.0,62.0,46.0,2714.0,3503.0,3292.0
808,237.0,2949.0,59.0,7.0,2721.0,3578.0,3291.0
809,238.0,2972.0,67.0,2.0,2751.0,3656.0,3292.0
810,235.0,3017.0,69.0,2.0,2754.0,3664.0,3293.0
811,236.0,3064.0,66.0,2.0,2878.0,3665.0,3293.0
812,236.0,3140.0,61.0,2.0,2873.0,3683.0,3294.0
813,236.0,3166.0,61.0,2.0,2881.0,3743.0,3296.0
814,232.0,3162.0,57.0,2.0,2964.0,3749.0,3295.0
815,230.0,3176.0,51.0,2.0,2989.0,3792.0,3297.0
816,232.0,3185.0,42.0,2.0,2958.0,3784.0,3300.0
817,229.0,3212.0,38.0,2.0,2994.0,3765.0,3298.0
818,226.0,3219.0,34.0,2.0,3002.0,3756.0,3297.0
819,225.0,3224.0,31.0,2.0,2971.0,3780.0,3299.0
820,223.0,3237.0,27.0,2.0,2965.0,3933.0,3297.0
821,224.0,3272.0,27.0,2.0,3024.0,4004.0,3299.0
822,226.0,3367.0,25.0,2.0,3041.0,3984.0,3297.0
823,223.0,3431.0,19.0,2.0,2966.0,3974.0,3298.0
824,224.0,3357.0,20.0,2.0,3011.0,3998.0,3299.0
825,225.0,3381.0,17.0,2.0,3082.0,4013.0,3299.0
826,223.0,3516.0,17.0,2.0,2980.0,4079.0,3299.0
827,224.0,3585.0,13.0,2.0,2982.0,4051.0,3298.0
828,224.0,3655.0,12.0,2.0,3093.0,4010.0,3297.0
829,223.0,3713.0,10.0,2.0,3094.0,4068.0,3298.0
830,218.0,3759.0,11.0,2.0,3118.0,4130.0,3297.0
831,216.0,3772.0,11.0,2.0,3188.0,4103.0,3298.0
832,218.0,3762.0,12.0,2.0,3225.0,4136.0,3299.0
833,220.0,3781.0,12.0,2.0,3223.0,4271.0,3299.0
834,222.0,3739.0,12.0,2.0,3162.0,4456.0,3299.0
835,222.0,3764.0,13.0,2.0,3187.0,4658.0,3300.0
836,226.0,3905.0,16.0,2.0,3072.0,4781.0,3302.0
837,224.0,3978.0,13.0,2.0,2991.0,4831.0,3300.0
838,226.0,3969.0,13.0,2.0,3073.0,4862.0,3300.0
839,225.0,4001.0,12.0,2.0,3147.0,4853.0,3300.0
840,223.0,3962.0,12.0,2.0,3175.0,4801.0,3299.0
841,229.0,3871.0,11.0,2.0,3193.0,4707.0,3300.0
842,230.0,3820.0,11.0,2.0,3229.0,4662.0,3300.0
843,231.0,3764.0,10.0,2.0,3236.0,4764.0,3300.0
844,234.0,3840.0,10.0,2.0,3289.0,4813.0,3299.0
845,236.0,4003.0,13.0,2.0,3213.0,4835.0,3300.0
846,234.0,4081.0,13.0,2.0,3258.0,4853.0,3300.0
847,230.0,4093.0,12.0,2.0,3398.0,4816.0,3300.0
848,228.0,4154.0,12.0,2.0,3443.0,4857.0,3300.0
849,231.0,4183.0,12.0,5.0,3474.0,4868.0,3301.0
850,231.0,4213.0,10.0,19.0,3419.0,4881.0,3302.0
851,230.0,4212.0,8.0,20.0,3467.0,4857.0,3301.0
852,228.0,4202.0,5.0,20.0,3475.0,4846.0,3303.0
853,228.0,4184.0,4.0,20.0,3502.0,4858.0,3301.0
854,233.0,4173.0,5.0,20.0,3493.0,4839.0,3302.0
855,234.0,4167.0,5.0,20.0,3488.0,4838.0,3300.0
856,232.0,4137.0,6.0,20.0,3474.0,4842.0,3301.0
857,234.0,4117.0,7.0,20.0,3456.0,4832.0,3299.0
858,233.0,4212.0,9.0,20.0,3444.0,4835.0,3299.0
859,232.0,4384.0,13.0,20.0,3521.0,4812.0,3302.0
860,234.0,4493.0,15.0,20.0,3672.0,4818.0,3301.0
861,234.0,4523.0,16.0,20.0,3752.0,4765.0,3300.0
862,234.0,4559.0,19.0,20.0,3746.0,4764.0,3298.0
863,236.0,4580.0,26.0,20.0,3749.0,4819.0,3297.0
864,236.0,4594.0,30.0,20.0,3754.0,4785.0,3298.0
865,235.0,4592.0,38.0,20.0,3756.0,4747.0,3297.0
866,236.0,4579.0,44.0,20.0,3756.0,4717.0,3294.0
867,231.0,4608.0,49.0,20.0,3761.0,4731.0,3294.0
868,237.0,4621.0,46.0,20.0,3774.0,4787.0,3293.0
869,243.0,4611.0,47.0,20.0,3768.0,4812.0,3291.0
870,240.0,4557.0,45.0,20.0,3791.0,4790.0,3293.0
871,240.0,4587.0,44.0,20.0,3836.0,4872.0,3292.0
872,241.0,4674.0,54.0,20.0,3842.0,4954.0,3291.0
873,247.0,4674.0,67.0,20.0,3842.0,4928.0,3293.0
874,247.0,4655.0,77.0,20.0,3837.0,4938.0,3292.0
875,245.0,4677.0,76.0,20.0,3839.0,4909.0,3292.0
876,241.0,4742.0,82.0,20.0,3865.0,4903.0,3292.0
877,243.0,4767.0,92.0,20.0,3859.0,4912.0,3290.0
878,244.0,4749.0,102.0,20.0,3863.0,4965.0,3289.0
879,244.0,4753.0,118.0,20.0,3868.0,4985.0,3289.0
880,253.0,4775.0,126.0,20.0,3871.0,5142.0,3288.0
881,255.0,4762.0,133.0,20.0,3866.0,5242.0,3289.0
882,256.0,4744.0,131.0,20.0,3816.0,5248.0,3290.0
883,254.0,4661.0,124.0,20.0,3668.0,5261.0,3289.0
884,247.0,4702.0,121.0,20.0,3516.0,5324.0,3290.0
885,248.0,4746.0,121.0,20.0,3447.0,5335.0,3290.0
886,250.0,4709.0,121.0,20.0,3472.0,5339.0,3289.0
887,254.0,4756.0,119.0,20.0,3448.0,5355.0,3289.0
888,260.0,4839.0,122.0,20.0,3405.0,5373.0,3288.0
889,264.0,4853.0,126.0,20.0,3427.0,5374.0,3291.0
890,266.0,4816.0,117.0,20.0,3477.0,5361.0,3289.0
891,267.0,4935.0,116.0,20.0,3387.0,5398.0,3289.0
892,268.0,4981.0,129.0,20.0,3317.0,5510.0,3290.0
893,266.0,5029.0,133.0,20.0,3295.0,5657.0,3289.0
894,265.0,5021.0,134.0,20.0,3310.0,5796.0,3289.0
895,258.0,4947.0,143.0,20.0,3457.0,5788.0,3289.0
896,255.0,4944.0,157.0,23.0,3570.0,5655.0,3289.0
897,264.0,4917.0,155.0,21.0,3578.0,5546.0,3288.0
898,264.0,4886.0,152.0,20.0,3559.0,5641.0,3290.0
899,249.0,4870.0,157.0,20.0,3527.0,5686.0,3289.0
900,250.0,4870.0,165.0,20.0,3538.0,5725.0,3289.0
901,256.0,4905.0,178.0,20.0,3549.0,5758.0,3288.0
902,264.0,4925.0,177.0,20.0,3515.0,5833.0,3289.0
903,258.0,4928.0,181.0,20.0,3552.0,5954.0,3287.0
904,256.0,4915.0,168.0,20.0,3559.0,5956.0,3285.0
905,260.0,4938.0,168.0,20.0,3549.0,5897.0,3287.0
906,258.0,4902.0,180.0,20.0,3596.0,5839.0,3285.0
907,258.0,4894.0,191.0,20.0,3502.0,5936.0,3287.0
908,252.0,4915.0,188.0,20.0,3466.0,5998.0,3289.0
909,250.0,4920.0,179.0,20.0,3491.0,6040.0,3283.0
910,258.0,4962.0,184.0,20.0,3465.0,6099.0,3283.0
911,261.0,5051.0,192.0,20.0,3400.0,6136.0,3285.0
912,256.0,5105.0,186.0,20.0,3400.0,6127.0,3285.0
913,256.0,5105.0,186.0,20.0,3400.0,6127.0,3285.0
914,261.0,5127.0,189.0,20.0,3391.0,6168.0,3282.0
915,262.0,5175.0,187.0,20.0,3301.0,6273.0,3281.0
916,260.0,5178.0,194.0,20.0,3286.0,6333.0,3283.0
917,265.0,5177.0,194.0,20.0,3262.0,6368.0,3286.0
918,259.0,5159.0,197.0,20.0,3306.0,6567.0,3283.0
919,262.0,5081.0,195.0,20.0,3353.0,6810.0,3285.0
920,264.0,5056.0,198.0,20.0,3513.0,6815.0,3284.0
921,261.0,5023.0,209.0,20.0,3642.0,6821.0,3285.0
922,255.0,4980.0,209.0,20.0,3698.0,6819.0,3287.0
923,252.0,4972.0,210.0,20.0,3702.0,6796.0,3285.0
924,254.0,4949.0,212.0,20.0,3700.0,6817.0,3285.0
925,259.0,4923.0,213.0,20.0,3738.0,6845.0,3287.0
926,259.0,4923.0,213.0,20.0,3738.0,6845.0,3287.0
927,259.0,4923.0,213.0,20.0,3738.0,6845.0,3287.0
928,254.0,4935.0,218.0,23.0,3850.0,7047.0,3285.0
929,254.0,5014.0,224.0,25.0,3875.0,7165.0,3286.0
930,253.0,5116.0,227.0,25.0,3860.0,7180.0,3285.0
931,245.0,5203.0,228.0,25.0,3713.0,7129.0,3285.0
932,242.0,5225.0,230.0,45.0,3560.0,7115.0,3286.0
933,246.0,5224.0,235.0,74.0,3478.0,7149.0,3286.0
934,248.0,5147.0,241.0,73.0,3492.0,7180.0,3286.0
935,254.0,5056.0,241.0,74.0,3546.0,7143.0,3284.0
936,252.0,5047.0,247.0,74.0,3582.0,7106.0,3283.0
937,249.0,5031.0,245.0,73.0,3598.0,7092.0,3282.0
938,247.0,4995.0,238.0,72.0,3604.0,7128.0,3285.0
939,243.0,5011.0,234.0,58.0,3639.0,7125.0,3285.0
940,239.0,5053.0,242.0,56.0,3689.0,7117.0,3284.0
941,236.0,5088.0,241.0,57.0,3646.0,7099.0,3285.0
942,236.0,5044.0,239.0,57.0,3705.0,7107.0,3285.0
943,238.0,5042.0,238.0,56.0,3718.0,7031.0,3284.0
944,241.0,5036.0,241.0,57.0,3636.0,6999.0,3283.0
945,244.0,5033.0,241.0,57.0,3666.0,6983.0,3282.0
946,245.0,5061.0,234.0,64.0,3721.0,6934.0,3285.0
947,241.0,5071.0,230.0,73.0,3724.0,6911.0,3283.0
948,241.0,5059.0,231.0,73.0,3745.0,6891.0,3284.0
949,241.0,5045.0,233.0,73.0,3713.0,6860.0,3285.0
950,242.0,5065.0,231.0,74.0,3666.0,6860.0,3285.0
951,241.0,5089.0,229.0,74.0,3592.0,6895.0,3288.0
952,241.0,5089.0,234.0,74.0,3619.0,6910.0,3289.0
953,242.0,5025.0,242.0,74.0,3666.0,6887.0,3287.0
954,241.0,4961.0,242.0,73.0,3680.0,6883.0,3288.0
955,238.0,5012.0,238.0,74.0,3537.0,6809.0,3287.0
956,236.0,5041.0,232.0,74.0,3468.0,6785.0,3289.0
957,235.0,5069.0,233.0,73.0,3441.0,6762.0,3291.0
958,236.0,5054.0,239.0,74.0,3421.0,6718.0,3291.0
959,231.0,5047.0,235.0,73.0,3458.0,6645.0,3292.0
960,234.0,5049.0,231.0,74.0,3497.0,6583.0,3292.0
961,236.0,5076.0,230.0,74.0,3490.0,6564.0,3293.0
962,233.0,5064.0,225.0,74.0,3447.0,6573.0,3292.0
963,229.0,5071.0,225.0,74.0,3499.0,6522.0,3293.0
964,232.0,5062.0,226.0,74.0,3523.0,6433.0,3294.0
965,233.0,5044.0,223.0,74.0,3488.0,6386.0,3296.0
966,233.0,5061.0,221.0,73.0,3534.0,6296.0,3295.0
967,233.0,5113.0,232.0,74.0,3610.0,6295.0,3296.0
968,232.0,5114.0,234.0,74.0,3636.0,6318.0,3296.0
969,234.0,5120.0,231.0,74.0,3586.0,6277.0,3299.0
970,233.0,5135.0,224.0,74.0,3532.0,6220.0,3296.0
971,226.0,5165.0,222.0,74.0,3477.0,6223.0,3296.0
972,227.0,5160.0,215.0,74.0,3467.0,6179.0,3296.0
973,226.0,5096.0,213.0,74.0,3521.0,6086.0,3297.0
974,224.0,5097.0,206.0,74.0,3538.0,6004.0,3295.0
975,227.0,5111.0,205.0,74.0,3528.0,5926.0,3296.0
976,232.0,5116.0,197.0,74.0,3545.0,5874.0,3295.0
977,232.0,5087.0,186.0,73.0,3521.0,5942.0,3294.0
978,233.0,5041.0,178.0,68.0,3427.0,5935.0,3297.0
979,231.0,5046.0,176.0,68.0,3366.0,5818.0,3296.0
980,230.0,5052.0,174.0,68.0,3331.0,5691.0,3295.0
981,234.0,5039.0,176.0,68.0,3330.0,5635.0,3295.0
982,235.0,4984.0,173.0,68.0,3344.0,5636.0,3297.0
983,235.0,4857.0,170.0,65.0,3348.0,5701.0,3297.0
984,236.0,4850.0,163.0,51.0,3376.0,5713.0,3295.0
985,233.0,4902.0,153.0,50.0,3351.0,5688.0,3299.0
986,232.0,4976.0,143.0,50.0,3364.0,5622.0,3299.0
987,233.0,4998.0,131.0,50.0,3339.0,5611.0,3301.0
988,232.0,4994.0,125.0,51.0,3372.0,5599.0,3301.0
989,233.0,4952.0,113.0,50.0,3304.0,5686.0,3301.0
990,235.0,4886.0,109.0,51.0,3287.0,5739.0,3302.0
991,234.0,4781.0,107.0,51.0,3331.0,5657.0,3303.0
992,230.0,4705.0,104.0,51.0,3303.0,5582.0,3303.0
993,231.0,4659.0,102.0,50.0,3353.0,5528.0,3304.0
994,233.0,4636.0,106.0,50.0,3351.0,5480.0,3305.0
995,235.0,4619.0,104.0,50.0,3318.0,5453.0,3304.0
996,237.0,4591.0,101.0,50.0,3266.0,5462.0,3304.0
997,236.0,4476.0,84.0,50.0,3296.0,5492.0,3304.0
998,234.0,4371.0,79.0,50.0,3341.0,5521.0,3305.0
999,235.0,4440.0,75.0,50.0,3340.0,5454.0,3306.0
