,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-other_fossil_fuels,electricity-fueltype-nyiso-hydro,electricity-fueltype-nyiso-dual_fuel,electricity-fueltype-nyiso-nuclear
384,232.0,5792.0,52.0,665.0,3594.0,9562.0,3286.0
385,233.0,5701.0,52.0,665.0,3668.0,9527.0,3287.0
386,233.0,5646.0,50.0,663.0,3591.0,9415.0,3289.0
387,232.0,5594.0,49.0,627.0,3519.0,9361.0,3291.0
388,230.0,5599.0,46.0,659.0,3452.0,9400.0,3289.0
389,230.0,5654.0,48.0,769.0,3360.0,9432.0,3291.0
390,230.0,5626.0,49.0,753.0,3392.0,9400.0,3292.0
391,228.0,5552.0,45.0,718.0,3377.0,9285.0,3293.0
392,227.0,5548.0,46.0,688.0,3359.0,9192.0,3291.0
393,228.0,5570.0,45.0,583.0,3266.0,9113.0,3293.0
394,227.0,5627.0,50.0,529.0,3297.0,9042.0,3292.0
395,226.0,5666.0,43.0,531.0,3276.0,9081.0,3292.0
396,225.0,5601.0,39.0,525.0,3224.0,9041.0,3292.0
397,224.0,5624.0,43.0,525.0,3184.0,9032.0,3293.0
398,224.0,5643.0,51.0,547.0,3118.0,9040.0,3294.0
399,221.0,5652.0,55.0,534.0,3112.0,9025.0,3292.0
400,227.0,5637.0,60.0,500.0,3073.0,8892.0,3296.0
401,225.0,5635.0,68.0,442.0,2964.0,8996.0,3295.0
402,218.0,5634.0,87.0,285.0,2894.0,8924.0,3296.0
403,215.0,5648.0,113.0,263.0,2879.0,8863.0,3295.0
404,218.0,5656.0,142.0,263.0,2914.0,8813.0,3294.0
405,222.0,5627.0,171.0,244.0,2875.0,8755.0,3294.0
406,219.0,5602.0,179.0,214.0,2897.0,8718.0,3296.0
407,222.0,5624.0,182.0,184.0,2832.0,8614.0,3294.0
408,223.0,5606.0,183.0,172.0,2739.0,8693.0,3294.0
409,225.0,5569.0,191.0,145.0,2648.0,8746.0,3296.0
410,228.0,5613.0,192.0,115.0,2699.0,8656.0,3294.0
411,228.0,5615.0,183.0,107.0,2803.0,8598.0,3296.0
412,227.0,5614.0,172.0,107.0,2834.0,8556.0,3296.0
413,228.0,5609.0,167.0,81.0,2914.0,8509.0,3295.0
414,230.0,5611.0,162.0,68.0,2987.0,8435.0,3295.0
415,227.0,5616.0,151.0,66.0,3069.0,8369.0,3295.0
416,225.0,5635.0,154.0,35.0,3066.0,8354.0,3295.0
417,225.0,5619.0,151.0,20.0,3101.0,8377.0,3295.0
418,227.0,5605.0,141.0,20.0,3080.0,8374.0,3294.0
419,227.0,5527.0,126.0,20.0,3129.0,8283.0,3295.0
420,228.0,5420.0,105.0,20.0,3123.0,8229.0,3295.0
421,227.0,5387.0,97.0,20.0,3051.0,8219.0,3296.0
422,228.0,5320.0,109.0,20.0,3060.0,8221.0,3296.0
423,232.0,5261.0,120.0,20.0,3095.0,8195.0,3295.0
424,232.0,5191.0,108.0,20.0,3118.0,8154.0,3298.0
425,233.0,5178.0,106.0,20.0,3141.0,8103.0,3299.0
426,233.0,5138.0,89.0,20.0,3134.0,8023.0,3297.0
427,232.0,5116.0,66.0,20.0,3130.0,7961.0,3299.0
428,232.0,5104.0,50.0,20.0,3089.0,7894.0,3297.0
429,232.0,5071.0,44.0,20.0,2979.0,7943.0,3299.0
430,234.0,5059.0,37.0,20.0,2839.0,7976.0,3300.0
431,234.0,5249.0,33.0,20.0,2688.0,7997.0,3298.0
432,229.0,5384.0,27.0,20.0,2621.0,7905.0,3297.0
433,224.0,5371.0,24.0,20.0,2589.0,7782.0,3299.0
434,217.0,5349.0,18.0,20.0,2558.0,7672.0,3299.0
435,217.0,5256.0,16.0,20.0,2627.0,7556.0,3299.0
436,214.0,5241.0,12.0,20.0,2665.0,7438.0,3300.0
437,211.0,5252.0,11.0,20.0,2741.0,7305.0,3300.0
438,219.0,5222.0,12.0,20.0,2782.0,7258.0,3300.0
439,216.0,5129.0,10.0,20.0,2868.0,7228.0,3299.0
440,216.0,5024.0,11.0,20.0,2959.0,7102.0,3299.0
441,213.0,4971.0,7.0,20.0,2974.0,6916.0,3298.0
442,214.0,5011.0,9.0,20.0,2927.0,6796.0,3299.0
443,214.0,5024.0,11.0,20.0,3061.0,6786.0,3300.0
444,212.0,5047.0,16.0,20.0,3105.0,6757.0,3301.0
445,215.0,5037.0,20.0,20.0,3146.0,6563.0,3300.0
446,216.0,5005.0,29.0,20.0,3160.0,6450.0,3300.0
447,219.0,4960.0,31.0,17.0,3174.0,6523.0,3301.0
448,218.0,4894.0,37.0,3.0,3220.0,6521.0,3303.0
449,217.0,4828.0,45.0,2.0,3137.0,6454.0,3304.0
450,218.0,4743.0,54.0,2.0,3141.0,6333.0,3304.0
451,218.0,4699.0,63.0,2.0,3154.0,6062.0,3303.0
452,215.0,4711.0,67.0,2.0,3193.0,5909.0,3304.0
453,211.0,4503.0,104.0,2.0,3021.0,5714.0,3303.0
454,211.0,4304.0,126.0,2.0,3095.0,5514.0,3303.0
455,213.0,4145.0,134.0,2.0,3051.0,5422.0,3302.0
456,211.0,4115.0,148.0,2.0,3048.0,5351.0,3306.0
457,206.0,4134.0,157.0,2.0,2955.0,5339.0,3304.0
458,206.0,4111.0,164.0,2.0,2864.0,5253.0,3304.0
459,208.0,4074.0,158.0,2.0,2920.0,5225.0,3305.0
460,206.0,3953.0,156.0,2.0,3052.0,5172.0,3308.0
461,211.0,3776.0,159.0,2.0,3137.0,5085.0,3308.0
462,209.0,3735.0,160.0,2.0,3120.0,5040.0,3306.0
463,211.0,3752.0,158.0,2.0,3120.0,4935.0,3307.0
464,214.0,3697.0,163.0,2.0,3078.0,4835.0,3308.0
465,216.0,3650.0,171.0,2.0,3050.0,4811.0,3306.0
466,217.0,3636.0,190.0,2.0,3040.0,4814.0,3307.0
467,218.0,3577.0,201.0,2.0,3041.0,4850.0,3306.0
468,217.0,3546.0,210.0,2.0,3044.0,4811.0,3305.0
469,219.0,3538.0,218.0,2.0,3042.0,4769.0,3309.0
470,220.0,3502.0,230.0,2.0,2995.0,4723.0,3308.0
471,215.0,3550.0,220.0,2.0,2889.0,4680.0,3307.0
472,216.0,3587.0,202.0,2.0,2837.0,4589.0,3307.0
473,217.0,3582.0,190.0,2.0,2870.0,4447.0,3308.0
474,217.0,3557.0,187.0,2.0,2855.0,4422.0,3310.0
475,215.0,3531.0,189.0,2.0,2843.0,4401.0,3310.0
476,214.0,3520.0,190.0,2.0,2892.0,4331.0,3309.0
477,214.0,3499.0,188.0,2.0,2892.0,4175.0,3308.0
478,210.0,3437.0,179.0,2.0,2744.0,4085.0,3309.0
479,213.0,3380.0,175.0,2.0,2724.0,4054.0,3309.0
480,214.0,3330.0,162.0,2.0,2901.0,3935.0,3308.0
481,214.0,3282.0,156.0,2.0,2916.0,3896.0,3310.0
482,220.0,3236.0,155.0,2.0,2914.0,3888.0,3312.0
483,223.0,3211.0,157.0,2.0,2913.0,3873.0,3311.0
484,221.0,3204.0,165.0,2.0,2898.0,3816.0,3311.0
485,221.0,3225.0,170.0,2.0,2906.0,3744.0,3311.0
486,221.0,3252.0,174.0,2.0,2919.0,3728.0,3311.0
487,224.0,3263.0,185.0,2.0,2919.0,3740.0,3312.0
488,220.0,3259.0,199.0,2.0,2899.0,3698.0,3310.0
489,217.0,3296.0,202.0,2.0,2864.0,3651.0,3313.0
490,221.0,3288.0,199.0,2.0,2872.0,3617.0,3313.0
491,221.0,3288.0,199.0,2.0,2872.0,3617.0,3313.0
492,228.0,3289.0,198.0,2.0,2878.0,3594.0,3314.0
493,220.0,3256.0,204.0,2.0,2897.0,3521.0,3315.0
494,218.0,3222.0,222.0,2.0,2892.0,3519.0,3312.0
495,219.0,3190.0,234.0,2.0,2885.0,3505.0,3314.0
496,219.0,3175.0,234.0,2.0,2839.0,3508.0,3314.0
497,223.0,3169.0,231.0,2.0,2799.0,3513.0,3315.0
498,221.0,3159.0,230.0,2.0,2808.0,3516.0,3314.0
499,220.0,3151.0,233.0,2.0,2793.0,3515.0,3313.0
500,218.0,3126.0,243.0,2.0,2774.0,3517.0,3312.0
501,219.0,3161.0,242.0,2.0,2772.0,3524.0,3313.0
502,216.0,3232.0,231.0,2.0,2745.0,3535.0,3314.0
503,216.0,3232.0,231.0,2.0,2745.0,3535.0,3314.0
504,218.0,3206.0,223.0,2.0,2758.0,3537.0,3315.0
505,217.0,3209.0,238.0,2.0,2761.0,3533.0,3315.0
506,223.0,3217.0,258.0,2.0,2770.0,3534.0,3314.0
507,219.0,3264.0,250.0,2.0,2748.0,3525.0,3313.0
508,219.0,3264.0,250.0,2.0,2748.0,3525.0,3313.0
509,218.0,3257.0,231.0,2.0,2703.0,3515.0,3315.0
510,219.0,3259.0,247.0,2.0,2725.0,3514.0,3317.0
511,217.0,3304.0,267.0,2.0,2664.0,3522.0,3314.0
512,215.0,3312.0,259.0,2.0,2664.0,3544.0,3315.0
513,212.0,3349.0,260.0,2.0,2717.0,3585.0,3314.0
514,210.0,3459.0,257.0,2.0,2827.0,3611.0,3315.0
515,210.0,3533.0,245.0,2.0,2770.0,3634.0,3314.0
516,211.0,3514.0,230.0,2.0,2855.0,3618.0,3318.0
517,213.0,3537.0,234.0,2.0,2902.0,3612.0,3314.0
518,217.0,3539.0,240.0,2.0,2894.0,3665.0,3315.0
519,220.0,3543.0,232.0,2.0,2897.0,3710.0,3317.0
520,218.0,3542.0,216.0,2.0,2904.0,3727.0,3315.0
521,212.0,3549.0,205.0,2.0,2902.0,3724.0,3317.0
522,211.0,3585.0,202.0,2.0,2909.0,3756.0,3317.0
523,212.0,3594.0,213.0,2.0,2899.0,3768.0,3316.0
524,212.0,3579.0,211.0,2.0,2852.0,3786.0,3316.0
525,214.0,3598.0,209.0,2.0,2751.0,3838.0,3316.0
526,213.0,3679.0,218.0,2.0,2777.0,3855.0,3316.0
527,215.0,3673.0,210.0,2.0,2821.0,3859.0,3318.0
528,216.0,3618.0,204.0,2.0,2869.0,3876.0,3317.0
529,216.0,3616.0,205.0,2.0,2909.0,3894.0,3318.0
530,215.0,3609.0,216.0,2.0,2924.0,3907.0,3318.0
531,217.0,3596.0,217.0,2.0,2887.0,3916.0,3320.0
532,216.0,3645.0,201.0,2.0,2886.0,3985.0,3320.0
533,217.0,3779.0,186.0,2.0,2815.0,4098.0,3321.0
534,216.0,3854.0,193.0,2.0,2673.0,4214.0,3322.0
535,217.0,3881.0,202.0,2.0,2688.0,4270.0,3319.0
536,217.0,3892.0,205.0,2.0,2782.0,4282.0,3319.0
537,216.0,3894.0,207.0,2.0,2840.0,4320.0,3319.0
538,218.0,3963.0,210.0,2.0,2912.0,4352.0,3319.0
539,217.0,4072.0,215.0,2.0,2852.0,4446.0,3322.0
540,217.0,4127.0,225.0,2.0,2844.0,4550.0,3319.0
541,221.0,4120.0,239.0,2.0,2894.0,4627.0,3319.0
542,217.0,4132.0,234.0,2.0,2956.0,4681.0,3318.0
543,214.0,4084.0,237.0,2.0,2907.0,4723.0,3318.0
544,218.0,4035.0,255.0,2.0,3035.0,4674.0,3317.0
545,217.0,4070.0,271.0,2.0,3147.0,4692.0,3316.0
546,217.0,4172.0,274.0,2.0,3127.0,4783.0,3316.0
547,222.0,4254.0,270.0,2.0,3113.0,4867.0,3315.0
548,224.0,4302.0,275.0,2.0,3072.0,4930.0,3314.0
549,223.0,4313.0,271.0,2.0,3066.0,4934.0,3314.0
550,223.0,4332.0,250.0,2.0,2989.0,4916.0,3313.0
551,222.0,4298.0,237.0,2.0,3137.0,4899.0,3312.0
552,225.0,4312.0,239.0,2.0,3218.0,4866.0,3313.0
553,224.0,4398.0,246.0,2.0,3253.0,4831.0,3310.0
554,219.0,4459.0,245.0,2.0,3235.0,4805.0,3311.0
555,216.0,4500.0,250.0,2.0,3230.0,4792.0,3310.0
556,213.0,4505.0,254.0,2.0,3255.0,4823.0,3312.0
557,216.0,4549.0,259.0,2.0,3234.0,4921.0,3310.0
558,215.0,4643.0,251.0,2.0,3186.0,5016.0,3310.0
559,214.0,4730.0,234.0,2.0,3234.0,5069.0,3312.0
560,214.0,4775.0,229.0,2.0,3229.0,5193.0,3310.0
561,213.0,4796.0,225.0,2.0,3194.0,5298.0,3309.0
562,216.0,4857.0,233.0,2.0,3233.0,5466.0,3310.0
563,219.0,4909.0,249.0,10.0,3203.0,5565.0,3309.0
564,221.0,4867.0,262.0,48.0,3298.0,5575.0,3311.0
565,216.0,4803.0,261.0,50.0,3384.0,5501.0,3311.0
566,211.0,4834.0,243.0,50.0,3438.0,5482.0,3312.0
567,210.0,4810.0,234.0,50.0,3439.0,5524.0,3314.0
568,214.0,4812.0,238.0,50.0,3419.0,5565.0,3312.0
569,211.0,4940.0,242.0,50.0,3291.0,5615.0,3312.0
570,210.0,5047.0,245.0,50.0,3232.0,5669.0,3311.0
571,215.0,5042.0,238.0,51.0,3387.0,5711.0,3309.0
572,218.0,5040.0,234.0,50.0,3438.0,5771.0,3311.0
573,218.0,5064.0,230.0,50.0,3378.0,5858.0,3311.0
574,217.0,5053.0,215.0,50.0,3414.0,5868.0,3311.0
575,218.0,5049.0,201.0,50.0,3469.0,5876.0,3311.0
576,220.0,5119.0,189.0,50.0,3315.0,5934.0,3309.0
577,222.0,5134.0,185.0,51.0,3404.0,6002.0,3308.0
578,221.0,5196.0,189.0,50.0,3279.0,6073.0,3309.0
579,222.0,5252.0,189.0,50.0,3253.0,6108.0,3309.0
580,221.0,5319.0,202.0,50.0,3223.0,6178.0,3310.0
581,223.0,5347.0,215.0,50.0,3223.0,6248.0,3310.0
582,225.0,5369.0,219.0,50.0,3204.0,6321.0,3309.0
583,221.0,5368.0,217.0,50.0,3181.0,6384.0,3312.0
584,218.0,5292.0,217.0,50.0,3210.0,6448.0,3311.0
585,220.0,5185.0,217.0,50.0,3254.0,6460.0,3311.0
586,220.0,5135.0,219.0,50.0,3361.0,6378.0,3314.0
587,220.0,5168.0,229.0,50.0,3455.0,6328.0,3311.0
588,220.0,5202.0,226.0,50.0,3452.0,6291.0,3311.0
589,219.0,5187.0,237.0,50.0,3476.0,6301.0,3310.0
590,217.0,5189.0,252.0,50.0,3533.0,6290.0,3310.0
591,214.0,5205.0,259.0,51.0,3668.0,6353.0,3308.0
592,213.0,5220.0,282.0,50.0,3688.0,6329.0,3309.0
593,214.0,5233.0,304.0,50.0,3692.0,6354.0,3311.0
594,211.0,5267.0,309.0,50.0,3698.0,6401.0,3309.0
595,214.0,5281.0,309.0,50.0,3696.0,6418.0,3308.0
596,221.0,5291.0,310.0,50.0,3701.0,6467.0,3311.0
597,216.0,5265.0,302.0,50.0,3643.0,6439.0,3311.0
598,217.0,5258.0,292.0,50.0,3612.0,6427.0,3310.0
599,215.0,5199.0,293.0,50.0,3668.0,6462.0,3310.0
600,214.0,5203.0,294.0,50.0,3685.0,6447.0,3312.0
601,218.0,5246.0,293.0,50.0,3693.0,6440.0,3311.0
602,215.0,5266.0,303.0,50.0,3712.0,6490.0,3311.0
603,215.0,5309.0,322.0,50.0,3708.0,6549.0,3308.0
604,210.0,5388.0,347.0,50.0,3704.0,6657.0,3309.0
605,212.0,5390.0,359.0,50.0,3688.0,6727.0,3309.0
606,211.0,5296.0,367.0,50.0,3711.0,6711.0,3309.0
607,206.0,5300.0,364.0,50.0,3714.0,6693.0,3308.0
608,210.0,5295.0,367.0,50.0,3720.0,6702.0,3305.0
609,213.0,5314.0,367.0,50.0,3713.0,6731.0,3307.0
610,212.0,5310.0,368.0,50.0,3710.0,6748.0,3306.0
611,210.0,5317.0,378.0,50.0,3713.0,6792.0,3305.0
612,214.0,5315.0,404.0,50.0,3722.0,6843.0,3304.0
613,219.0,5292.0,433.0,50.0,3731.0,6941.0,3304.0
614,220.0,5271.0,482.0,51.0,3740.0,6960.0,3305.0
615,220.0,5280.0,518.0,50.0,3728.0,6928.0,3305.0
616,220.0,5271.0,535.0,50.0,3727.0,6908.0,3305.0
617,226.0,5272.0,539.0,50.0,3730.0,6900.0,3308.0
618,227.0,5276.0,550.0,50.0,3679.0,6820.0,3303.0
619,227.0,5239.0,329.0,51.0,3595.0,6772.0,3304.0
620,225.0,5120.0,185.0,114.0,3730.0,6725.0,3302.0
621,227.0,5227.0,323.0,379.0,3782.0,7065.0,3302.0
622,229.0,5262.0,385.0,446.0,3536.0,7174.0,3302.0
623,228.0,5287.0,431.0,476.0,3486.0,7231.0,3299.0
624,227.0,5291.0,477.0,476.0,3332.0,7271.0,3296.0
625,225.0,5256.0,579.0,478.0,3297.0,7314.0,3297.0
626,224.0,5344.0,387.0,478.0,3178.0,7434.0,3294.0
627,221.0,5460.0,290.0,479.0,3029.0,7643.0,3292.0
628,223.0,5473.0,434.0,479.0,2985.0,7765.0,3290.0
629,223.0,5368.0,533.0,480.0,3016.0,7731.0,3288.0
630,221.0,5318.0,582.0,480.0,3067.0,7679.0,3290.0
631,220.0,5330.0,586.0,480.0,3006.0,7675.0,3289.0
632,222.0,5310.0,604.0,480.0,2887.0,7735.0,3288.0
633,222.0,5234.0,619.0,480.0,2729.0,7854.0,3290.0
634,219.0,5197.0,657.0,346.0,2607.0,7893.0,3289.0
635,217.0,5175.0,691.0,156.0,2552.0,7985.0,3290.0
636,218.0,5212.0,712.0,137.0,2357.0,8028.0,3292.0
637,218.0,5208.0,730.0,119.0,2213.0,8001.0,3290.0
638,219.0,5185.0,731.0,157.0,2129.0,7974.0,3291.0
639,218.0,5123.0,711.0,161.0,2016.0,7945.0,3291.0
640,219.0,5126.0,687.0,157.0,1921.0,7930.0,3292.0
641,222.0,5154.0,669.0,142.0,1909.0,7886.0,3292.0
642,219.0,5174.0,655.0,118.0,1837.0,7803.0,3289.0
643,215.0,5170.0,648.0,98.0,1837.0,7775.0,3288.0
644,219.0,5161.0,667.0,98.0,1985.0,7763.0,3288.0
645,220.0,5183.0,661.0,98.0,2072.0,7764.0,3290.0
646,222.0,5177.0,664.0,98.0,2131.0,7789.0,3288.0
647,223.0,5172.0,667.0,97.0,2229.0,7697.0,3290.0
648,225.0,5204.0,669.0,98.0,2327.0,7625.0,3288.0
649,222.0,5225.0,676.0,75.0,2436.0,7583.0,3290.0
650,221.0,5253.0,675.0,50.0,2532.0,7516.0,3288.0
651,218.0,5247.0,650.0,50.0,2643.0,7506.0,3285.0
652,223.0,5233.0,628.0,50.0,2741.0,7441.0,3286.0
653,222.0,5209.0,624.0,50.0,2863.0,7380.0,3286.0
654,222.0,5205.0,622.0,50.0,2930.0,7363.0,3287.0
655,222.0,5174.0,656.0,50.0,3042.0,7309.0,3286.0
656,222.0,5157.0,654.0,50.0,3066.0,7214.0,3289.0
657,222.0,5225.0,714.0,50.0,3179.0,6977.0,3289.0
658,224.0,5272.0,657.0,50.0,3314.0,6551.0,3288.0
659,222.0,5326.0,614.0,50.0,3351.0,6547.0,3288.0
660,222.0,5345.0,665.0,50.0,3322.0,6498.0,3288.0
661,222.0,5330.0,675.0,51.0,3305.0,6560.0,3289.0
662,224.0,5372.0,637.0,50.0,3354.0,6568.0,3289.0
663,222.0,5508.0,625.0,51.0,3260.0,6517.0,3291.0
664,223.0,5488.0,641.0,50.0,3183.0,6538.0,3294.0
665,219.0,5466.0,652.0,50.0,3226.0,6526.0,3293.0
666,218.0,5438.0,675.0,50.0,3258.0,6474.0,3293.0
667,217.0,5395.0,688.0,50.0,3133.0,6488.0,3294.0
668,214.0,5258.0,675.0,50.0,3070.0,6491.0,3295.0
669,218.0,5174.0,684.0,50.0,3135.0,6408.0,3292.0
670,223.0,5120.0,717.0,51.0,3140.0,6373.0,3291.0
671,222.0,5110.0,709.0,50.0,3127.0,6350.0,3292.0
672,221.0,5089.0,706.0,50.0,3153.0,6304.0,3290.0
673,221.0,5052.0,713.0,50.0,3182.0,6261.0,3291.0
674,220.0,5045.0,709.0,50.0,3196.0,6212.0,3292.0
675,219.0,5048.0,703.0,50.0,3263.0,6178.0,3292.0
676,217.0,5092.0,658.0,50.0,3303.0,6159.0,3292.0
677,215.0,5146.0,603.0,50.0,3290.0,6115.0,3292.0
678,215.0,5180.0,524.0,50.0,3311.0,6070.0,3294.0
679,215.0,5198.0,466.0,50.0,3343.0,6014.0,3291.0
680,216.0,5136.0,428.0,50.0,3287.0,6152.0,3289.0
681,216.0,4996.0,427.0,51.0,3255.0,6377.0,3289.0
682,217.0,4996.0,463.0,50.0,3249.0,6451.0,3291.0
683,217.0,4960.0,527.0,51.0,3250.0,6361.0,3288.0
684,216.0,4901.0,558.0,50.0,3257.0,6257.0,3288.0
685,214.0,4970.0,533.0,50.0,3249.0,6237.0,3288.0
686,210.0,4984.0,545.0,51.0,3235.0,6238.0,3286.0
687,218.0,4943.0,541.0,51.0,3256.0,6166.0,3286.0
688,215.0,4948.0,557.0,51.0,3258.0,6037.0,3287.0
689,216.0,4907.0,539.0,51.0,3259.0,5989.0,3284.0
690,217.0,4919.0,496.0,50.0,3274.0,6009.0,3284.0
691,218.0,4955.0,483.0,50.0,3264.0,6051.0,3283.0
692,217.0,4886.0,442.0,50.0,3210.0,6087.0,3284.0
693,219.0,4721.0,442.0,51.0,3184.0,6043.0,3285.0
694,217.0,4605.0,458.0,51.0,3121.0,5957.0,3282.0
695,217.0,4605.0,440.0,51.0,3079.0,5925.0,3283.0
696,211.0,4574.0,460.0,50.0,3084.0,5907.0,3282.0
697,210.0,4559.0,481.0,50.0,3102.0,5876.0,3281.0
698,213.0,4554.0,535.0,50.0,3081.0,5839.0,3283.0
699,214.0,4556.0,535.0,50.0,3070.0,5813.0,3282.0
700,218.0,4545.0,542.0,50.0,3059.0,5790.0,3283.0
701,220.0,4528.0,546.0,50.0,3074.0,5773.0,3283.0
702,218.0,4556.0,526.0,50.0,3063.0,5751.0,3285.0
703,218.0,4541.0,514.0,50.0,3068.0,5766.0,3282.0
704,220.0,4574.0,488.0,50.0,3100.0,5739.0,3282.0
705,220.0,4613.0,461.0,51.0,3184.0,5740.0,3284.0
706,219.0,4588.0,427.0,51.0,3212.0,5746.0,3283.0
707,221.0,4573.0,441.0,51.0,3233.0,5724.0,3283.0
708,222.0,4610.0,440.0,50.0,3154.0,5709.0,3284.0
709,223.0,4634.0,436.0,50.0,3104.0,5692.0,3283.0
710,221.0,4609.0,413.0,50.0,3090.0,5681.0,3282.0
711,220.0,4586.0,392.0,50.0,3159.0,5589.0,3284.0
712,220.0,4598.0,377.0,50.0,3156.0,5551.0,3284.0
713,218.0,4566.0,345.0,49.0,3121.0,5550.0,3286.0
714,217.0,4541.0,295.0,19.0,3110.0,5587.0,3283.0
715,217.0,4490.0,250.0,2.0,3216.0,5577.0,3282.0
716,217.0,4456.0,239.0,2.0,3221.0,5446.0,3283.0
717,221.0,4395.0,241.0,2.0,3212.0,5323.0,3285.0
718,223.0,4381.0,238.0,2.0,3250.0,5207.0,3283.0
719,222.0,4465.0,230.0,2.0,3283.0,5054.0,3284.0
720,220.0,4544.0,233.0,2.0,3271.0,5040.0,3284.0
721,220.0,4552.0,288.0,2.0,3274.0,5067.0,3283.0
722,219.0,4520.0,365.0,2.0,3265.0,4969.0,3284.0
723,219.0,4461.0,441.0,2.0,3272.0,4824.0,3283.0
724,220.0,4456.0,513.0,2.0,3275.0,4674.0,3283.0
725,221.0,4446.0,565.0,2.0,3266.0,4537.0,3282.0
726,222.0,4380.0,585.0,2.0,3267.0,4457.0,3284.0
727,224.0,4339.0,580.0,2.0,3271.0,4323.0,3286.0
728,226.0,4493.0,534.0,2.0,3279.0,4101.0,3285.0
729,227.0,4563.0,514.0,2.0,3279.0,4021.0,3284.0
730,227.0,4572.0,523.0,2.0,3252.0,3928.0,3285.0
731,231.0,4557.0,507.0,2.0,3246.0,3823.0,3284.0
732,231.0,4544.0,482.0,2.0,3262.0,3776.0,3282.0
733,234.0,4539.0,468.0,2.0,3173.0,3779.0,3284.0
734,232.0,4476.0,462.0,2.0,3137.0,3737.0,3285.0
735,227.0,4361.0,469.0,2.0,3196.0,3700.0,3283.0
736,231.0,4237.0,468.0,2.0,3257.0,3667.0,3283.0
737,230.0,4131.0,471.0,2.0,3286.0,3614.0,3283.0
738,228.0,4029.0,465.0,2.0,3232.0,3593.0,3282.0
739,230.0,3669.0,368.0,2.0,2926.0,3570.0,3283.0
740,228.0,3539.0,297.0,2.0,2780.0,3532.0,3283.0
741,228.0,3330.0,313.0,2.0,2735.0,3498.0,3281.0
742,228.0,3094.0,309.0,2.0,2857.0,3384.0,3284.0
743,227.0,3019.0,301.0,2.0,2860.0,3331.0,3285.0
744,232.0,2977.0,293.0,2.0,2849.0,3355.0,3284.0
745,239.0,2887.0,301.0,2.0,2860.0,3341.0,3282.0
746,241.0,2760.0,319.0,2.0,2869.0,3304.0,3280.0
747,241.0,2684.0,300.0,2.0,2899.0,3287.0,3282.0
748,241.0,2694.0,282.0,2.0,2887.0,3313.0,3281.0
749,243.0,2699.0,278.0,2.0,2873.0,3355.0,3283.0
750,243.0,2699.0,278.0,2.0,2873.0,3355.0,3283.0
751,242.0,2684.0,291.0,2.0,2870.0,3448.0,3280.0
752,243.0,2704.0,341.0,2.0,2881.0,3487.0,3281.0
753,242.0,2705.0,354.0,2.0,2869.0,3384.0,3282.0
754,238.0,2721.0,350.0,2.0,2858.0,3300.0,3284.0
755,241.0,2727.0,348.0,2.0,2848.0,3262.0,3283.0
756,238.0,2715.0,350.0,2.0,2828.0,3282.0,3286.0
757,241.0,2682.0,258.0,2.0,2762.0,3350.0,3283.0
758,245.0,2630.0,296.0,2.0,2701.0,3452.0,3282.0
759,243.0,2694.0,353.0,2.0,2743.0,3311.0,3284.0
760,242.0,2673.0,354.0,2.0,2783.0,3272.0,3284.0
761,246.0,2626.0,347.0,2.0,2821.0,3270.0,3281.0
762,243.0,2603.0,334.0,2.0,2757.0,3294.0,3285.0
763,242.0,2582.0,316.0,2.0,2695.0,3334.0,3285.0
764,242.0,2506.0,310.0,2.0,2698.0,3339.0,3286.0
765,242.0,2506.0,310.0,2.0,2698.0,3339.0,3286.0
766,237.0,2431.0,284.0,2.0,2737.0,3386.0,3289.0
767,237.0,2437.0,275.0,2.0,2720.0,3423.0,3288.0
768,238.0,2463.0,270.0,2.0,2711.0,3435.0,3291.0
769,242.0,2493.0,267.0,2.0,2692.0,3424.0,3289.0
770,239.0,2477.0,272.0,2.0,2711.0,3428.0,3289.0
771,236.0,2478.0,278.0,2.0,2658.0,3427.0,3290.0
772,240.0,2438.0,278.0,2.0,2645.0,3417.0,3290.0
773,241.0,2399.0,275.0,2.0,2696.0,3384.0,3290.0
774,239.0,2391.0,276.0,2.0,2663.0,3384.0,3291.0
775,241.0,2402.0,263.0,2.0,2587.0,3393.0,3288.0
776,240.0,2439.0,250.0,2.0,2490.0,3385.0,3289.0
777,240.0,2439.0,250.0,2.0,2490.0,3385.0,3289.0
778,239.0,2393.0,252.0,2.0,2522.0,3372.0,3289.0
779,236.0,2288.0,252.0,2.0,2640.0,3384.0,3290.0
780,235.0,2321.0,252.0,2.0,2666.0,3270.0,3291.0
781,238.0,2391.0,251.0,2.0,2672.0,3154.0,3289.0
782,242.0,2430.0,234.0,2.0,2607.0,3050.0,3290.0
783,242.0,2427.0,220.0,2.0,2647.0,3084.0,3291.0
784,241.0,2428.0,216.0,2.0,2712.0,3207.0,3289.0
785,242.0,2432.0,208.0,2.0,2749.0,3258.0,3288.0
786,239.0,2431.0,202.0,2.0,2736.0,3285.0,3288.0
787,239.0,2457.0,197.0,2.0,2740.0,3327.0,3288.0
788,243.0,2505.0,188.0,2.0,2740.0,3403.0,3288.0
789,240.0,2529.0,179.0,2.0,2702.0,3430.0,3289.0
790,241.0,2565.0,166.0,2.0,2687.0,3380.0,3292.0
