,hospital-er-wait-minutes-columbus_midtown,hospital-er-wait-minutes-columbus_northside,hospital-er-wait-minutes-columbus_midtown_peds
962,112.0,33.0,11.0
963,112.0,33.0,11.0
964,112.0,33.0,11.0
965,112.0,33.0,11.0
966,112.0,33.0,11.0
967,112.0,33.0,13.0
968,95.0,33.0,13.0
969,95.0,33.0,13.0
970,95.0,33.0,13.0
971,95.0,33.0,13.0
972,95.0,33.0,13.0
973,95.0,33.0,15.0
974,101.0,34.0,15.0
975,101.0,34.0,15.0
976,101.0,34.0,15.0
977,101.0,34.0,15.0
978,101.0,34.0,15.0
979,101.0,34.0,12.0
980,86.0,44.0,12.0
981,86.0,44.0,12.0
982,86.0,44.0,12.0
983,86.0,44.0,12.0
984,86.0,44.0,12.0
985,86.0,44.0,8.0
986,79.0,49.0,8.0
987,79.0,49.0,8.0
988,79.0,49.0,8.0
989,79.0,49.0,8.0
990,79.0,49.0,8.0
991,79.0,49.0,4.0
992,72.0,53.0,4.0
993,72.0,53.0,4.0
994,72.0,53.0,4.0
995,72.0,53.0,4.0
996,72.0,53.0,4.0
997,64.0,67.0,13.0
998,64.0,67.0,13.0
999,64.0,67.0,13.0
