,pandemic_infected,pandemic_recovered,pandemic_susceptible
658,0.10345499999999999,0.02867625,0.83143375
659,0.11222875,0.03932,0.8013075
660,0.11643250000000001,0.0511125,0.7745325
661,0.11672750000000001,0.06372125,0.751105
662,0.11508499999999999,0.07721125,0.729725
663,0.1113125,0.0909175,0.71111625
664,0.10595125,0.10485125,0.69474625
665,0.1004125,0.11875875,0.6800875
666,0.09385625,0.13281375,0.6674375
667,0.08740875,0.14673375,0.6557875
668,0.0814,0.16031875,0.6453899999999999
669,0.07485499999999999,0.17362375,0.6362975000000001
670,0.0688375,0.18672625,0.6280600000000001
671,0.06331875,0.1992325,0.62053875
672,0.05793375,0.2116825,0.61374125
673,0.053142499999999995,0.2235,0.60760625
674,0.04872,0.23487249999999998,0.601925
675,0.04485125,0.24563249999999998,0.59667625
676,0.04128875,0.25616125,0.5917125
677,0.03796625,0.2661875,0.58718625
678,0.03498125,0.275715,0.58307125
679,0.03232875,0.2849125,0.57898
680,0.02975875,0.29375625,0.57538
681,0.02756125,0.30240875,0.57200875
682,0.025572499999999998,0.31058,0.568675
683,0.02382625,0.31846375,0.565575
684,0.02235,0.32602875,0.56252
685,0.02083375,0.33344125,0.55975
686,0.019430000000000003,0.3402725,0.55718125
687,0.01816125,0.34693625,0.5546725
688,0.01697625,0.35316625,0.55235875
689,0.01588125,0.35908375,0.55018125
690,0.01489,0.3651375,0.5481375
691,0.01386375,0.37061125,0.5462725
692,0.01301125,0.37580875,0.54445
693,0.0121825,0.380815,0.54276125
694,0.011565,0.38559875,0.54115375
695,0.010775,0.3900275,0.53967125
696,0.0100275,0.3944225,0.5383574999999999
697,0.00947375,0.39852875,0.53701375
698,0.00893625,0.40263499999999997,0.53573
699,0.00833125,0.40637875,0.53460125
700,0.00774,0.4099875,0.53358875
701,0.00719,0.41348,0.53260875
702,0.00675875,0.4167575,0.5316675000000001
703,0.00630375,0.41971625,0.53083875
704,0.005875,0.42265125,0.53000375
705,0.00545625,0.42549875,0.52928125
706,0.0051,0.42810375,0.52857625
707,0.0047525,0.43061125,0.52794875
708,0.00438125,0.43296,0.52736625
709,0.00405875,0.43523500000000004,0.52681375
710,0.0038350000000000003,0.43733125,0.52628125
711,0.0035475000000000003,0.43936000000000003,0.52583875
712,0.00325875,0.44124875,0.5254300000000001
713,0.0030375,0.443125,0.5250275
714,0.00289625,0.44480125,0.524595
715,0.0027,0.446325,0.5242725
716,0.0025175,0.44788125,0.52391875
717,0.00235,0.449295,0.52361
718,0.00214375,0.4506375,0.52331875
719,0.00197875,0.45188625,0.52308125
720,0.00189875,0.45310125,0.5227875
721,0.00182625,0.45420249999999995,0.5225274999999999
722,0.00172125,0.45527375,0.52229625
723,0.00162125,0.45629625,0.522075
724,0.00151625,0.45721875,0.5218825
725,0.00141375,0.45809375,0.52171375
726,0.00122375,0.45978625,0.52141
727,0.0011575,0.46047250000000006,0.52125375
728,0.00110125,0.46122749999999996,0.52110375
729,0.0010225,0.4618975,0.5209725000000001
730,0.0009574999999999999,0.46258125,0.5208625
731,0.0008575,0.46323000000000003,0.52076125
732,0.0008150000000000001,0.46379875,0.5206675000000001
733,0.00076125,0.46434,0.52058125
734,0.000695,0.46486875,0.5204925
735,0.00066,0.46539125,0.5203975000000001
736,0.00063,0.4658425,0.52030875
737,0.0006,0.466355,0.52022125
738,0.00054625,0.46677625,0.52016375
739,0.00049875,0.4672175,0.52010875
740,0.00047625,0.4675525,0.5200475
741,0.00044375,0.467865,0.51999625
742,0.00041,0.4682075,0.5199425
743,0.000375,0.46853249999999996,0.5199024999999999
744,0.0003325,0.46884875,0.5198649999999999
745,0.00030625,0.4691625,0.51981625
746,0.00028875,0.4694,0.519785
747,0.00026000000000000003,0.46963999999999995,0.51975125
748,0.00023875,0.46984875,0.51972
749,0.00022125,0.4700525,0.519695
750,0.00020375,0.47026375,0.51967375
751,0.00019125,0.47045875,0.51965
752,0.0001675,0.47062625,0.51962875
753,0.00015625,0.47079499999999996,0.51960875
754,0.0001375,0.470955,0.51959625
755,0.0001325,0.47110875,0.51957875
756,0.0001225,0.47124375,0.5195625
757,0.00011875,0.47135875,0.519545
758,0.00011499999999999999,0.47146875,0.51952875
759,0.0001,0.47157250000000006,0.5195175
760,0.00010875,0.47167,0.5194975000000001
761,0.0001075,0.4717625,0.5194825
762,9.875e-05,0.47184875,0.51947125
763,9.75e-05,0.47193875,0.5194575
764,8.75e-05,0.47202875,0.51945
765,8e-05,0.47210749999999996,0.51944
766,8.25e-05,0.472175,0.5194274999999999
767,8.25e-05,0.47225249999999996,0.51941875
768,8.25e-05,0.472315,0.5194025
769,8.375e-05,0.47236000000000006,0.5193925
770,8.375e-05,0.47242625,0.51938125
771,7.25e-05,0.4724875,0.51937375
772,7.25e-05,0.4725375,0.51936125
773,6.25e-05,0.47257875,0.51935625
774,5.5e-05,0.47263125,0.51935
775,5.125e-05,0.47267125,0.519345
776,4.2499999999999996e-05,0.47271,0.51934125
777,4.7499999999999996e-05,0.472735,0.5193300000000001
778,4.5e-05,0.47277125,0.5193225
779,4.625e-05,0.47280125,0.5193175
780,4.7499999999999996e-05,0.472825,0.51931
781,4.125e-05,0.47285249999999995,0.51930625
782,3.625e-05,0.47288125,0.51930375
783,2.9999999999999997e-05,0.47291125,0.51930125
784,2.875e-05,0.47294375,0.5192975000000001
785,2.75e-05,0.47296125,0.519295
786,2.625e-05,0.47298999999999997,0.51929375
787,2.125e-05,0.47301000000000004,0.5192925
788,1.625e-05,0.47303249999999997,0.5192899999999999
789,1.375e-05,0.47305375,0.5192899999999999
790,1.375e-05,0.4730775,0.5192899999999999
791,1.25e-05,0.47309625,0.51928875
792,8.75e-06,0.47311625,0.51928875
793,8.75e-06,0.4731375,0.51928625
794,8.75e-06,0.47315125,0.519285
795,8.75e-06,0.47316875,0.519285
796,7.499999999999999e-06,0.47318375,0.519285
797,7.499999999999999e-06,0.47319375,0.51928375
798,5e-06,0.47320375,0.51928375
799,5e-06,0.47321125,0.51928375
800,3.75e-06,0.47322125,0.51928375
801,3.75e-06,0.47322749999999997,0.51928375
802,5e-06,0.47323875,0.5192825
803,6.25e-06,0.47323999999999994,0.51928
804,6.25e-06,0.47324499999999997,0.51928
805,5e-06,0.47326,0.51927875
806,2.5e-06,0.47326375,0.5192775
807,1.25e-06,0.47326875,0.5192775
808,1.25e-06,0.47327749999999996,0.5192775
809,1.25e-06,0.4732825,0.5192775
810,1.25e-06,0.47328625,0.5192775
811,1.25e-06,0.47328625,0.5192775
812,1.25e-06,0.47329125,0.51927625
813,0.00062375,3.75e-06,0.9993700000000001
814,0.00071125,4.375e-05,0.99915875
815,0.0008425,9.25e-05,0.9988875
816,0.0011300000000000001,0.00016625,0.9984225
817,0.0015125,0.0003025,0.9977775
818,0.0022125,0.00048375,0.9967075000000001
819,0.003355,0.00069625,0.9950674999999999
820,0.005215,0.00104625,0.99239625
821,0.0081775,0.001655,0.98807625
822,0.0127525,0.00265,0.9813649999999999
823,0.01839125,0.00408625,0.9725475
824,0.02478,0.0060975000000000005,0.9617674999999999
825,0.031725,0.008727500000000001,0.94920875
826,0.03834625,0.01211375,0.9354125
827,0.044164999999999996,0.01630125,0.92126125
828,0.0489875,0.02116125,0.9069799999999999
829,0.05249625,0.02662875,0.893285
830,0.055385000000000004,0.032235,0.8798524999999999
831,0.05692625,0.038525,0.86717625
832,0.0576275,0.0453275,0.85508
833,0.05762875,0.052515,0.8436450000000001
834,0.05685125,0.059914999999999996,0.83298875
835,0.055947500000000004,0.067415,0.822715
836,0.054497500000000004,0.07518875,0.8130975
837,0.0528375,0.0829825,0.80421875
838,0.05099375,0.0910025,0.7957325
839,0.0492425,0.09890125,0.78760625
840,0.04734,0.10679749999999999,0.77994125
841,0.04548,0.11480375,0.77263125
842,0.0435625,0.1225925,0.76565625
843,0.0417975,0.13031875,0.7590375
844,0.0399125,0.13780125,0.7528024999999999
845,0.0399125,0.13780125,0.7528024999999999
846,0.03598,0.15270625,0.7416675
847,0.034125,0.1598775,0.7366075
848,0.03238375,0.16685250000000001,0.73172625
849,0.030775,0.17373375,0.72718375
850,0.02912,0.18025375,0.7229949999999999
851,0.0276,0.1866025,0.7190375
852,0.02577625,0.1929225,0.71544625
853,0.02433125,0.19892625,0.7119675
854,0.02282125,0.2047825,0.708815
855,0.02145,0.21047249999999998,0.70576125
856,0.0201575,0.216085,0.70294625
857,0.018885,0.22144375,0.70035125
858,0.0176375,0.22656125,0.69792125
859,0.016485,0.23152875,0.69569625
860,0.0155375,0.23612875,0.693675
861,0.01440375,0.24059499999999998,0.69174125
862,0.01330875,0.2449,0.68998375
863,0.01241375,0.248995,0.688325
864,0.01159625,0.2528925,0.6868125
865,0.01075625,0.25678,0.6853899999999999
866,0.01010625,0.26044125,0.68402125
867,0.00940125,0.26399875,0.68277
868,0.008709999999999999,0.26733,0.68164875
869,0.00814125,0.27041625,0.68057
870,0.00767375,0.27348625,0.67952
871,0.0072675,0.27640875,0.67853125
872,0.00669875,0.27916875,0.6776525
873,0.00621125,0.28186625,0.6768425
874,0.0058,0.28433625,0.6761125
875,0.0053975,0.28666625,0.675395
876,0.00500375,0.288955,0.67472375
877,0.00465,0.29117875,0.67407875
878,0.00437625,0.29315375,0.67346875
879,0.0041375,0.29513875,0.6729149999999999
880,0.0038675,0.29694,0.672405
881,0.00362875,0.29868625,0.67191875
882,0.00341375,0.30039,0.67143
883,0.00325,0.30188625,0.6709925
884,0.0031275,0.30333875,0.67055875
885,0.00290625,0.3047925,0.670175
886,0.00270625,0.306135,0.6698025
887,0.00252,0.30742375,0.66943375
888,0.0023350000000000003,0.3086,0.6691275
889,0.0021575,0.30985250000000003,0.668845
890,0.00205625,0.3109175,0.66855125
891,0.0019375,0.31198000000000004,0.66827875
892,0.0017925,0.31297875,0.66805375
893,0.0016825,0.3138675,0.66783
894,0.0015400000000000001,0.3147775,0.6676449999999999
895,0.0014375,0.3156525,0.66741875
896,0.00137875,0.31642,0.667215
897,0.001325,0.31719625,0.6670225000000001
898,0.0012525000000000001,0.31792625,0.6668475
899,0.00118125,0.3186575,0.66668
900,0.0011025,0.31929875,0.6665525
901,0.00103,0.319895,0.66638625
902,0.00099875,0.32049875,0.66622125
903,0.00091125,0.32108000000000003,0.66611375
904,0.0008550000000000001,0.32158375,0.66599
905,0.00081125,0.3220625,0.66586875
906,0.000775,0.32256,0.6657525
907,0.0007224999999999999,0.323025,0.66566
908,0.0007099999999999999,0.32341625,0.66553625
909,0.00068875,0.323785,0.6654225
910,0.00067625,0.324135,0.66532375
911,0.00061,0.32451375,0.66523625
912,0.00057,0.32486875,0.66515375
913,0.00054625,0.3252025,0.66508125
914,0.000515,0.3254975,0.6650175
915,0.00047375,0.32578625,0.66494625
916,0.00045999999999999996,0.326085,0.66487
917,0.00044875,0.32635749999999997,0.66481125
918,0.00042249999999999997,0.32661875,0.66474625
919,0.00040875,0.32682875,0.66469125
920,0.00039625,0.3270475,0.6646274999999999
921,0.0003675,0.3272625,0.66457125
922,0.00033999999999999997,0.32748499999999997,0.664515
923,0.00031,0.327685,0.6644774999999999
924,0.0003075,0.32786750000000003,0.66442625
925,0.00030875,0.3280475,0.664375
926,0.00027749999999999997,0.32820375,0.66433875
927,0.00025875,0.328375,0.66430125
928,0.00022875,0.3285525,0.66427625
929,0.00021875,0.32869875,0.664245
930,0.00020750000000000003,0.32881625,0.6642125
931,0.00018999999999999998,0.32894125,0.66418625
932,0.00017875,0.32906625,0.66416375
933,0.00016375,0.3291675,0.6641425
934,0.00015375,0.32927875,0.6641175
935,0.00014625,0.32937625,0.66409875
936,0.0001425,0.32947625,0.66407875
937,0.0001425,0.32958125,0.66404875
938,0.00014375,0.32968000000000003,0.66402375
939,0.00014125,0.3297575,0.66400375
940,0.00014,0.32983,0.6639875
941,0.0001225,0.3299025,0.6639775
942,0.00011375,0.329955,0.6639649999999999
943,0.00011,0.33000999999999997,0.66395375
944,0.00010875,0.33005875,0.66393375
945,9.625e-05,0.33011375,0.66392125
946,8.499999999999999e-05,0.3301725,0.66391125
947,8.375e-05,0.33023375,0.6639
948,7.5e-05,0.33028125,0.6638925
949,6.875e-05,0.3303275,0.6638824999999999
950,6.625e-05,0.33036625,0.66387375
951,5.25e-05,0.33040625,0.66387125
952,5e-05,0.33045375,0.6638649999999999
953,4.625e-05,0.33049375,0.66386375
954,5e-05,0.33053625,0.66385875
955,4.875e-05,0.330565,0.6638525
956,4.5e-05,0.3305975,0.66384625
957,4.5e-05,0.330635,0.66383375
958,4.125e-05,0.33066,0.66382875
959,4.5e-05,0.33069499999999996,0.6638225
960,4.7499999999999996e-05,0.33072375,0.66381125
961,4.2499999999999996e-05,0.33074499999999996,0.6638075
962,4.125e-05,0.33076625,0.66379875
963,4e-05,0.33078625,0.66379375
964,3.75e-05,0.33081375,0.66378625
965,3.875e-05,0.33082875,0.66377875
966,3.375e-05,0.33084250000000004,0.6637774999999999
967,3.5e-05,0.33086125,0.6637675000000001
968,3.5e-05,0.33088249999999997,0.66376125
969,3.5e-05,0.33089625,0.66375375
970,2.75e-05,0.33090875,0.66374875
971,2.9999999999999997e-05,0.33092625,0.66374125
972,2.625e-05,0.33094250000000003,0.66374
973,1.4999999999999999e-05,0.33096125,0.66373875
974,1.25e-05,0.33098,0.6637375
975,1.125e-05,0.33099375,0.6637375
976,1.125e-05,0.33100250000000003,0.66373625
977,8.75e-06,0.33100749999999995,0.6637350000000001
978,6.25e-06,0.33101875,0.6637350000000001
979,6.25e-06,0.33103499999999997,0.66373375
980,5e-06,0.33103875,0.6637325
981,3.75e-06,0.33104875,0.6637325
982,5e-06,0.33105375,0.66373125
983,3.75e-06,0.3310625,0.66373125
984,5e-06,0.331065,0.66373
985,5e-06,0.33106875,0.66373
986,5e-06,0.33107375,0.66373
987,5e-06,0.33108000000000004,0.66373
988,2.5e-06,0.3310875,0.66373
989,2.5e-06,0.33109,0.66373
990,2.5e-06,0.33109,0.66372875
991,2.5e-06,0.331095,0.66372875
992,3.75e-06,0.3310975,0.6637274999999999
993,1.25e-06,0.33110125,0.66372625
994,1.25e-06,0.33110500000000004,0.66372625
995,1.25e-06,0.3311075,0.66372625
996,1.25e-06,0.33111375,0.66372625
997,1.25e-06,0.33111625,0.66372625
998,1.25e-06,0.33111875,0.66372625
999,1.25e-06,0.3311225,0.66372625
