,sq,dvn,pe,cop,fcx
0,0.12719559637730526,-1.6992357529597157,-0.453823470461856,-0.9295532174542487,-0.710732083933685
1,-0.5688042978597707,1.2746974320005933,-0.45402951971817984,0.13284623068354762,-1.5369074192590482
2,-4.32675593892462,0.4245383209591225,-0.9086779362177388,-0.531490844294602,-2.381174173645473
3,0.7179221937416713,1.696353248178628,2.7235604670403646,0.7971303730185397,-0.6854597132410767
4,0.4702232566096143,1.6934805063328895,0.7793879480653132,0.5310674580467634,-0.3857776682578695
5,-0.9771769825928089,0.0,0.12681963547267472,-0.7967069867707011,-0.35733429002693384
6,-0.05138565475881762,-4.239090705766557,-1.3596195160392455,-0.7973422349336623,0.6431098152983594
7,-0.997133830455077,0.8492569512550396,-1.3614705983213682,0.5316321231005894,-1.7158794515252929
8,1.4203106780454888,-0.8492569512550396,0.9078529901800358,0.0,-1.432152052877278
9,-1.1834520984281838,0.0,0.0,0.3985386967397808,0.0
10,0.30445004717361,0.0,0.0,0.26560425122967857,-0.35835872091105614
11,0.33816915543294357,0.0,0.0,0.0,-1.1332583822349918
12,3.4765033748636043,1.2736151159087328,0.14518002348351544,0.0,0.05741104877188263
13,0.44668077519283145,-0.42435816465369314,-0.14518002348351544,0.5309969592439678,-0.35887314219706923
14,0.26064002426640087,1.2725346361976975,2.3565677542274344,0.663349941405933,0.0
15,-2.2246950221109785,2.9629651306573024,1.257582982997274,1.0604454864391322,-0.3590019783668019
16,-0.2699966266828113,0.0,0.009041632195838645,0.0,1.076619519030153
17,-1.0807160795174298,1.6891895908446308,0.0,-0.5300821751474949,-1.076619519030153
18,0.13515339931302606,2.1074823395648146,2.7088052680865893,0.7950179297768756,-0.06463404564671649
19,-0.38726330028815426,0.8417508914519978,1.3516559841151299,0.4316948858233971,0.7825091662105876
20,-0.6268327200942281,0.42060989053327447,0.9000900697690994,0.09796614350854327,0.0
21,0.8093314938033558,-2.94799118532163,-2.2517460538842293,-0.6621201327772219,0.3587443984662819
22,-0.6740592582232807,-1.2660900615091286,0.0,-0.36302786836284184,1.4336920018487298
23,3.2639762349795376,0.0,-0.4509582940008805,0.23055121717874272,-0.35823034594084646
24,0.6509798284630719,0.42220815488924757,0.4509582940008805,-0.13779433687055587,-1.4342060543741653
25,-0.8087343748517384,-4.230124751110509,-2.2568278592625113,-1.1879383244894903,0.3587443984662819
26,-0.9025107001603416,2.540221518358532,1.8058695652616308,0.7956504862125513,0.35861574707451993
27,-0.5143501785029869,0.8453085879502886,0.0,0.26507621096261147,-0.35861574707451993
28,0.27003308069240006,0.0,0.4509582940008805,0.7948073010806134,0.35861574707451993
29,0.2247469328642282,0.42238648991244077,0.4507550222818679,0.0,-0.7173601455408019
30,0.9895003830830973,1.6877641137198474,0.900900961833262,1.3232766255413253,0.7173601455408019
31,-1.5241164476638147,-0.42167405221071874,0.45014630514783605,-0.2645152772990933,0.0
32,-0.29780787290523136,0.42167405221071874,0.8996851708977793,1.0576415581353693,0.7168459088333634
33,1.0800595082605113,-1.2655559588305998,-0.44974140627651593,0.0,0.716332408854381
34,-1.012521602585359,-0.8445946448016883,-1.8009910316023614,-1.0576415581353693,-0.3581020629135345
35,-1.0473504682249057,0.42238648991244077,1.351047266981098,0.7933360193956851,-0.35823034594084646
36,-2.9960667327175727,2.1092604318675434,-0.45014630514783605,0.2643055387396842,-1.4342060543741653
37,0.864194446687172,-1.2650223065868715,0.0,0.0,-0.7178751205638711
38,-1.0506872799691536,0.42185193622845674,0.45014630514783605,0.2642356997801798,-0.7183908354932989
39,-0.5664732781189841,0.0,1.5289835240248628,0.26416589771915966,0.0
40,-0.06582668650167989,-2.1110415270730876,-1.9791298291726989,-0.7927071362390237,-1.0785548412082235
41,-0.6829530175203047,-0.42274361229877044,0.0,0.08987172139462984,-1.4398850579877553
42,-1.5033243146955755,0.0,0.0,0.17443381734505436,-0.3602954461601193
43,-0.13603591369104606,-1.2693041687259488,-0.900900961833262,-0.793126280836276,-1.0816658707408777
44,1.4817939211706488,0.4232804296000481,-0.4507550222818679,0.0,0.7212405649830167
45,0.013584280271317084,-0.8467401013945164,-0.9021200431376108,-0.5291005414433947,-0.36055525899891805
46,-1.2743292381971472,0.4234596717944683,0.0,0.2645852641443014,-0.36068530598409865
47,-1.3100029944910219,1.2693041687259488,0.9021200431376108,0.39674668245082145,0.9807598790017025
48,-2.454490902950468,0.8453085879502886,0.9013069560128706,0.9251305754647277,-0.6200745730176038
49,-0.6705777120998846,-0.8453085879502886,-0.45055193373100266,-0.528541238519864,0.2668233969469469
50,-0.5527793358925948,-0.8460237391259007,0.900900961833262,0.2643055387396842,-0.6275087029310455
51,-0.48743722134592105,0.0,-0.4503490281022593,-0.22994186800895378,-0.7217611284096037
52,-1.2275069810261385,-0.4232804296000481,-2.254792387089033,-0.4309530076755941,-1.8066852249494225
53,0.5804140540996983,0.0,-0.9033424281863489,0.6608948756845479,-1.8099552452395251
54,1.8116256599771674,0.8463817686812369,0.9033424281863489,-0.925375173444376,-1.0875476873986045
55,-2.1195864487371097,-2.5412974286727064,-1.355319837010427,-1.3234517548443847,-1.8079445551100193
56,-1.4384056728493633,0.42399831035888624,0.0,0.13242402191115943,-1.461813126446998
57,-2.663080862260969,-1.2725346361976975,-1.8099552452399692,-0.13242402191115943,-1.4566644964637554
58,1.4827286154162067,2.1199923140358123,0.0,0.6619448179749909,0.3643650978548685
59,-1.187243691587625,0.4234596717944683,0.0,0.5292405521784005,0.36423238428540117
60,1.1330278803907134,0.8463817686812369,-0.9062075835379879,0.0,0.3640997673577395
