,hospital-er-wait-minutes-piedmont_fayette,hospital-er-wait-minutes-piedmont_mountainside,hospital-er-wait-minutes-piedmont_walton,hospital-er-wait-minutes-piedmont_newnan,hospital-er-wait-minutes-piedmont_mountside_ellijay,hospital-er-wait-minutes-piedmont_newton,hospital-er-wait-minutes-piedmont_atlanta,hospital-er-wait-minutes-piedmont_henry,hospital-er-wait-minutes-piedmont_rockdale,hospital-er-wait-minutes-piedmont_athens
311,77.0,96.0,3.0,18.0,19.0,53.0,19.0,53.0,94.0,46.0
312,77.0,96.0,3.0,18.0,19.0,53.0,19.0,53.0,94.0,46.0
313,78.0,81.0,2.0,18.0,25.0,39.0,18.0,49.0,90.0,52.0
314,78.0,81.0,2.0,18.0,25.0,39.0,18.0,49.0,90.0,52.0
315,83.0,97.0,2.0,34.0,0.0,35.0,23.0,45.0,115.0,41.0
316,83.0,97.0,2.0,34.0,0.0,35.0,23.0,45.0,115.0,41.0
317,85.0,40.0,2.0,43.0,21.0,39.0,26.0,23.0,137.0,36.0
318,85.0,40.0,2.0,43.0,21.0,39.0,26.0,23.0,137.0,36.0
319,87.0,46.0,3.0,61.0,38.0,30.0,19.0,23.0,113.0,43.0
320,87.0,46.0,3.0,61.0,38.0,30.0,19.0,23.0,113.0,43.0
321,59.0,69.0,4.0,64.0,29.0,38.0,16.0,26.0,23.0,52.0
322,59.0,69.0,4.0,64.0,29.0,38.0,16.0,26.0,23.0,52.0
323,54.0,90.0,3.0,70.0,12.0,51.0,23.0,23.0,24.0,59.0
324,54.0,90.0,3.0,70.0,12.0,51.0,23.0,23.0,24.0,59.0
325,64.0,115.0,5.0,52.0,0.0,52.0,27.0,25.0,28.0,52.0
326,64.0,115.0,5.0,52.0,0.0,52.0,27.0,25.0,28.0,52.0
327,94.0,101.0,4.0,28.0,18.0,43.0,31.0,24.0,46.0,42.0
328,94.0,101.0,4.0,28.0,18.0,43.0,31.0,24.0,46.0,42.0
329,105.0,102.0,3.0,28.0,21.0,58.0,36.0,20.0,44.0,45.0
330,105.0,102.0,3.0,28.0,21.0,58.0,36.0,20.0,44.0,45.0
331,109.0,86.0,4.0,22.0,21.0,89.0,43.0,28.0,36.0,58.0
332,109.0,86.0,4.0,22.0,21.0,89.0,43.0,28.0,36.0,58.0
333,135.0,49.0,5.0,23.0,7.0,84.0,42.0,57.0,31.0,74.0
334,135.0,49.0,5.0,23.0,7.0,84.0,42.0,57.0,31.0,74.0
335,134.0,60.0,5.0,29.0,8.0,75.0,45.0,87.0,36.0,109.0
336,134.0,60.0,5.0,29.0,8.0,75.0,45.0,87.0,36.0,109.0
337,124.0,69.0,3.0,26.0,39.0,65.0,88.0,146.0,48.0,98.0
338,124.0,69.0,3.0,26.0,39.0,65.0,88.0,146.0,48.0,98.0
339,132.0,51.0,1.0,27.0,39.0,42.0,36.0,151.0,61.0,91.0
340,132.0,51.0,1.0,27.0,39.0,42.0,36.0,151.0,61.0,91.0
341,142.0,41.0,1.0,39.0,0.0,68.0,34.0,126.0,57.0,85.0
342,142.0,41.0,1.0,39.0,0.0,68.0,34.0,126.0,57.0,85.0
343,166.0,22.0,1.0,51.0,0.0,73.0,59.0,144.0,79.0,83.0
344,166.0,22.0,1.0,51.0,0.0,73.0,59.0,144.0,79.0,83.0
345,195.0,16.0,1.0,55.0,0.0,49.0,64.0,153.0,118.0,112.0
346,195.0,16.0,1.0,55.0,0.0,49.0,64.0,153.0,118.0,112.0
347,221.0,20.0,1.0,40.0,11.0,43.0,53.0,105.0,125.0,121.0
348,221.0,20.0,1.0,40.0,11.0,43.0,53.0,105.0,125.0,121.0
349,215.0,0.0,1.0,40.0,11.0,54.0,50.0,181.0,112.0,100.0
350,215.0,0.0,1.0,40.0,11.0,54.0,50.0,181.0,112.0,100.0
351,241.0,0.0,0.0,5.0,22.0,77.0,43.0,216.0,107.0,90.0
352,241.0,0.0,0.0,5.0,22.0,77.0,43.0,216.0,107.0,90.0
353,270.0,0.0,1.0,3.0,22.0,86.0,29.0,160.0,103.0,52.0
354,270.0,0.0,1.0,3.0,22.0,86.0,29.0,160.0,103.0,52.0
355,275.0,0.0,3.0,4.0,0.0,74.0,10.0,155.0,120.0,22.0
356,275.0,0.0,3.0,4.0,0.0,74.0,10.0,155.0,120.0,22.0
357,316.0,0.0,3.0,5.0,0.0,54.0,6.0,179.0,68.0,15.0
358,316.0,0.0,3.0,5.0,0.0,54.0,6.0,179.0,68.0,15.0
359,336.0,0.0,0.0,6.0,0.0,57.0,5.0,178.0,96.0,8.0
360,336.0,0.0,0.0,6.0,0.0,57.0,5.0,178.0,96.0,8.0
361,348.0,15.0,1.0,6.0,0.0,45.0,27.0,178.0,120.0,7.0
362,348.0,15.0,1.0,6.0,0.0,45.0,27.0,178.0,120.0,7.0
363,295.0,20.0,1.0,19.0,0.0,41.0,38.0,128.0,148.0,7.0
364,295.0,20.0,1.0,19.0,0.0,41.0,38.0,128.0,148.0,7.0
365,314.0,26.0,0.0,19.0,0.0,55.0,43.0,234.0,169.0,7.0
366,314.0,26.0,0.0,19.0,0.0,55.0,43.0,234.0,169.0,7.0
367,349.0,0.0,12.0,0.0,0.0,49.0,18.0,184.0,176.0,4.0
368,349.0,0.0,12.0,0.0,0.0,49.0,18.0,184.0,176.0,4.0
369,346.0,13.0,18.0,1.0,0.0,22.0,13.0,107.0,78.0,7.0
370,346.0,13.0,18.0,1.0,0.0,22.0,13.0,107.0,78.0,7.0
371,410.0,15.0,10.0,3.0,0.0,10.0,10.0,99.0,57.0,7.0
372,410.0,15.0,10.0,3.0,0.0,10.0,10.0,99.0,57.0,7.0
373,322.0,12.0,3.0,3.0,5.0,16.0,9.0,69.0,16.0,6.0
374,322.0,12.0,3.0,3.0,5.0,16.0,9.0,69.0,16.0,6.0
375,270.0,11.0,8.0,3.0,5.0,20.0,3.0,62.0,18.0,6.0
376,270.0,11.0,8.0,3.0,5.0,20.0,3.0,62.0,18.0,6.0
377,218.0,15.0,7.0,2.0,8.0,20.0,7.0,44.0,21.0,5.0
378,218.0,15.0,7.0,2.0,8.0,20.0,7.0,44.0,21.0,5.0
379,167.0,20.0,4.0,2.0,8.0,38.0,11.0,50.0,28.0,6.0
380,167.0,20.0,4.0,2.0,8.0,38.0,11.0,50.0,28.0,6.0
381,116.0,30.0,3.0,5.0,7.0,36.0,16.0,52.0,35.0,15.0
382,116.0,30.0,3.0,5.0,7.0,36.0,16.0,52.0,35.0,15.0
383,115.0,37.0,2.0,10.0,7.0,28.0,22.0,43.0,45.0,16.0
384,115.0,37.0,2.0,10.0,7.0,28.0,22.0,43.0,45.0,16.0
385,102.0,94.0,3.0,14.0,7.0,24.0,33.0,36.0,28.0,17.0
386,102.0,94.0,3.0,14.0,7.0,24.0,33.0,36.0,28.0,17.0
387,87.0,57.0,4.0,21.0,7.0,32.0,42.0,37.0,29.0,28.0
388,87.0,57.0,4.0,21.0,7.0,32.0,42.0,37.0,29.0,28.0
389,79.0,39.0,3.0,18.0,10.0,38.0,52.0,43.0,46.0,36.0
390,79.0,39.0,3.0,18.0,10.0,38.0,52.0,43.0,46.0,36.0
391,72.0,32.0,3.0,20.0,10.0,40.0,59.0,51.0,51.0,38.0
392,72.0,32.0,3.0,20.0,10.0,40.0,59.0,51.0,51.0,38.0
393,90.0,38.0,1.0,22.0,8.0,32.0,61.0,58.0,55.0,38.0
394,90.0,38.0,1.0,22.0,8.0,32.0,61.0,58.0,55.0,38.0
395,99.0,59.0,4.0,33.0,14.0,19.0,49.0,69.0,76.0,46.0
396,99.0,59.0,4.0,33.0,14.0,19.0,49.0,69.0,76.0,46.0
397,89.0,60.0,4.0,52.0,14.0,15.0,18.0,95.0,55.0,54.0
398,89.0,60.0,4.0,52.0,14.0,15.0,18.0,95.0,55.0,54.0
399,94.0,68.0,4.0,67.0,2.0,18.0,9.0,98.0,50.0,54.0
400,94.0,68.0,4.0,67.0,2.0,18.0,9.0,98.0,50.0,54.0
401,88.0,67.0,3.0,62.0,13.0,17.0,9.0,107.0,90.0,60.0
402,88.0,67.0,3.0,62.0,13.0,17.0,9.0,107.0,90.0,60.0
403,91.0,81.0,5.0,57.0,40.0,20.0,9.0,116.0,102.0,61.0
404,91.0,81.0,5.0,57.0,40.0,20.0,9.0,116.0,102.0,61.0
405,109.0,123.0,6.0,65.0,40.0,20.0,9.0,121.0,156.0,49.0
406,109.0,123.0,6.0,65.0,40.0,20.0,9.0,121.0,156.0,49.0
407,100.0,136.0,3.0,66.0,17.0,23.0,12.0,141.0,207.0,43.0
408,100.0,136.0,3.0,66.0,17.0,23.0,12.0,141.0,207.0,43.0
409,109.0,117.0,4.0,79.0,17.0,27.0,11.0,133.0,192.0,36.0
410,109.0,117.0,4.0,79.0,17.0,27.0,11.0,133.0,192.0,36.0
411,133.0,86.0,4.0,113.0,13.0,28.0,9.0,149.0,127.0,31.0
412,133.0,86.0,4.0,113.0,13.0,28.0,9.0,149.0,127.0,31.0
413,136.0,73.0,3.0,130.0,13.0,37.0,8.0,197.0,121.0,32.0
414,136.0,73.0,3.0,130.0,13.0,37.0,8.0,197.0,121.0,32.0
415,129.0,21.0,5.0,106.0,13.0,35.0,8.0,157.0,107.0,33.0
416,129.0,21.0,5.0,106.0,13.0,35.0,8.0,157.0,107.0,33.0
417,108.0,26.0,9.0,67.0,0.0,38.0,10.0,153.0,121.0,30.0
418,108.0,26.0,9.0,67.0,0.0,38.0,10.0,153.0,121.0,30.0
419,97.0,28.0,8.0,69.0,17.0,41.0,16.0,152.0,129.0,36.0
420,97.0,28.0,8.0,69.0,17.0,41.0,16.0,152.0,129.0,36.0
421,99.0,30.0,7.0,68.0,17.0,29.0,25.0,159.0,134.0,54.0
422,99.0,30.0,7.0,68.0,17.0,29.0,25.0,159.0,134.0,54.0
423,105.0,40.0,9.0,59.0,13.0,24.0,20.0,192.0,172.0,60.0
424,105.0,40.0,9.0,59.0,13.0,24.0,20.0,192.0,172.0,60.0
425,124.0,34.0,7.0,35.0,14.0,28.0,10.0,173.0,220.0,61.0
426,124.0,34.0,7.0,35.0,14.0,28.0,10.0,173.0,220.0,61.0
427,134.0,34.0,4.0,25.0,15.0,23.0,10.0,164.0,209.0,67.0
428,134.0,34.0,4.0,25.0,15.0,23.0,10.0,164.0,209.0,67.0
429,155.0,16.0,5.0,10.0,0.0,27.0,11.0,161.0,189.0,80.0
430,155.0,16.0,5.0,10.0,0.0,27.0,11.0,161.0,189.0,80.0
431,172.0,16.0,9.0,11.0,0.0,37.0,16.0,178.0,187.0,91.0
432,172.0,16.0,9.0,11.0,0.0,37.0,16.0,178.0,187.0,91.0
433,149.0,0.0,8.0,15.0,0.0,36.0,12.0,194.0,213.0,62.0
434,149.0,0.0,8.0,15.0,0.0,36.0,12.0,194.0,213.0,62.0
435,154.0,0.0,2.0,13.0,8.0,23.0,34.0,187.0,234.0,70.0
436,154.0,0.0,2.0,13.0,8.0,23.0,34.0,187.0,234.0,70.0
437,151.0,0.0,2.0,14.0,9.0,27.0,35.0,247.0,264.0,92.0
438,151.0,0.0,2.0,14.0,9.0,27.0,35.0,247.0,264.0,92.0
439,148.0,0.0,2.0,19.0,8.0,40.0,30.0,273.0,293.0,100.0
440,148.0,0.0,2.0,19.0,8.0,40.0,30.0,273.0,293.0,100.0
441,157.0,0.0,2.0,19.0,8.0,34.0,27.0,255.0,323.0,126.0
442,157.0,0.0,2.0,19.0,8.0,34.0,27.0,255.0,323.0,126.0
443,179.0,0.0,2.0,5.0,0.0,34.0,37.0,272.0,305.0,130.0
444,179.0,0.0,2.0,5.0,0.0,34.0,37.0,272.0,305.0,130.0
445,176.0,0.0,7.0,4.0,0.0,52.0,46.0,307.0,311.0,136.0
446,176.0,0.0,7.0,4.0,0.0,52.0,46.0,307.0,311.0,136.0
447,188.0,0.0,7.0,11.0,0.0,61.0,52.0,327.0,391.0,120.0
448,188.0,0.0,7.0,11.0,0.0,61.0,52.0,327.0,391.0,120.0
449,201.0,15.0,2.0,11.0,0.0,64.0,50.0,364.0,550.0,79.0
450,201.0,15.0,2.0,11.0,0.0,64.0,50.0,364.0,550.0,79.0
451,166.0,15.0,2.0,0.0,0.0,77.0,38.0,316.0,430.0,129.0
452,166.0,15.0,2.0,0.0,0.0,77.0,38.0,316.0,430.0,129.0
453,166.0,10.0,0.0,11.0,0.0,98.0,63.0,290.0,400.0,119.0
454,166.0,10.0,0.0,11.0,0.0,98.0,63.0,290.0,400.0,119.0
455,168.0,10.0,0.0,9.0,0.0,124.0,74.0,337.0,391.0,135.0
456,168.0,10.0,0.0,9.0,0.0,124.0,74.0,337.0,391.0,135.0
457,151.0,9.0,0.0,9.0,0.0,133.0,100.0,411.0,364.0,157.0
458,151.0,9.0,0.0,9.0,0.0,133.0,100.0,411.0,364.0,157.0
459,36.0,9.0,0.0,11.0,0.0,105.0,126.0,327.0,366.0,138.0
460,36.0,9.0,0.0,11.0,0.0,105.0,126.0,327.0,366.0,138.0
461,55.0,0.0,0.0,14.0,0.0,73.0,71.0,270.0,618.0,171.0
462,55.0,0.0,0.0,14.0,0.0,73.0,71.0,270.0,618.0,171.0
463,101.0,20.0,0.0,10.0,0.0,35.0,56.0,325.0,396.0,196.0
464,101.0,20.0,0.0,10.0,0.0,35.0,56.0,325.0,396.0,196.0
465,102.0,20.0,6.0,6.0,0.0,23.0,52.0,297.0,271.0,237.0
466,105.0,0.0,4.0,3.0,0.0,17.0,43.0,281.0,223.0,99.0
467,90.0,7.0,3.0,4.0,9.0,19.0,13.0,277.0,70.0,48.0
468,90.0,7.0,3.0,4.0,9.0,19.0,13.0,277.0,70.0,48.0
469,77.0,12.0,3.0,2.0,9.0,19.0,13.0,214.0,19.0,19.0
470,77.0,12.0,3.0,2.0,9.0,19.0,13.0,214.0,19.0,19.0
471,62.0,28.0,6.0,2.0,10.0,17.0,9.0,168.0,20.0,15.0
472,62.0,28.0,6.0,2.0,10.0,17.0,9.0,168.0,20.0,15.0
473,64.0,25.0,8.0,2.0,9.0,21.0,4.0,168.0,22.0,19.0
474,64.0,25.0,8.0,2.0,9.0,21.0,4.0,168.0,22.0,19.0
475,61.0,39.0,7.0,2.0,15.0,22.0,8.0,81.0,17.0,20.0
476,61.0,39.0,7.0,2.0,15.0,22.0,8.0,81.0,17.0,20.0
477,53.0,45.0,5.0,2.0,18.0,19.0,17.0,80.0,21.0,22.0
478,53.0,45.0,5.0,2.0,18.0,19.0,17.0,80.0,21.0,22.0
479,42.0,45.0,3.0,2.0,15.0,9.0,24.0,69.0,21.0,20.0
480,42.0,45.0,3.0,2.0,15.0,9.0,24.0,69.0,21.0,20.0
481,46.0,29.0,3.0,3.0,12.0,14.0,34.0,61.0,25.0,14.0
482,46.0,29.0,3.0,3.0,12.0,14.0,34.0,61.0,25.0,14.0
483,53.0,18.0,6.0,4.0,7.0,18.0,38.0,59.0,40.0,17.0
484,53.0,18.0,6.0,4.0,7.0,18.0,38.0,59.0,40.0,17.0
485,51.0,18.0,7.0,3.0,18.0,26.0,44.0,67.0,55.0,19.0
486,51.0,18.0,7.0,3.0,18.0,26.0,44.0,67.0,55.0,19.0
487,58.0,18.0,8.0,2.0,40.0,32.0,60.0,57.0,63.0,8.0
488,58.0,18.0,8.0,2.0,40.0,32.0,60.0,57.0,63.0,8.0
489,68.0,4.0,6.0,4.0,54.0,32.0,61.0,63.0,60.0,9.0
490,68.0,4.0,6.0,4.0,54.0,32.0,61.0,63.0,60.0,9.0
491,80.0,8.0,5.0,5.0,105.0,26.0,82.0,72.0,47.0,13.0
492,80.0,8.0,5.0,5.0,105.0,26.0,82.0,72.0,47.0,13.0
493,75.0,9.0,7.0,7.0,102.0,18.0,70.0,86.0,37.0,15.0
494,75.0,9.0,7.0,7.0,102.0,18.0,70.0,86.0,37.0,15.0
495,73.0,4.0,7.0,8.0,57.0,19.0,43.0,102.0,45.0,17.0
496,73.0,4.0,7.0,8.0,57.0,19.0,43.0,102.0,45.0,17.0
497,71.0,11.0,6.0,7.0,57.0,20.0,25.0,102.0,51.0,22.0
498,71.0,11.0,6.0,7.0,57.0,20.0,25.0,102.0,51.0,22.0
499,71.0,36.0,3.0,4.0,91.0,15.0,18.0,91.0,65.0,24.0
500,71.0,36.0,3.0,4.0,91.0,15.0,18.0,91.0,65.0,24.0
501,90.0,35.0,8.0,8.0,98.0,19.0,15.0,96.0,50.0,25.0
502,90.0,35.0,8.0,8.0,98.0,19.0,15.0,96.0,50.0,25.0
503,103.0,33.0,7.0,17.0,96.0,23.0,8.0,103.0,8.0,24.0
504,103.0,33.0,7.0,17.0,96.0,23.0,8.0,103.0,8.0,24.0
505,84.0,23.0,4.0,24.0,101.0,26.0,12.0,104.0,12.0,21.0
506,84.0,23.0,4.0,24.0,101.0,26.0,12.0,104.0,12.0,21.0
507,86.0,17.0,6.0,32.0,109.0,14.0,13.0,109.0,19.0,25.0
508,86.0,17.0,6.0,32.0,109.0,14.0,13.0,109.0,19.0,25.0
509,97.0,18.0,6.0,35.0,4.0,8.0,10.0,126.0,12.0,20.0
510,97.0,18.0,6.0,35.0,4.0,8.0,10.0,126.0,12.0,20.0
511,92.0,46.0,5.0,25.0,4.0,7.0,13.0,166.0,11.0,16.0
512,92.0,46.0,5.0,25.0,4.0,7.0,13.0,166.0,11.0,16.0
513,97.0,72.0,5.0,16.0,7.0,13.0,18.0,157.0,13.0,16.0
514,97.0,72.0,5.0,16.0,7.0,13.0,18.0,157.0,13.0,16.0
515,97.0,29.0,2.0,18.0,7.0,13.0,24.0,136.0,13.0,22.0
516,97.0,29.0,2.0,18.0,7.0,13.0,24.0,136.0,13.0,22.0
517,82.0,21.0,4.0,20.0,10.0,17.0,28.0,140.0,17.0,23.0
518,82.0,21.0,4.0,20.0,10.0,17.0,28.0,140.0,17.0,23.0
519,69.0,21.0,5.0,27.0,10.0,16.0,32.0,146.0,28.0,18.0
520,69.0,21.0,5.0,27.0,10.0,16.0,32.0,146.0,28.0,18.0
521,68.0,8.0,4.0,33.0,12.0,12.0,30.0,157.0,38.0,14.0
522,68.0,8.0,4.0,33.0,12.0,12.0,30.0,157.0,38.0,14.0
523,75.0,4.0,4.0,43.0,12.0,12.0,27.0,178.0,42.0,13.0
524,75.0,4.0,4.0,43.0,12.0,12.0,27.0,178.0,42.0,13.0
525,106.0,12.0,4.0,67.0,0.0,12.0,30.0,207.0,52.0,12.0
526,106.0,12.0,4.0,67.0,0.0,12.0,30.0,207.0,52.0,12.0
527,104.0,12.0,5.0,61.0,11.0,11.0,31.0,200.0,54.0,16.0
528,104.0,12.0,5.0,61.0,11.0,11.0,31.0,200.0,54.0,16.0
529,105.0,20.0,3.0,64.0,6.0,20.0,28.0,206.0,63.0,23.0
530,105.0,20.0,3.0,64.0,6.0,20.0,28.0,206.0,63.0,23.0
531,104.0,28.0,2.0,67.0,4.0,32.0,40.0,202.0,100.0,22.0
532,104.0,28.0,2.0,67.0,4.0,32.0,40.0,202.0,100.0,22.0
533,93.0,33.0,1.0,79.0,9.0,25.0,43.0,201.0,104.0,16.0
534,93.0,33.0,1.0,79.0,9.0,25.0,43.0,201.0,104.0,16.0
535,93.0,38.0,4.0,64.0,15.0,18.0,35.0,200.0,131.0,14.0
536,93.0,38.0,4.0,64.0,15.0,18.0,35.0,200.0,131.0,14.0
537,101.0,31.0,5.0,43.0,0.0,9.0,37.0,169.0,143.0,17.0
538,101.0,31.0,5.0,43.0,0.0,9.0,37.0,169.0,143.0,17.0
539,102.0,28.0,8.0,13.0,0.0,6.0,22.0,182.0,126.0,19.0
540,102.0,28.0,8.0,13.0,0.0,6.0,22.0,182.0,126.0,19.0
541,102.0,29.0,9.0,23.0,3.0,10.0,13.0,263.0,106.0,22.0
542,102.0,29.0,9.0,23.0,3.0,10.0,13.0,263.0,106.0,22.0
543,103.0,20.0,9.0,3.0,3.0,4.0,14.0,285.0,136.0,22.0
544,103.0,20.0,9.0,3.0,3.0,4.0,14.0,285.0,136.0,22.0
545,115.0,18.0,0.0,10.0,0.0,4.0,18.0,297.0,160.0,25.0
546,115.0,18.0,0.0,10.0,0.0,4.0,18.0,297.0,160.0,25.0
547,125.0,23.0,0.0,12.0,0.0,0.0,26.0,284.0,218.0,27.0
548,125.0,23.0,0.0,12.0,0.0,0.0,26.0,284.0,218.0,27.0
549,113.0,19.0,3.0,9.0,0.0,23.0,12.0,284.0,156.0,14.0
550,113.0,19.0,3.0,9.0,0.0,23.0,12.0,284.0,156.0,14.0
551,128.0,5.0,3.0,7.0,0.0,36.0,3.0,303.0,88.0,8.0
552,128.0,5.0,3.0,7.0,0.0,36.0,3.0,303.0,88.0,8.0
553,44.0,36.0,0.0,6.0,0.0,40.0,31.0,369.0,105.0,6.0
554,44.0,36.0,0.0,6.0,0.0,40.0,31.0,369.0,105.0,6.0
555,56.0,47.0,2.0,6.0,0.0,79.0,29.0,325.0,132.0,12.0
556,56.0,47.0,2.0,6.0,0.0,79.0,29.0,325.0,132.0,12.0
557,56.0,47.0,3.0,4.0,0.0,77.0,36.0,308.0,116.0,14.0
558,56.0,47.0,3.0,4.0,0.0,77.0,36.0,308.0,116.0,14.0
559,34.0,19.0,3.0,4.0,0.0,78.0,40.0,306.0,60.0,13.0
560,34.0,19.0,3.0,4.0,0.0,78.0,40.0,306.0,60.0,13.0
561,29.0,20.0,2.0,3.0,0.0,62.0,22.0,241.0,43.0,9.0
562,29.0,20.0,2.0,3.0,0.0,62.0,22.0,241.0,43.0,9.0
563,25.0,20.0,4.0,2.0,13.0,64.0,5.0,196.0,14.0,9.0
564,25.0,20.0,4.0,2.0,13.0,64.0,5.0,196.0,14.0,9.0
565,22.0,19.0,7.0,3.0,19.0,53.0,6.0,176.0,25.0,12.0
566,22.0,19.0,7.0,3.0,19.0,53.0,6.0,176.0,25.0,12.0
567,29.0,14.0,1.0,6.0,16.0,52.0,8.0,58.0,30.0,20.0
568,29.0,14.0,1.0,6.0,16.0,52.0,8.0,58.0,30.0,20.0
569,35.0,12.0,1.0,5.0,13.0,51.0,5.0,31.0,22.0,16.0
570,35.0,12.0,1.0,5.0,13.0,51.0,5.0,31.0,22.0,16.0
571,32.0,0.0,1.0,3.0,10.0,45.0,6.0,32.0,25.0,13.0
572,32.0,0.0,1.0,3.0,10.0,45.0,6.0,32.0,25.0,13.0
573,37.0,13.0,1.0,5.0,8.0,50.0,8.0,38.0,23.0,18.0
574,37.0,13.0,1.0,5.0,8.0,50.0,8.0,38.0,23.0,18.0
575,47.0,15.0,1.0,6.0,16.0,37.0,8.0,40.0,20.0,28.0
576,47.0,15.0,1.0,6.0,16.0,37.0,8.0,40.0,20.0,28.0
577,56.0,19.0,1.0,4.0,16.0,45.0,7.0,34.0,18.0,26.0
578,56.0,19.0,1.0,4.0,16.0,45.0,7.0,34.0,18.0,26.0
579,53.0,52.0,2.0,3.0,15.0,46.0,7.0,33.0,18.0,16.0
580,53.0,52.0,2.0,3.0,15.0,46.0,7.0,33.0,18.0,16.0
581,41.0,29.0,4.0,3.0,15.0,50.0,8.0,40.0,21.0,14.0
582,41.0,29.0,4.0,3.0,15.0,50.0,8.0,40.0,21.0,14.0
583,39.0,14.0,8.0,4.0,12.0,68.0,6.0,40.0,26.0,14.0
584,39.0,14.0,8.0,4.0,12.0,68.0,6.0,40.0,26.0,14.0
585,47.0,12.0,4.0,4.0,17.0,69.0,5.0,53.0,25.0,12.0
586,47.0,12.0,4.0,4.0,17.0,69.0,5.0,53.0,25.0,12.0
587,59.0,10.0,0.0,4.0,31.0,34.0,6.0,71.0,20.0,15.0
588,59.0,10.0,0.0,4.0,31.0,34.0,6.0,71.0,20.0,15.0
589,68.0,12.0,1.0,4.0,30.0,35.0,7.0,75.0,18.0,20.0
590,68.0,12.0,1.0,4.0,30.0,35.0,7.0,75.0,18.0,20.0
591,74.0,7.0,1.0,9.0,4.0,38.0,8.0,91.0,17.0,22.0
592,74.0,7.0,1.0,9.0,4.0,38.0,8.0,91.0,17.0,22.0
593,76.0,2.0,2.0,10.0,13.0,48.0,11.0,94.0,17.0,19.0
594,76.0,2.0,2.0,10.0,13.0,48.0,11.0,94.0,17.0,19.0
595,79.0,11.0,2.0,11.0,14.0,63.0,6.0,111.0,21.0,15.0
596,79.0,11.0,2.0,11.0,14.0,63.0,6.0,111.0,21.0,15.0
597,68.0,12.0,3.0,17.0,14.0,52.0,4.0,158.0,24.0,19.0
598,68.0,12.0,3.0,17.0,14.0,52.0,4.0,158.0,24.0,19.0
599,68.0,7.0,2.0,12.0,14.0,45.0,6.0,162.0,26.0,21.0
600,68.0,7.0,2.0,12.0,14.0,45.0,6.0,162.0,26.0,21.0
601,97.0,11.0,1.0,8.0,14.0,45.0,10.0,159.0,24.0,21.0
602,97.0,11.0,1.0,8.0,14.0,45.0,10.0,159.0,24.0,21.0
603,92.0,12.0,2.0,6.0,9.0,19.0,8.0,172.0,16.0,17.0
604,92.0,12.0,2.0,6.0,9.0,19.0,8.0,172.0,16.0,17.0
605,98.0,10.0,5.0,6.0,9.0,16.0,7.0,169.0,17.0,14.0
606,98.0,10.0,5.0,6.0,9.0,16.0,7.0,169.0,17.0,14.0
607,92.0,10.0,6.0,4.0,12.0,20.0,11.0,159.0,29.0,10.0
608,92.0,10.0,6.0,4.0,12.0,20.0,11.0,159.0,29.0,10.0
609,89.0,6.0,6.0,3.0,9.0,18.0,15.0,173.0,49.0,12.0
610,89.0,6.0,6.0,3.0,9.0,18.0,15.0,173.0,49.0,12.0
611,68.0,15.0,4.0,4.0,8.0,21.0,10.0,138.0,61.0,11.0
612,68.0,15.0,4.0,4.0,8.0,21.0,10.0,138.0,61.0,11.0
613,63.0,14.0,2.0,3.0,9.0,38.0,7.0,79.0,71.0,12.0
614,63.0,14.0,2.0,3.0,9.0,38.0,7.0,79.0,71.0,12.0
615,57.0,14.0,3.0,6.0,9.0,32.0,9.0,86.0,83.0,12.0
616,57.0,14.0,3.0,6.0,9.0,32.0,9.0,86.0,83.0,12.0
617,68.0,15.0,2.0,3.0,17.0,30.0,10.0,88.0,92.0,13.0
618,68.0,15.0,2.0,3.0,17.0,30.0,10.0,88.0,92.0,13.0
619,92.0,1.0,3.0,2.0,11.0,25.0,12.0,101.0,82.0,17.0
620,92.0,1.0,3.0,2.0,11.0,25.0,12.0,101.0,82.0,17.0
621,97.0,16.0,4.0,5.0,8.0,19.0,17.0,127.0,141.0,19.0
622,97.0,16.0,4.0,5.0,8.0,19.0,17.0,127.0,141.0,19.0
623,91.0,16.0,3.0,8.0,9.0,28.0,19.0,130.0,113.0,17.0
624,91.0,16.0,3.0,8.0,9.0,28.0,19.0,130.0,113.0,17.0
625,83.0,18.0,3.0,10.0,10.0,43.0,15.0,147.0,97.0,15.0
626,83.0,18.0,3.0,10.0,10.0,43.0,15.0,147.0,97.0,15.0
627,70.0,22.0,4.0,21.0,35.0,51.0,15.0,179.0,132.0,15.0
628,70.0,22.0,4.0,21.0,35.0,51.0,15.0,179.0,132.0,15.0
629,70.0,22.0,4.0,21.0,35.0,51.0,15.0,179.0,132.0,15.0
630,42.0,10.0,4.0,19.0,71.0,52.0,20.0,179.0,98.0,16.0
631,53.0,19.0,4.0,12.0,82.0,81.0,25.0,190.0,121.0,25.0
632,53.0,19.0,4.0,12.0,82.0,81.0,25.0,190.0,121.0,25.0
633,65.0,28.0,4.0,10.0,53.0,81.0,41.0,208.0,152.0,47.0
634,65.0,28.0,4.0,10.0,53.0,81.0,41.0,208.0,152.0,47.0
635,81.0,24.0,4.0,19.0,38.0,0.0,34.0,351.0,156.0,37.0
636,81.0,24.0,4.0,19.0,38.0,0.0,34.0,351.0,156.0,37.0
637,73.0,18.0,6.0,7.0,67.0,0.0,27.0,352.0,174.0,41.0
