,c5_ethereum,c5_ripple,c5_iota,c5_bitcoin,c5_cardano
0,0.7497149872433511,0.48424785812539994,0.7455250920579601,1.4392093091810239,0.0
1,1.6900020922375916,0.5502984513379374,2.1660353359196733,0.6563423216994124,0.0
2,0.9555364713705785,-0.9615624471583146,3.3635743815266324,-0.7188735873496626,0.0
3,1.0324067665460461,0.09951486511528174,0.10118868206092202,0.06253126565025013,0.0
4,0.9899015312221309,0.34490821306366115,0.6823998800286972,0.5938520857780532,0.0
5,1.5476714262249516,2.0818452296773557,2.963529733721657,0.655952794921177,8.097210232619375
6,-0.874476469441106,-0.009926921314161063,1.382060397783107,-0.21860312689568673,0.0
7,-0.8130692255863323,-0.6851956634027374,-1.4772005129744343,-0.9374121862601896,0.0
8,-1.9551058069127976,-1.2358627015535149,-4.053983651597548,-1.8461447426270752,0.0
9,-1.1218915435119925,-1.312082542552787,-0.7873724136072155,-0.5639097893781582,-8.097210232619375
10,1.015175930143414,-0.09236138377121961,0.8448422883871558,-0.06258997310760606,8.097210232619375
11,-1.2224813747279768,-5.179268093124733,-1.7017726402758058,-1.0333005475295067,-8.097210232619375
12,-0.5962426521227826,-0.6335380658132408,-0.7182268497485893,-0.5327233255102328,8.097210232619375
13,0.9434549811312536,5.439975296101977,0.32717718928006434,-0.12538791903898527,0.0
14,0.409244793668222,0.14518960467933084,1.041985866124378,0.8147405815434468,0.0
15,1.1491338763044041,-3.30332441995472,1.6198151898879019,0.3131850949503132,0.0
16,1.3234900705592736,4.828191165973124,0.11063657174071295,-0.563803811213802,0.0
17,-0.682205825208257,-0.5503323553066366,-2.324520753634715,-0.6268217210908915,0.0
18,-1.4745335256520775,-5.374215769734121,-2.6506032754631406,-0.5331075592330308,-8.097210232619375
19,-2.5714018450853473,-0.5088396494210201,-1.603449185110776,-0.37648240389535204,0.0
20,-1.1166773002460104,-0.9636924261655508,-1.564555360408292,-0.7533902917875821,0.0
21,-0.571805830325502,4.777822552128725,-0.7180856318097995,0.0,0.0
22,0.1767748984248101,-0.24941795723850646,-0.13451958639763006,-0.25125628272871836,0.0
23,-0.3847853829029191,-0.42134379550208223,-0.9507391853655918,-0.3141591556104686,0.0
24,-0.6763330521634998,-0.37688131164401284,-3.4382145987984245,-0.47142386592167895,0.0
25,-2.4646789767266455,-4.761246916418884,-1.8574729759119464,-0.5345491833923006,0.0
26,-4.182465906162179,-2.5331986305038754,-7.070016832780993,-3.3395324190641986,0.0
27,-0.9224947846623763,-0.653051456007347,-1.0288208575462932,-0.12623871758114547,-8.163310639160954
28,1.456733193396758,-0.16499628795781973,-0.9107144653780779,0.5994920273569733,0.0
29,-0.6652227562917687,-0.4718062514322128,-0.8897276305078208,-0.28392510877347377,0.0
30,-0.26726128093378065,-1.6622638314822211,0.17888138103398887,-0.22088638640889258,0.0
31,0.544927731966709,0.37074396379193786,2.599618347298133,0.47326824149240565,0.0
32,1.680070110226552,1.828327906694426,6.324074601528139,1.4499608529295074,0.0
33,-0.7951953879164648,-0.2867063296725405,-1.2720097591744093,-0.5986420457011263,0.0
34,-0.12038071724873589,-0.11503901752695356,-1.6146949381314926,-0.0945551966651692,0.0
35,-3.0247375107319385,2.10861261182896,-5.4017090089461135,-2.7459971488551673,0.0
36,-0.07350431841132377,-4.305227104728772,-0.14388374218469835,-0.15804529611159523,0.0
37,-1.7341682705200583,-2.8279757334861415,-2.765424086050018,-2.310310387529171,0.0
38,-1.7319120896208915,-2.767098319481647,-6.922254600602116,-2.4109392130612832,-8.230499136515476
39,-5.070817282227836,-5.452515576811265,-4.990616189989964,-6.084856060841048,0.0
40,-0.5561838516359785,-0.11827600903222901,-2.006492612146701,-0.8951407247332099,0.0
41,5.321367996636582,-1.5151697402654918,10.227996823903482,2.459711505438463,0.0
42,1.9165667740153367,2.6601693587218733,2.7595896391725887,1.6576879055028257,0.0
43,2.411545055913848,3.348094235444819,2.9396533210517646,2.386066510242017,8.230499136515476
