,noaa_wind_speed_46073,noaa_wind_direction_46077,noaa_wind_direction_46076,noaa_wind_speed_46076,noaa_wind_direction_46078,noaa_wind_speed_46077,noaa_wind_direction_46073,noaa_wind_speed_46078
0,1.49,0.6361111111111111,0.1,0.22000000000000003,0.925,0.5599999999999999,0.4777777777777778,0.9
1,1.54,0.6361111111111111,0.2388888888888889,0.22000000000000003,0.9305555555555556,0.5599999999999999,0.5722222222222222,0.8699999999999999
2,1.54,0.6416666666666667,0.2388888888888889,0.22000000000000003,0.9305555555555556,0.62,0.5722222222222222,0.8699999999999999
3,1.54,0.6416666666666667,0.2388888888888889,0.22000000000000003,0.9305555555555556,0.62,0.5722222222222222,0.8699999999999999
4,1.41,0.6416666666666667,0.2611111111111111,0.25,0.9166666666666666,0.62,0.6833333333333333,0.8
5,1.41,0.6444444444444445,0.2611111111111111,0.25,0.9166666666666666,0.55,0.6833333333333333,0.8
6,1.41,0.6444444444444445,0.2611111111111111,0.25,0.9166666666666666,0.55,0.6833333333333333,0.8
7,1.4300000000000002,0.6444444444444445,0.16111111111111112,0.33999999999999997,0.9277777777777778,0.55,0.6861111111111111,0.78
8,1.4300000000000002,0.5027777777777778,0.16111111111111112,0.33999999999999997,0.9277777777777778,0.75,0.6861111111111111,0.78
9,1.4300000000000002,0.5027777777777778,0.16111111111111112,0.33999999999999997,0.9277777777777778,0.75,0.6861111111111111,0.78
10,1.47,0.5027777777777778,0.14166666666666666,0.36,0.925,0.75,0.7277777777777777,0.6799999999999999
11,1.47,0.5,0.14166666666666666,0.36,0.925,0.6799999999999999,0.7277777777777777,0.6799999999999999
12,1.64,0.5944444444444444,0.19166666666666668,0.37,0.9111111111111111,0.61,0.7,0.52
13,1.47,0.5944444444444444,0.19166666666666668,0.39,0.8805555555555555,0.61,0.6861111111111111,0.41
14,1.47,0.5777777777777777,0.19166666666666668,0.39,0.8805555555555555,0.53,0.6861111111111111,0.41
15,1.47,0.5777777777777777,0.19166666666666668,0.39,0.8805555555555555,0.53,0.6861111111111111,0.41
16,1.41,0.5777777777777777,0.21666666666666667,0.64,0.8638888888888889,0.53,0.6694444444444444,0.48
17,1.41,0.5638888888888889,0.21666666666666667,0.64,0.8638888888888889,0.37,0.6694444444444444,0.48
18,1.41,0.5638888888888889,0.21666666666666667,0.64,0.8638888888888889,0.37,0.6694444444444444,0.48
19,1.3699999999999999,0.5638888888888889,0.24722222222222223,0.71,0.8222222222222222,0.37,0.7277777777777777,0.4
20,1.3699999999999999,0.5416666666666666,0.24722222222222223,0.71,0.8222222222222222,0.22000000000000003,0.7277777777777777,0.4
21,1.3699999999999999,0.5416666666666666,0.24722222222222223,0.71,0.8222222222222222,0.22000000000000003,0.7277777777777777,0.4
22,1.46,0.5416666666666666,0.20277777777777778,0.67,0.8222222222222222,0.22000000000000003,0.7305555555555555,0.45
23,1.46,0.49722222222222223,0.20277777777777778,0.67,0.8222222222222222,0.29,0.7305555555555555,0.45
24,1.46,0.49722222222222223,0.20277777777777778,0.67,0.8222222222222222,0.29,0.7305555555555555,0.45
25,1.51,0.49722222222222223,0.18888888888888888,0.78,0.8027777777777778,0.29,0.7166666666666667,0.45
26,1.51,0.46944444444444444,0.18888888888888888,0.78,0.8027777777777778,0.18,0.7166666666666667,0.45
27,1.51,0.46944444444444444,0.18888888888888888,0.78,0.8027777777777778,0.18,0.7166666666666667,0.45
28,1.3599999999999999,0.46944444444444444,0.19722222222222222,0.82,0.8111111111111111,0.18,0.7083333333333334,0.36
29,1.3599999999999999,0.35555555555555557,0.19722222222222222,0.82,0.8111111111111111,0.29,0.7083333333333334,0.36
30,1.3599999999999999,0.35555555555555557,0.19722222222222222,0.82,0.8111111111111111,0.29,0.7083333333333334,0.36
31,1.46,0.35555555555555557,0.21666666666666667,0.82,0.75,0.29,0.7222222222222222,0.19
32,1.35,0.7694444444444445,0.18333333333333332,0.8,0.7111111111111111,0.18,0.7194444444444444,0.32
33,1.35,0.7694444444444445,0.18333333333333332,0.82,0.5972222222222222,0.18,0.6888888888888889,0.35
34,1.35,0.8611111111111112,0.18333333333333332,0.82,0.5972222222222222,0.13999999999999999,0.6888888888888889,0.35
35,1.54,0.8611111111111112,0.16666666666666666,0.95,0.6361111111111111,0.13999999999999999,0.7222222222222222,0.54
36,1.54,0.9055555555555556,0.16666666666666666,0.95,0.6361111111111111,0.12,0.7222222222222222,0.54
37,1.54,0.9055555555555556,0.16666666666666666,0.95,0.6361111111111111,0.12,0.7222222222222222,0.54
38,1.54,0.9055555555555556,0.16666666666666666,0.95,0.6361111111111111,0.12,0.7222222222222222,0.54
39,1.59,0.8027777777777778,0.15,0.9800000000000001,0.5472222222222223,0.03,0.6805555555555556,0.53
40,1.59,0.8027777777777778,0.15,0.9800000000000001,0.5472222222222223,0.03,0.6805555555555556,0.53
41,1.3199999999999998,0.9805555555555555,0.1527777777777778,0.97,0.5222222222222223,0.04,0.7027777777777777,0.6599999999999999
42,1.3199999999999998,0.9805555555555555,0.1527777777777778,0.97,0.5222222222222223,0.04,0.7027777777777777,0.6599999999999999
43,1.3199999999999998,0.9805555555555555,0.1527777777777778,0.97,0.5222222222222223,0.04,0.7027777777777777,0.6599999999999999
44,1.29,0.03888888888888889,0.1388888888888889,0.85,0.4888888888888889,0.1,0.7055555555555556,0.8099999999999999
45,1.29,0.03888888888888889,0.1388888888888889,0.85,0.4888888888888889,0.1,0.7055555555555556,0.8099999999999999
46,1.1800000000000002,0.03888888888888889,0.1527777777777778,0.65,0.4722222222222222,0.1,0.6694444444444444,0.93
47,1.1800000000000002,0.08333333333333333,0.1527777777777778,0.65,0.4722222222222222,0.09,0.6694444444444444,0.93
48,1.1800000000000002,0.08333333333333333,0.1527777777777778,0.65,0.4722222222222222,0.09,0.6694444444444444,0.93
49,1.1800000000000002,0.08333333333333333,0.1527777777777778,0.65,0.4722222222222222,0.09,0.6694444444444444,0.93
50,1.3900000000000001,0.10555555555555556,0.3055555555555556,0.45999999999999996,0.48055555555555557,0.27,0.6305555555555555,1.03
51,1.29,0.10555555555555556,0.29444444444444445,0.42000000000000004,0.4861111111111111,0.27,0.5694444444444444,1.1
52,1.29,0.1361111111111111,0.29444444444444445,0.42000000000000004,0.4861111111111111,0.39,0.5694444444444444,1.1
53,1.29,0.1361111111111111,0.29444444444444445,0.42000000000000004,0.4861111111111111,0.39,0.5694444444444444,1.1
54,1.59,0.1361111111111111,0.5444444444444444,0.2,0.4638888888888889,0.39,0.6472222222222223,1.15
55,1.59,0.12777777777777777,0.5444444444444444,0.2,0.4638888888888889,0.5599999999999999,0.6472222222222223,1.15
56,1.59,0.12777777777777777,0.5444444444444444,0.2,0.4638888888888889,0.5599999999999999,0.6472222222222223,1.15
57,1.59,0.12777777777777777,0.5444444444444444,0.2,0.4638888888888889,0.5599999999999999,0.6472222222222223,1.15
58,1.72,0.13055555555555556,0.4111111111111111,0.39,0.4527777777777778,0.64,0.6527777777777778,1.25
59,1.72,0.13055555555555556,0.4111111111111111,0.39,0.4527777777777778,0.64,0.6527777777777778,1.25
60,1.72,0.13055555555555556,0.4111111111111111,0.39,0.4527777777777778,0.64,0.6527777777777778,1.25
61,1.64,0.09444444444444444,0.4027777777777778,0.39,0.4361111111111111,0.78,0.7027777777777777,1.28
62,1.64,0.09444444444444444,0.4027777777777778,0.39,0.4361111111111111,0.78,0.7027777777777777,1.28
63,1.83,0.1,0.3611111111111111,0.39,0.4222222222222222,0.78,0.7166666666666667,1.23
64,1.83,0.1,0.3611111111111111,0.39,0.4222222222222222,0.78,0.7166666666666667,1.23
65,1.83,0.1,0.3611111111111111,0.39,0.4222222222222222,0.78,0.7166666666666667,1.23
66,1.81,0.08611111111111111,0.2833333333333333,0.41,0.4111111111111111,0.76,0.7083333333333334,1.33
67,1.81,0.08611111111111111,0.2833333333333333,0.41,0.4111111111111111,0.76,0.7083333333333334,1.33
68,1.81,0.08611111111111111,0.2833333333333333,0.41,0.4111111111111111,0.76,0.7083333333333334,1.33
69,1.6,0.03611111111111111,0.30277777777777776,0.47000000000000003,0.4111111111111111,0.89,0.7194444444444444,1.26
70,1.6,0.03611111111111111,0.30277777777777776,0.47000000000000003,0.4111111111111111,0.89,0.7194444444444444,1.26
71,1.6,0.03611111111111111,0.30277777777777776,0.47000000000000003,0.4111111111111111,0.89,0.7194444444444444,1.26
72,1.51,0.9833333333333333,0.23333333333333334,0.48,0.3888888888888889,0.8800000000000001,0.7027777777777777,1.1099999999999999
73,1.52,0.9638888888888889,0.3388888888888889,0.51,0.37222222222222223,0.52,0.7111111111111111,0.64
74,1.33,0.9638888888888889,0.35833333333333334,0.52,0.2916666666666667,0.52,0.725,0.43
75,1.33,0.7444444444444445,0.35833333333333334,0.52,0.2916666666666667,0.45999999999999996,0.725,0.43
76,1.33,0.7444444444444445,0.35833333333333334,0.52,0.2916666666666667,0.45999999999999996,0.725,0.43
77,1.33,0.7444444444444445,0.35833333333333334,0.52,0.2916666666666667,0.45999999999999996,0.725,0.43
78,1.26,0.10277777777777777,0.425,0.45999999999999996,0.08611111111111111,0.21000000000000002,0.7027777777777777,0.21000000000000002
79,1.26,0.10277777777777777,0.425,0.45999999999999996,0.08611111111111111,0.21000000000000002,0.7027777777777777,0.21000000000000002
80,1.08,0.18888888888888888,0.4027777777777778,0.41,0.9388888888888889,0.16,0.6555555555555556,0.74
81,1.08,0.18888888888888888,0.4027777777777778,0.41,0.9388888888888889,0.16,0.6555555555555556,0.74
82,1.08,0.18888888888888888,0.4027777777777778,0.41,0.9388888888888889,0.16,0.6555555555555556,0.74
83,0.8099999999999999,0.3194444444444444,0.3388888888888889,0.45999999999999996,0.9111111111111111,0.29,0.6694444444444444,2.02
84,0.8099999999999999,0.3194444444444444,0.3388888888888889,0.45999999999999996,0.9111111111111111,0.29,0.6694444444444444,2.02
85,0.8099999999999999,0.3194444444444444,0.3388888888888889,0.45999999999999996,0.9111111111111111,0.29,0.6694444444444444,2.02
86,0.78,0.38333333333333336,0.2833333333333333,0.44000000000000006,0.9055555555555556,0.04,0.6583333333333333,1.86
87,0.78,0.38333333333333336,0.2833333333333333,0.44000000000000006,0.9055555555555556,0.04,0.6583333333333333,1.86
88,1.29,0.6138888888888889,0.25555555555555554,0.32,0.9111111111111111,0.16999999999999998,0.6583333333333333,1.9600000000000002
89,1.29,0.6138888888888889,0.25555555555555554,0.32,0.9111111111111111,0.16999999999999998,0.6583333333333333,1.9600000000000002
90,1.27,0.6138888888888889,0.2722222222222222,0.25,0.9,0.16999999999999998,0.6444444444444445,1.8399999999999999
91,1.27,0.7,0.2722222222222222,0.25,0.9,0.22999999999999998,0.6444444444444445,1.8399999999999999
92,1.3,0.7888888888888889,0.20277777777777778,0.49000000000000005,0.9055555555555556,0.13,0.6611111111111111,1.86
93,1.26,0.5277777777777778,0.17777777777777778,0.55,0.9083333333333333,0.22999999999999998,0.6527777777777778,1.85
94,1.3800000000000001,0.5277777777777778,0.10277777777777777,0.31,0.925,0.22999999999999998,0.6583333333333333,1.8
95,1.3800000000000001,0.4777777777777778,0.10277777777777777,0.31,0.925,0.36,0.6583333333333333,1.8
96,1.3800000000000001,0.4777777777777778,0.10277777777777777,0.31,0.925,0.36,0.6583333333333333,1.8
97,1.3800000000000001,0.4777777777777778,0.10277777777777777,0.31,0.925,0.36,0.6583333333333333,1.8
98,1.1300000000000001,0.9055555555555556,0.21944444444444444,0.44000000000000006,0.9305555555555556,0.71,0.6611111111111111,1.78
